TImeStep,Flat,Ramp
364,-391.4374773,-328.0152054
365,-391.4374857,-374.5130837
366,-400.1621925,-729.6279853
367,-393.2209287,-724.6282842
368,-427.741027,-2062.895304
369,-410.2434102,-2008.89491
370,-393.2801586,-2005.394522
371,-388.1771291,-2327.062326
372,-375.2079802,-2317.062087
373,-542.2715563,-2316.062088
374,-713.8521366,-2320.564622
375,-685.8526024,-2689.831591
376,-685.9018102,-2683.79232
377,-686.6147331,-1588.331964
378,-709.0815712,-1589.83008
379,-686.0813237,-1581.230223
380,-710.5798885,-1529.230707
381,-687.5794445,-1608.538656
382,-685.5812578,-1834.411419
383,-688.6463014,-1611.379902
384,-688.580216,-1606.94841
385,-678.3586495,-1576.45335
386,-674.4886187,-1487.641619
387,-599.2662451,-1802.574433
388,-629.4849424,-2280.831104
389,-612.2674684,-2633.148982
390,-591.2103876,-2274.418366
391,-592.2091747,-2269.418367
392,-1148.135941,-2637.164774
393,-1132.094144,-2596.158987
394,-1139.307256,-2210.623734
395,-1130.687273,-455.8077346
396,-1135.794554,-451.8077306
397,-441.3227494,-99.68846516
398,-434.6438937,-446.9407035
399,-460.0890521,-444.2968567
400,-435.0898899,-487.798233
401,-437.0357711,-494.2956415
402,-325.217919,-540.2958517
403,-313.0163516,-186.0368527
404,-327.096704,-182.5368711
405,-335.4790658,-182.5368711
406,-332.1106225,-182.5368711
407,-316.8714856,-146.0383225
408,-325.8309802,-2336.675735
409,-1036.803843,-2334.673881
410,-1154.511972,-2380.170452
411,-1131.48796,-2371.969435
412,-1009.510819,-2331.470684
413,-1014.247749,-2384.968824
414,-845.995657,-2332.470886
415,-849.6827593,-2320.470887
416,-842.9993094,-2720.482781
417,-964.6810008,-2708.98282
418,-1115.393521,-2716.987146
419,-1116.980349,-2711.272054
420,-1126.371126,-2410.464712
421,-1111.370982,-2403.341841
422,-1111.370982,-2400.341839
423,-976.5088289,-2408.336753
424,-873.1332063,-2454.837033
425,-876.7879545,-2420.842634
426,-438.7666516,-2350.121248
427,-617.176901,-2342.115924
428,-589.0301539,-2335.115924
429,-583.0487341,-2341.638675
430,-485.5515472,-1978.379015
431,-452.4236251,-1980.878989
432,-572.6207885,-1974.380475
433,-547.3188866,-2375.067276
434,-720.8552017,-2055.765113
435,-695.5485644,-2053.265112
436,-723.2819588,-2422.044204
437,-588.1119457,-2416.043789
438,-573.1707266,-2727.474024
439,-570.9271544,-2728.472883
440,-570.9570663,-2688.472803
441,-570.95709,-2383.700691
442,-570.9570901,-2373.346118
443,-748.1589494,-2370.34612
444,-735.3480256,-2372.84654
445,-728.3503462,-368.8209512
446,-751.6937422,-54.02706462
447,-813.4784908,-53.74478246
448,-798.8920435,-58.2442451
449,-776.0178523,-106.2442391
450,-796.3838057,-71.74662619
451,-775.1245497,-65.74605578
452,-749.0030741,-429.5271009
453,-277.594418,-468.0295505
454,-265.4646122,-601.8723313
455,-293.0054397,-600.8722276
456,-274.0055527,-600.8723305
457,-423.8134902,-560.3725821
458,-933.9123161,-594.3716448
459,-945.6666856,-599.8737241
460,-266.7876933,-601.3701783
461,-142.5539016,-592.0692876
462,-128.6600572,-591.0692865
463,-153.2013863,-553.5687779
464,-300.8333797,-945.3389154
465,-282.5948009,-941.8389944
466,-291.3579465,-905.8400691
467,-313.1302326,-906.8396253
468,-289.1330932,-902.8397114
469,-283.1327108,-901.8397121
470,-312.3588532,-905.3391455
471,-310.0411651,-517.4140251
472,-1059.432311,-363.7869999
473,-1089.811542,-734.1827111
474,-1197.864546,-778.6863565
475,-1187.952355,-770.186354
476,-1195.607295,-963.4496797
477,-1169.828369,-966.9401348
478,-1051.345315,-1113.823312
479,-1042.074503,-1111.975626
480,-902.7866809,-1111.854107
481,-880.7875277,-1111.854106
482,-898.5804648,-1084.862248
483,-926.3204617,-1072.626455
484,-909.236856,-764.7569647
485,-915.1403176,-763.784439
486,-912.2141224,-1081.28563
487,-916.794881,-1076.283342
488,-893.7956355,-1072.283952
489,-1054.861394,-772.0632018
490,-929.538765,-766.0627525
491,-798.7463711,-764.0630359
492,-347.5250174,-761.0630301
493,-340.9149045,-762.0627214
494,-339.8269285,-817.5631485
495,-1064.807693,-815.0630348
496,-1051.792157,-772.5626239
497,-911.272118,-801.7760598
498,-583.8056319,-860.7763431
499,-558.872387,-850.6739785
500,-564.9251745,-852.6727404
501,-583.4588215,-850.6727402
502,-546.4072152,-807.6727496
503,-569.5138471,-857.1727613
504,-587.4618097,-819.6775762
505,-564.623891,-815.1752461
506,-417.0136189,-767.6751935
507,-399.5321446,-378.1062405
508,-384.5876027,-371.5099098
509,-384.5313237,-371.5098616
510,-407.7792071,-419.0063349
511,-579.396261,-2593.955485
512,-563.4179508,-2598.45099
513,-451.4737316,-2562.456525
514,-433.5237801,-2555.455798
515,-572.3880667,-2553.794216
516,-545.2793583,-2559.799144
517,-915.9327532,-2595.297234
518,-913.2903608,-2584.358683
519,-1111.08214,-2462.633574
520,-1117.233241,-2261.848943
521,-1117.268281,-1865.399707
522,-1109.140813,-1082.746897
523,-1103.142831,-1669.242131
524,-556.3030973,-1204.265872
525,-568.0255262,-1206.266932
526,-581.0272944,-1252.980651
527,-561.0247361,-1238.979341
528,-856.8477073,-1259.106087
529,-854.8908828,-1257.606714
530,-852.8908493,-1041.539854
531,-861.7031027,-1035.039853
532,-848.8646238,-1004.038483
533,-838.8245171,-999.0391269
534,-985.6158282,-521.949935
535,-958.2236109,-1166.873009
536,-965.1155938,-1154.067708
537,-956.1995886,-793.5264875
538,-956.1983415,-791.0264869
539,-1115.772457,-742.5264239
540,-1099.051324,-1104.682065
541,-1114.745854,-854.9994414
542,-1013.636605,-845.7252881
543,-1018.540099,-843.2252831
544,-996.636821,-808.1234628
545,-988.6360597,-802.123211
546,-984.9589567,-422.9828129
547,-1035.63089,-382.98489
548,-565.4588686,-374.4848016
549,-552.3260037,-19.20034259
550,-740.8724676,-376.5441938
551,-821.4424354,-2294.745296
552,-821.076929,-2340.740409
553,-670.6519544,-2334.41016
554,-521.5747913,-2333.410897
555,-502.5744817,-2333.191562
556,-546.9351437,-2330.624094
557,-677.5764002,-2029.387036
558,-699.0871957,-2022.887605
559,-681.0871093,-2022.055806
560,-509.7456111,-2026.933657
561,-409.345444,-799.2075641
562,-752.5475495,-795.7067763
563,-744.4276356,-797.0166111
564,-392.2893227,-576.8869197
565,-380.2900096,-404.5373212
566,-559.9243927,-405.5361847
567,-493.4731737,-98.80099494
568,-480.1429563,-458.0185269
569,-497.5031863,-467.6482854
570,-1155.858451,-457.3932024
571,-1138.858458,-464.8896309
572,-1138.858458,-849.4983737
573,-1033.482076,-643.5599437
574,-1148.85854,-164.0529399
575,-1138.858458,-155.9627306
576,-628.3951069,-2696.454732
577,-486.2362249,-2691.358636
578,-1163.401424,-2689.046256
579,-1150.067276,-2737.049293
580,-1148.065047,-2731.671846
581,-1153.770904,-2729.172366
582,-1141.499381,-2730.747769
583,-1148.948852,-2729.747206
584,-1146.731093,-2729.246712
585,-1143.145997,-2315.052355
586,-1157.11361,-2303.914904
587,-1153.95735,-2362.914673
588,-1184.468497,-2397.411967
589,-1172.69571,-2743.48885
590,-1197.215943,-2765.229251
591,-1183.434199,-2723.230322
592,-1182.915289,-2326.716019
593,-1162.927804,-1965.296193
594,-1162.9153,-2019.795607
595,-1191.5978,-2413.004229
596,-1174.85784,-2400.326007
597,-1035.281191,-2399.414017
598,-1183.406663,-811.5641091
599,-1172.712571,-856.06368
600,-1144.730961,-806.064113
601,-1181.274688,-808.3141032
602,-1169.110918,-804.410591
603,-1160.111014,-802.9107362
604,-1190.537308,-802.9107362
605,-1179.282982,-806.3454771
606,-1159.474824,-845.8469606
607,-1173.077377,-805.8454707
608,-1039.232725,-804.1947351
609,-1042.924466,-812.1978421
610,-1044.449459,-420.1887605
611,-1039.520785,-374.2065066
612,-1083.168374,-414.2071139
613,-933.5561116,-412.7071135
614,-989.0525205,-412.7071135
615,-985.0518524,-797.4388216
616,-985.0518385,-797.4384495
617,-985.0518384,-796.437773
618,-990.4041983,-796.4384504
619,-458.1045795,-841.440625
620,-450.9534604,-2299.217248
621,-438.087261,-2338.214839
622,-436.1349335,-2330.714678
623,-328.316866,-1971.865335
624,-326.370739,-18.78561004
625,-324.3710937,-1329.492161
626,-356.0837597,-1324.492162
627,-324.0830253,-1324.492162
628,-294.8910889,-1278.992321
629,-1056.896867,-1276.097389
630,-1052.069195,-1328.59729
631,-1066.370718,-1613.14015
632,-1064.896102,-2032.403848
633,-1069.370807,-2062.903531
634,-1184.355272,-2065.403249
635,-1185.099704,-2063.059857
636,-1181.279352,-2456.779925
637,-1062.296239,-2461.773518
638,-926.9184243,-2455.687352
639,-912.919113,-2453.687184
640,-912.9191151,-2455.707212
641,-918.8008935,-2419.711551
642,-318.8932035,-735.1961703
643,-262.5561413,-734.69778
644,-326.3485534,-1117.472783
645,-406.0697664,-1138.468865
646,-1056.603636,-845.2450524
647,-922.9415705,-776.6324024
648,-917.7945226,-731.1317055
649,-913.9401909,-732.8929744
650,-911.9354923,-781.8933025
651,-908.1928533,-772.3932897
652,-1066.743414,-1171.24757
653,-895.1194731,-1163.747568
654,-904.8925649,-1163.747568
655,-879.8034225,-1163.747568
656,-861.7562005,-1163.747478
657,-856.5863751,-1163.747478
658,-840.3444837,-1163.747478
659,-802.0510615,-1165.246616
660,-798.1097929,-807.6803426
661,-794.1960159,-2683.130254
662,-800.3105068,-2676.630254
663,-802.1652809,-2683.633834
664,-925.0913612,-2725.63711
665,-574.2878097,-2723.633486
666,-570.7297656,-2682.13103
667,-565.518158,-2319.617816
668,-563.5233065,-2686.054905
669,-563.5504763,-2680.049276
670,-563.5506003,-2680.050051
671,-710.0937669,-2720.050462
672,-699.7372667,-2722.296818
673,-699.8999046,-2718.606392
674,-701.6900706,-2718.641855
675,-836.7862176,-2294.517166
676,-1119.520233,-2346.015497
677,-1001.925432,-2335.015499
678,-336.6951038,-2340.014251
679,-343.445352,-2337.514778
680,-680.0983246,-2335.014778
681,-671.0989137,-2339.384028
682,-723.9445488,-2335.023118
683,-684.0571312,-2030.775085
684,-538.7909186,-2022.275085
685,-533.0107546,-2029.617227
686,-556.4210735,-1986.616327
687,-672.4258666,-2303.762256
688,-789.0789163,-1942.940456
689,-770.7041787,-1933.440454
690,-738.1000425,-2306.006038
691,-565.4383052,-728.4204991
692,-430.9524086,-372.55724
693,-1052.73732,-730.2028782
694,-1057.726921,-1115.857045
695,-1040.685763,-1081.860274
696,-1024.808274,-1076.481256
697,-553.011677,-1116.979655
698,-543.3116074,-1164.475379
699,-559.9863672,-1153.475386
700,-545.2792208,-845.8640678
701,-567.9862753,-845.9663536
702,-548.9192976,-844.4705168
703,-546.9205411,-844.1139485
704,-548.9595704,-458.7575668
705,-573.059324,-453.2575666
706,-703.1407542,-456.7578801
707,-863.1880813,-453.257875
708,-734.7298367,-457.760087
709,-875.99268,-453.2600874
710,-901.2476839,-453.2600874
711,-879.1385077,-453.2600874
712,-602.9411386,-453.2598329
713,-589.4010716,-768.3729161
714,-495.006312,-764.1027757
715,-486.8816764,-2329.936485
716,-371.3702778,-2328.475705
717,-369.8016266,-2636.33289
718,-385.3721124,-2687.375204
719,-357.2396145,-2688.87479
720,-335.4489657,-2378.805899
721,-330.056212,-2375.305898
722,-353.8378005,-1942.996775
723,-335.8366832,-2092.793779
724,-358.8240772,-2064.797648
725,-489.8930844,-2020.80019
726,-339.2137513,-1964.104567
727,-353.8162984,-2007.102947
728,-546.9517846,-734.2285189
729,-541.5959949,-2764.258041
730,-537.0784156,-2457.788022
731,-534.58738,-2373.640123
732,-393.2950699,-2326.641657
733,-376.5114782,-735.8506593
734,-383.3509357,-735.3501341
735,-389.5868656,-434.0113434
736,-424.2319086,-381.0106857
737,-393.6521926,-415.891879
738,-392.891394,-647.4195001
739,-394.015723,-691.914147
740,-417.0085171,-679.9141494
741,-436.6021908,-652.9199409
742,-1048.476088,-380.0462797
743,-1055.877721,-463.2001236
744,-1045.2261,-461.5296216
745,-1039.22625,-476.9371489
746,-1043.865886,-106.4770614
747,-1036.109508,-107.4760756
748,-1047.849715,-103.1305421
749,-1047.234276,-113.1269373
750,-422.1114817,-103.6266583
751,-413.2784413,-112.6300533
752,-420.4996486,-164.701777
753,-400.4989191,-172.1978243
754,-398.7903015,-211.2005071
755,-419.379039,-175.8230868
756,-1168.529214,-130.3236961
757,-417.3811334,-105.3254849
758,-400.3798566,-464.7316019
759,-405.0961216,-461.2309655
760,-391.2585253,-1827.199797
761,-396.509046,-2070.386538
762,-405.628892,-2058.387751
763,-407.8550655,-2027.383968
764,-287.7489193,-2014.883965
765,-299.991306,-566.8572457
766,-439.8129011,-295.9356894
767,-416.758438,-280.9356847
768,-308.933614,-553.8737595
769,-296.774386,-585.8268577
770,-158.6517533,-975.9595288
771,-276.9413638,-855.3872435
772,-265.9719938,-494.2916935
773,-267.9333173,-494.2000376
774,-270.0554217,-490.7000395
775,-266.0560151,-802.5306354
776,-297.80018,-424.9871397
777,-271.8631854,-780.9216361
778,-278.2353003,-774.5396476
779,-267.2339802,-777.0406497
780,-269.1721192,-775.0408653
781,-272.0292508,-774.5405707
782,-714.7829488,-2687.304098
783,-786.9063202,-2678.553314
784,-1135.182743,-2677.553314
785,-1157.081086,-1985.984474
786,-1148.267727,-2691.755529
787,-1153.77879,-811.3975878
788,-1175.564683,-1123.574237
789,-1190.01631,-1671.127905
790,-558.9304126,-2692.598494
791,-543.4315193,-2682.123847
792,-762.7362092,-2678.123848
793,-747.7534331,-2297.414041
794,-270.8822469,-1934.002505
795,-278.6700355,-1929.730872
796,-263.5171092,-1968.733949
797,-255.4993586,-1964.347923
798,-255.499414,-1961.847923
799,-439.070202,-2334.56298
800,-530.5184598,-2324.06298
801,-522.5212635,-2324.06298
802,-616.5982793,-2324.06298
803,-594.5262479,-2327.916214
804,-610.5978178,-2324.916213
805,-439.2279064,-2328.914308
806,-425.1985922,-2325.913894
807,-596.0011941,-2330.870243
808,-571.9646175,-2325.868657
809,-571.9658774,-2726.537772
810,-593.3463317,-2715.03797
811,-642.2148394,-2716.566183
812,-652.4123905,-2714.566185
813,-657.5183725,-2718.567942
814,-529.4078517,-2360.857382
815,-506.4098333,-2357.859903
816,-526.770106,-2723.875339
817,-514.5782954,-2184.083829
818,-497.1033954,-1974.663889
819,-527.1523103,-1971.16389
820,-515.1521697,-1975.192798
821,-522.791495,-1970.692798
822,-512.7558965,-1970.692798
823,-519.0039013,-2414.496681
824,-388.4970601,-2461.99655
825,-386.5013213,-2409.496437
826,-390.5025693,-2462.496684
827,-389.293065,-2457.965328
828,-517.7500735,-2778.922848
829,-872.8226628,-2379.841469
830,-871.4596735,-2376.341469
831,-866.7390557,-1912.056741
832,-859.7388328,-1904.056825
833,-864.8030682,-1937.049595
834,-770.4698302,-1923.049593
835,-406.262272,-1363.432227
836,-392.2609024,-1354.432183
837,-392.2608963,-1354.432425
838,-394.2024938,-1361.93513
839,-392.9198519,-1972.756423
840,-388.0869881,-2022.256317
841,-407.0856701,-1966.552127
842,-396.086064,-2016.046514
843,-1191.260276,-1975.051681
844,-1171.342138,-1944.663553
845,-1167.342132,-1993.227106
846,-1175.796366,-2111.837878
847,-1100.381607,-1758.103303
848,-1071.380968,-1783.480845
849,-1103.692299,-1787.9833
850,-1161.455031,-2137.209112
851,-1024.789118,-1740.984125
852,-1012.789548,-814.3342191
853,-1030.481893,-434.9214722
854,-1153.340521,-2375.158526
855,-1125.34055,-2689.984182
856,-1149.902791,-1675.02394
857,-1125.553308,-1664.023938
858,-1125.553744,-1620.523721
859,-1174.121306,-1663.020118
860,-1147.164944,-1655.020657
861,-589.1784124,-1654.020657
862,-565.1783039,-1656.96158
863,-1056.738216,-1654.706441
864,-1035.739831,-1654.206945
865,-1035.73984,-2017.137423
866,-1164.786311,-1664.149353
867,-1185.207782,-2022.637425
868,-1172.444393,-1977.139658
869,-1178.966629,-2021.13489
870,-1174.447999,-1984.64066
871,-1164.448003,-1972.640652
872,-768.4391962,-1835.433433
873,-760.4383951,-1843.017714
874,-768.8213379,-1809.520785
875,-925.6846206,-1803.020784
876,-1183.566675,-1864.020295
877,-1185.457992,-2173.031456
878,-1161.498357,-2211.025614
879,-1162.030514,-2201.525614
