TImeStep,Flat,Ramp
5575,-265.2582682,-92.92333013
5576,-265.2582682,-92.92333013
5577,-265.2582682,-92.92333013
5578,-265.2582682,-92.92333013
5579,-265.2582682,-133.9420116
5580,-265.2582682,-132.941367
5581,-265.2582682,-132.9413639
5582,-265.2582682,-132.9413638
5583,-265.2582682,-132.9413638
5584,-265.2582682,-132.9413638
5585,-115.6223198,-95.50746576
5586,-113.6199371,-93.00730628
5587,-215.9666813,-93.00730546
5588,-209.9664205,-93.00730546
5589,-209.9664111,-93.00730546
5590,-209.9664109,-93.00730546
5591,-209.9664109,-93.00730546
5592,-209.9664109,-93.00730546
5593,-209.9664109,-93.00730546
5594,-209.9664109,-93.00730546
5595,-209.9664109,-93.00730546
5596,-209.9664109,-93.00730546
5597,-209.9664109,-94.07637055
5598,-209.9664109,-456.7074209
5599,-209.9664109,-452.7053835
5600,-209.9664109,-452.7053716
5601,-209.9664109,-452.7053715
5602,-209.9664109,-452.7053715
5603,-209.9664109,-452.7053715
5604,-209.9664109,-452.7053715
5605,-209.9664109,-452.7053715
5606,-209.9664109,-452.7053715
5607,-209.9664109,-452.7053715
5608,-209.9664109,-452.7053715
5609,-214.6129335,-452.7053715
5610,-209.6148151,-452.7053715
5611,-209.6148314,-452.7053715
5612,-209.6148315,-452.7053715
5613,-209.6148315,-2450.79601
5614,-209.6148315,-2075.045246
5615,-209.6148315,-2071.047006
5616,-209.6148315,-2718.305025
5617,-209.6148315,-152.4765011
5618,-209.6148315,-140.9758872
5619,-209.6148315,-140.9758853
5620,-236.628385,-140.9758853
5621,-231.6644041,-140.9758853
5622,-229.6642911,-140.9758853
5623,-229.6642893,-140.9758853
5624,-229.6642893,-140.9758853
5625,-217.4351474,-140.9758853
5626,-209.4342543,-140.9758853
5627,-209.4342464,-140.9758853
5628,-209.4342463,-140.9758853
5629,-209.4342463,-143.7505244
5630,-209.4342463,-143.4755685
5631,-209.4342463,-143.7505244
5632,-216.5640084,-143.4755685
5633,-209.5635717,-143.7505244
5634,-209.5635647,-141.2501804
5635,-209.5635646,-141.2501793
5636,-209.5635646,-141.2501793
5637,-209.5635646,-141.2501793
5638,-209.5635646,-141.2501793
5639,-209.5635646,-183.3071106
5640,-209.5635646,-181.3069859
5641,-209.5635646,-181.3069854
5642,-209.5635646,-181.3069854
5643,-209.5635646,-181.3069854
5644,-209.5635646,-181.3069854
5645,-115.2196381,-181.3069854
5646,-109.2200378,-181.3069854
5647,-109.2200469,-181.3069854
5648,-109.220047,-181.3069854
5649,-109.220047,-181.3069854
5650,-109.220047,-181.3069854
5651,-109.220047,-182.6334516
5652,-109.220047,-182.8100578
5653,-109.220047,-181.3069981
5654,-109.220047,-181.3069854
5655,-109.220047,-181.3069854
5656,-109.220047,-181.3069854
5657,-109.220047,-181.3069854
5658,-109.220047,-181.3069854
5659,-109.220047,-181.3069854
5660,-109.220047,-181.3069854
5661,-109.220047,-181.3069854
5662,-109.220047,-181.3069854
5663,-109.220047,-181.3069854
5664,-265.8894094,-181.3069854
5665,-254.8932176,-181.3069854
5666,-254.8932558,-181.3069854
5667,-254.893256,-181.3069854
5668,-254.893256,-181.3069854
5669,-254.893256,-181.3069854
5670,-254.893256,-181.3069854
5671,-254.893256,-181.3069854
5672,-254.893256,-181.3069854
5673,-254.893256,-181.3069854
5674,-254.893256,-181.3069854
5675,-254.893256,-181.3069854
5676,-254.893256,-181.3069854
5677,-254.893256,-181.3069854
5678,-254.893256,-181.3069854
5679,-254.893256,-181.3069854
5680,-254.893256,-181.3069854
5681,-254.893256,-181.3069854
5682,-254.893256,-181.3069854
5683,-254.893256,-181.3069854
5684,-254.893256,-181.3069854
5685,-254.893256,-181.3069854
5686,-254.893256,-181.3069854
5687,-254.893256,-181.3069854
5688,-254.893256,-181.3069854
5689,-120.2204862,-181.3069854
5690,-109.2200575,-181.3069854
5691,-109.2200472,-181.3069854
5692,-109.220047,-181.3069854
5693,-109.220047,-181.3069854
5694,-109.220047,-181.3069854
5695,-109.220047,-181.3069854
5696,-109.220047,-181.414312
5697,-109.220047,-181.4159799
5698,-109.220047,-181.4159847
5699,-109.220047,-181.4159847
5700,-109.220047,-181.4159847
5701,-109.220047,-181.4159847
5702,-109.220047,-181.4159847
5703,-109.220047,-181.4159847
5704,-109.220047,-181.4159847
5705,-109.220047,-181.4159847
5706,-109.220047,-181.4159847
5707,-109.220047,-181.4159847
5708,-109.220047,-181.4159847
5709,-215.5638157,-181.4159847
5710,-205.4958852,-181.4159847
5711,-205.4997696,-181.4159847
5712,-205.4998053,-181.4159847
5713,-205.4998056,-181.4159847
5714,-205.4998056,-181.4159847
5715,-205.4998056,-181.4159847
5716,-205.4998056,-181.4159847
5717,-205.4998056,-181.4159847
5718,-205.4998056,-181.4159847
5719,-205.4998056,-181.4159847
5720,-205.4998056,-181.4159847
5721,-205.4998056,-181.4159847
5722,-205.4998056,-181.4159847
5723,-205.4998056,-181.4159847
5724,-205.4998056,-181.4159847
5725,-205.4998056,-181.4159847
5726,-205.4998056,-181.4159847
5727,-205.4998056,-181.4159847
5728,-205.4998056,-1987.738904
5729,-205.4998056,-2028.628604
5730,-205.4998056,-2021.628601
5731,-205.4998056,-2021.628601
5732,-205.4998056,-2021.628601
5733,-205.4998056,-2021.628601
5734,-205.4998056,-2021.628601
5735,-205.4998056,-2021.628601
5736,-205.4998056,-2021.628601
5737,-122.8730596,-2021.628601
5738,-115.3027477,-2021.628601
5739,-109.3009263,-2021.628601
5740,-109.3009133,-2021.628601
5741,-109.3009132,-2021.628601
5742,-109.3009132,-2021.628601
5743,-109.3009132,-2021.628601
5744,-109.3009132,-1655.919597
5745,-109.3009132,-1304.328687
5746,-109.3009132,-1302.827145
5747,-109.3009132,-1302.827139
5748,-109.3009132,-1302.827139
5749,-109.3009132,-1302.827139
5750,-109.3009132,-1302.827139
5751,-109.3009132,-1302.827139
5752,-109.3009132,-1302.827139
5753,-109.3009132,-1302.827139
5754,-109.3009132,-1302.827139
5755,-109.3009132,-1302.827139
5756,-109.3009132,-1302.827139
5757,-117.574831,-1302.827139
5758,-109.574222,-1302.827139
5759,-109.5742074,-1302.827139
5760,-109.5742072,-1302.827139
5761,-109.5742072,-1302.827139
5762,-109.5742072,-1302.678944
5763,-109.5742072,-1317.759288
5764,-169.2697536,-1307.178579
5765,-169.2641398,-1302.679014
5766,-169.2641104,-1302.679015
5767,-169.2641103,-1302.679015
5768,-169.2641103,-1302.679015
5769,-169.2641103,-1302.679015
5770,-169.2641103,-1302.679015
5771,-168.3700137,-1302.679015
5772,-184.4537126,-1302.679015
5773,-185.1837643,-1302.679015
5774,-189.4545731,-1302.679015
5775,-185.1837645,-1302.679015
5776,-189.4545731,-1302.679015
5777,-181.4540023,-1302.679015
5778,-181.4539883,-1302.679015
5779,-181.4539881,-1302.679015
5780,-181.4539881,-1302.679015
5781,-181.4539881,-1302.679015
5782,-181.4539881,-1302.679015
5783,-181.4539881,-1302.679015
5784,-181.4539881,-1302.679015
5785,-181.4539881,-1302.679015
5786,-181.4539881,-1302.679015
5787,-181.4539881,-1302.679015
5788,-181.4539881,-1302.679015
5789,-181.4539881,-1302.679015
5790,-181.4539881,-1302.679015
5791,-181.4539881,-1302.679015
5792,-172.2759954,-1302.679015
5793,-165.2763101,-1302.679015
5794,-165.2763126,-1302.679015
5795,-165.2763127,-1302.679015
5796,-165.2763127,-1302.679015
5797,-165.2763127,-1302.679015
5798,-165.2763127,-1302.679015
5799,-165.2763127,-1302.679015
5800,-165.2763127,-1302.679015
5801,-169.008003,-1302.679015
5802,-173.2769011,-1302.679015
5803,-171.1888249,-1302.679015
5804,-168.9218053,-1302.679015
5805,-173.1898042,-1302.679015
5806,-168.9218055,-1302.679015
5807,-173.1898042,-1302.679015
5808,-168.9218055,-1302.679015
5809,-160.922273,-1302.679015
5810,-160.9222848,-1302.679015
5811,-160.922285,-1302.679015
5812,-160.922285,-1302.679015
5813,-160.922285,-1302.679015
5814,-160.922285,-2751.615298
5815,-160.922285,-743.1194779
5816,-160.922285,-704.3873231
5817,-160.922285,-523.1656394
5818,-160.922285,-521.6682769
5819,-160.922285,-521.6682864
5820,-160.922285,-521.6682864
5821,-160.922285,-521.6682864
5822,-160.922285,-521.6682864
5823,-160.922285,-521.6682864
5824,-160.922285,-521.6682864
5825,-160.922285,-521.6682864
5826,-160.922285,-521.6682864
5827,-160.922285,-521.6682864
5828,-160.922285,-521.6682864
5829,-160.922285,-521.6682864
5830,-160.922285,-521.6682864
5831,-160.922285,-521.6682864
5832,-160.922285,-521.6682864
5833,-160.922285,-521.6682864
5834,-160.922285,-521.6682864
5835,-160.922285,-521.6682864
5836,-160.922285,-521.6682864
5837,-173.1898044,-521.6682864
5838,-188.3670171,-521.6682864
5839,-181.3666582,-521.6682864
5840,-181.3666551,-521.6682864
5841,-181.3666551,-521.6682864
5842,-181.3666551,-521.6682864
5843,-181.3666551,-521.6682864
5844,-181.3666551,-521.6682864
5845,-181.3666551,-521.6682864
5846,-181.3666551,-521.6841943
5847,-181.3666551,-521.6842335
5848,-181.3666551,-521.6842337
5849,-181.3666551,-521.6842337
5850,-181.3666551,-521.6842337
5851,-181.3666551,-521.6842337
5852,-181.3666551,-521.6842337
5853,-181.3666551,-521.6842337
5854,-181.3666551,-477.5949879
5855,-181.3666551,-471.594945
5856,-181.3666551,-471.5949446
5857,-181.3666551,-471.5949446
5858,-181.3666551,-471.5949446
5859,-181.3666551,-471.5949446
5860,-181.3666551,-471.5949446
5861,-186.4397565,-471.5949446
5862,-181.4394179,-471.5949446
5863,-181.4394153,-526.1545075
5864,-181.4394153,-521.6545586
5865,-326.1261062,-521.6545589
5866,-315.1272928,-521.6545589
5867,-315.1272568,-521.6545589
5868,-315.1272561,-521.6545589
5869,-339.9175203,-521.6545589
5870,-326.918298,-521.6545589
5871,-326.9183046,-521.6545589
5872,-326.9183047,-521.6545589
5873,-326.9183047,-521.6545589
5874,-480.622469,-521.6545589
5875,-355.7912473,-521.6545589
5876,-338.790734,-521.6545589
5877,-331.8620891,-521.6545589
5878,-327.8627764,-521.6545589
5879,-327.8627836,-521.6545589
5880,-327.8627836,-521.6545589
5881,-327.8627836,-521.6545589
5882,-327.8627836,-521.6545589
5883,-327.8627836,-521.6545589
5884,-331.7117883,-521.6545589
5885,-328.7123175,-521.6545589
5886,-328.7123231,-521.6545589
5887,-328.7123231,-521.6545589
5888,-328.7123231,-521.6545589
5889,-328.7123231,-521.6545589
5890,-328.7123231,-521.6545589
5891,-328.7123231,-521.6545589
5892,-328.7123231,-521.6545589
5893,-328.7123231,-521.6545589
5894,-328.7123231,-521.6545589
5895,-328.7123231,-521.6545589
5896,-328.7123231,-521.6545589
5897,-328.7123231,-521.6545589
5898,-328.7123231,-521.6545589
5899,-328.7123231,-521.6545589
5900,-328.7123231,-521.6545589
5901,-328.7123231,-533.9084595
5902,-328.7123231,-531.4087349
5903,-328.7123231,-531.4087358
5904,-328.7123231,-531.4087358
5905,-328.7123231,-531.4087358
5906,-328.7123231,-531.4087358
5907,-328.7123231,-531.4087358
5908,-328.7123231,-531.4087358
5909,-328.7123231,-531.4087358
5910,-328.7123231,-531.4087358
5911,-328.7123231,-531.4087358
5912,-328.7123231,-531.4087358
5913,-328.7123231,-531.4087358
5914,-328.7123231,-531.4087358
5915,-328.7123231,-531.4087358
5916,-328.7123231,-531.4087358
5917,-328.7123231,-531.4087358
5918,-328.7123231,-531.4087358
5919,-328.7123231,-531.4087358
5920,-328.7123231,-531.4087358
5921,-328.7123231,-531.4087358
5922,-328.7123231,-531.4087358
5923,-328.7123231,-531.4087358
5924,-328.7123231,-531.4087358
5925,-328.7123231,-531.4087358
5926,-328.7123231,-531.4087358
5927,-328.7123231,-531.4087358
5928,-328.7123231,-531.4087358
5929,-328.7123231,-531.4087358
5930,-330.2337589,-531.4087358
5931,-324.2357919,-531.4087358
5932,-324.2358088,-531.4087358
5933,-324.2358089,-531.4087358
5934,-324.2358089,-531.4087358
5935,-324.2358089,-531.4087358
5936,-324.2358089,-531.4087358
5937,-324.2358089,-531.4087358
5938,-324.2358089,-531.4087358
5939,-324.2358089,-531.4087358
5940,-324.2358089,-531.4087358
5941,-324.2358089,-531.4087358
5942,-324.2358089,-531.4087358
5943,-324.2358089,-531.4087358
5944,-324.2358089,-531.4087358
5945,-481.0730967,-531.4087358
5946,-470.8820603,-531.4087358
5947,-446.8814018,-531.4087358
5948,-446.8813917,-531.4087358
5949,-609.533131,-531.4087358
5950,-595.5344144,-531.4087358
5951,-595.534416,-531.4087358
5952,-595.534416,-531.4087358
5953,-595.534416,-531.4087358
5954,-595.534416,-531.4087358
5955,-596.9967959,-531.4087358
5956,-594.997765,-531.4087358
5957,-594.9977649,-531.4087358
5958,-594.9977649,-531.4087358
5959,-594.9977649,-531.4087358
5960,-594.9977649,-531.4087358
5961,-595.4104626,-531.4087358
5962,-595.4105434,-531.4087358
5963,-595.410544,-531.4087358
5964,-595.410544,-531.4087358
5965,-595.410544,-531.4087358
5966,-599.1445619,-531.4087358
5967,-594.1445871,-531.4087358
5968,-594.144587,-531.4087358
5969,-594.144587,-531.4087358
5970,-594.144587,-531.4087358
5971,-594.144587,-531.4087358
5972,-594.144587,-531.4087358
5973,-594.144587,-531.4087358
5974,-594.144587,-531.4087358
5975,-594.144587,-531.4087358
5976,-594.144587,-531.4087358
5977,-594.144587,-531.4087358
5978,-594.144587,-531.4087358
5979,-594.144587,-531.4087358
5980,-596.0911007,-531.4087358
5981,-594.091069,-524.1548581
5982,-594.091069,-533.9084595
5983,-594.091069,-524.1548581
5984,-594.091069,-533.9084595
5985,-594.091069,-524.1548581
5986,-594.091069,-521.6545598
5987,-594.091069,-521.6545589
5988,-594.091069,-521.6545589
5989,-594.091069,-521.6545589
5990,-594.091069,-521.6545589
5991,-594.091069,-521.6545589
5992,-594.091069,-521.6545589
5993,-594.091069,-521.6545589
5994,-594.091069,-579.4198245
5995,-594.091069,-570.919496
5996,-594.091069,-570.9194946
5997,-594.091069,-570.9194946
5998,-594.091069,-570.9194946
5999,-594.091069,-570.9194946
6000,-656.1970984,-570.9194946
6001,-461.9152954,-534.8056436
6002,-116.2275637,-73.20580522
6003,-116.2296188,-433.2130723
6004,-116.2296275,-430.2112183
6005,-116.2296275,-430.2112038
6006,-116.2296275,-430.2112037
6007,-116.2296275,-430.2112037
6008,-116.2296275,-430.2112037
6009,-116.2296275,-430.2112037
6010,-116.2296275,-430.2112037
6011,-116.2296275,-430.2112037
6012,-116.2296275,-430.2112037
6013,-116.2296275,-430.2112037
6014,-116.2296275,-433.3196031
6015,-116.2296275,-430.3188635
6016,-116.2296275,-430.3188594
6017,-211.9560499,-430.3188593
6018,-211.9561119,-430.3188593
6019,-211.9561128,-430.3188593
6020,-211.9561128,-430.3188593
6021,-211.9561128,-430.3188593
6022,-211.9561128,-430.3188593
6023,-211.9561128,-430.3188593
6024,-211.9561128,-430.3188593
6025,-211.9561128,-430.3188593
6026,-211.9561128,-430.3188593
6027,-211.9561128,-430.3188593
6028,-211.9561128,-430.3188593
6029,-211.9561128,-430.3188593
6030,-211.9561128,-430.3188593
6031,-211.9561128,-430.3188593
6032,-211.9561128,-430.3188593
6033,-211.9561128,-430.3188593
6034,-248.2084388,-430.3188593
6035,-232.2082856,-430.3188593
6036,-232.2082846,-430.3188593
6037,-232.2082846,-430.3188593
6038,-232.2082846,-430.3188593
6039,-232.2082846,-430.3188593
6040,-232.2082846,-430.3188593
6041,-232.2082846,-430.3188593
6042,-232.2082846,-430.3188593
6043,-232.2082846,-430.3188593
6044,-232.2082846,-430.3188593
6045,-232.2082846,-430.3188593
6046,-232.2082846,-430.3188593
6047,-119.1528329,-430.3188593
6048,-180.0220713,-430.3188593
6049,-177.01947,-430.3188593
6050,-177.0194308,-430.3188593
6051,-177.0194305,-430.3188593
6052,-177.0194305,-430.3188593
6053,-177.0194305,-430.3188593
6054,-177.0194305,-430.3188593
6055,-177.0194305,-430.3188593
6056,-212.3980428,-430.3188593
6057,-199.3969838,-430.3188593
6058,-197.3970949,-430.3188593
6059,-197.3970969,-430.3188593
6060,-197.3970969,-430.3188593
6061,-197.3970969,-430.3188593
6062,-197.3970969,-430.3188593
6063,-959.6543137,-430.3188593
6064,-969.8654834,-430.3188593
6065,-891.2068766,-430.3188593
6066,-888.206898,-430.3188593
6067,-888.2068979,-430.3188593
6068,-888.2068979,-430.3188593
6069,-888.2068979,-2467.568702
6070,-888.2068979,-2826.914368
6071,-888.2068979,-118.893933
6072,-890.1632254,-420.6918866
6073,-888.1633482,-419.1918782
6074,-888.1633484,-419.1918698
6075,-888.1633484,-419.1918697
6076,-888.1633484,-419.1918697
6077,-888.1633484,-419.1918697
6078,-888.1633484,-419.1918697
6079,-888.1633484,-419.1918697
6080,-888.1633484,-419.1918697
6081,-888.1633484,-419.1918697
6082,-888.1633484,-419.1918697
6083,-888.1633484,-419.1918697
6084,-888.1633484,-419.1918697
6085,-888.1633484,-419.1918697
6086,-888.1633484,-419.1918697
6087,-888.1633484,-419.1918697
6088,-888.1633484,-419.1918697
6089,-888.1633484,-419.1918697
6090,-888.1633484,-419.1918697
6091,-888.1633484,-419.1918697
6092,-888.1633484,-419.1918697
6093,-888.1633484,-419.1918697
6094,-888.1633484,-419.1918697
6095,-888.1633484,-419.1918697
6096,-933.3919542,-419.1918697
6097,-915.4364356,-466.9392105
6098,-913.4362855,-458.9395332
6099,-913.4362854,-458.9395354
6100,-913.4362854,-458.9395354
6101,-913.4362854,-111.7368372
6102,-913.4362854,-109.7377056
6103,-913.4362854,-109.7377088
6104,-913.4362854,-109.7377088
6105,-913.4362854,-109.7377088
6106,-913.4362854,-109.7377088
6107,-913.4362854,-109.7377088
6108,-913.4362854,-109.7377088
6109,-913.4362854,-109.7377088
6110,-913.4362854,-109.7377088
6111,-910.0154979,-109.7377088
6112,-907.0152397,-109.7377088
6113,-916.4361295,-426.8517359
6114,-913.4362871,-2818.015966
6115,-913.4362854,-488.8806802
6116,-913.4362854,-467.4399522
6117,-898.3703787,-422.7856891
6118,-893.3707739,-465.0502961
6119,-893.3707751,-458.5508026
6120,-893.3707751,-458.5508063
6121,-893.3707751,-458.5508064
6122,-893.3707751,-458.5508064
6123,-893.3707751,-458.5508064
6124,-893.3707751,-458.5508064
6125,-820.7989422,-458.5508064
6126,-798.7998798,-458.5508064
6127,-795.7999593,-458.5508064
6128,-795.7999596,-458.5508064
6129,-795.7999596,-458.5508064
6130,-795.7999596,-458.5508064
6131,-795.7999596,-458.5508064
6132,-795.7999596,-458.5508064
6133,-795.7999596,-458.5508064
6134,-927.0163353,-458.5508064
6135,-808.8000817,-458.5508064
6136,-795.7999609,-458.5508064
6137,-813.3705763,-458.5508064
6138,-799.3706193,-462.220233
6139,-799.3706187,-425.4550012
6140,-799.3706187,-418.9543227
6141,-799.3706187,-418.9543177
6142,-799.3706187,-418.9543177
6143,-799.3706187,-418.9543177
6144,-799.3706187,-418.9543177
6145,-799.3706187,-418.9543177
6146,-799.3706187,-418.9543177
6147,-808.1883435,-418.9543177
6148,-804.3704869,-418.9543177
6149,-799.3706174,-465.220288
6150,-799.3706187,-458.7207795
6151,-799.3706187,-458.7207832
6152,-799.3706187,-458.7207832
6153,-799.3706187,-458.7207832
6154,-799.3706187,-458.7207832
6155,-799.3706187,-458.7207832
6156,-799.3706187,-458.7207832
6157,-804.0988616,-458.7207832
6158,-787.0989321,-458.7207832
6159,-787.0989323,-458.7207832
6160,-787.0989323,-458.7207832
6161,-787.0989323,-458.7207832
6162,-787.0989323,-458.7207832
6163,-787.0989323,-458.7207832
6164,-787.0989323,-458.7207832
6165,-787.0989323,-458.7207832
6166,-787.0989323,-458.7207832
6167,-787.0989323,-458.7207832
6168,-924.3525917,-458.7207832
6169,-811.0990509,-458.7207832
6170,-787.0989338,-458.7207832
6171,-787.0989323,-458.7207832
6172,-787.0989323,-458.7207832
6173,-822.5496556,-458.7207832
6174,-872.890427,-458.7207832
6175,-804.5497211,-458.7207832
6176,-872.890427,-458.7207832
6177,-804.5497211,-458.7207832
6178,-872.890427,-458.7207832
6179,-913.6721215,-458.7207832
6180,-884.6721111,-458.7207832
6181,-817.3230276,-458.7207832
6182,-889.6719486,-458.7207832
6183,-817.3230276,-458.7207832
6184,-889.6719486,-438.5624988
6185,-817.3230276,-468.2206961
6186,-889.6719486,-850.8683244
6187,-817.3230276,-849.3679547
6188,-889.6719486,-849.3679537
6189,-817.3230276,-849.3679537
6190,-812.3229059,-849.3679537
6191,-812.3229047,-849.3679537
6192,-812.3229047,-849.3679537
6193,-812.3229047,-849.3679537
6194,-812.3229047,-2746.139074
6195,-812.3229047,-2742.639064
6196,-823.6589513,-2742.639064
6197,-822.9327137,-2742.639064
6198,-813.5925528,-2742.639064
6199,-825.9328703,-2742.639064
6200,-811.9323635,-2742.639064
6201,-811.9323636,-2742.639064
6202,-811.9323636,-2742.639064
6203,-811.9323636,-2742.639064
6204,-811.9323636,-2742.639064
6205,-811.9323636,-2742.639064
6206,-811.9323636,-2793.432729
6207,-811.9323636,-2782.932727
6208,-811.9323636,-2782.932727
6209,-811.9323636,-2789.518301
6210,-811.9323636,-2785.018301
6211,-811.9323636,-2785.018301
6212,-811.9323636,-2785.018301
6213,-811.9323636,-2785.018301
6214,-811.9323636,-2785.018301
6215,-811.9323636,-2785.018301
6216,-811.9323636,-2785.018301
6217,-836.9426937,-2785.018301
6218,-831.9425924,-2785.018301
6219,-831.942592,-2793.701451
6220,-831.942592,-2787.701448
6221,-831.942592,-2787.701448
6222,-831.942592,-2787.701448
6223,-831.942592,-2787.701448
6224,-831.942592,-2787.701448
6225,-831.942592,-2792.867405
6226,-831.942592,-2783.867406
6227,-831.942592,-2783.867406
6228,-831.942592,-2783.867406
6229,-835.0295414,-2830.587358
6230,-832.029547,-2824.087357
6231,-832.0295472,-2824.087357
6232,-832.0295472,-2824.087357
6233,-832.0295472,-2824.087357
6234,-832.0295472,-2824.087357
6235,-832.0295472,-2824.087357
6236,-832.0295472,-2824.087357
6237,-832.0295472,-2824.087357
6238,-832.0295472,-2824.087357
6239,-832.0295472,-2824.087357
6240,-832.0295472,-2824.087357
6241,-832.0295472,-2824.087357
6242,-832.0295472,-2824.087357
6243,-832.0295472,-2824.087357
6244,-832.0295472,-2824.087357
6245,-832.0295472,-2824.109981
6246,-832.0295472,-2824.10998
6247,-832.0295472,-2824.10998
6248,-832.0295472,-2824.10998
6249,-832.0295472,-2824.10998
6250,-832.0295472,-2824.10998
6251,-832.0295472,-2824.10998
6252,-832.0295472,-2824.10998
6253,-832.0295472,-2824.10998
6254,-832.0295472,-2824.10998
6255,-832.0295472,-2824.10998
6256,-832.0295472,-2824.10998
6257,-832.0295472,-2824.10998
6258,-832.0295472,-2824.10998
6259,-832.0295472,-2824.10998
6260,-832.0295472,-2824.10998
6261,-832.0295472,-2824.10998
6262,-832.0295472,-2824.10998
6263,-832.0295472,-2824.10998
6264,-832.0295472,-2824.10998
6265,-832.0295472,-2824.10998
6266,-832.0295472,-2824.10998
6267,-832.0295472,-2824.10998
6268,-832.0295472,-2824.10998
6269,-832.0295472,-2824.10998
6270,-832.0295472,-2824.10998
6271,-832.0295472,-2824.10998
6272,-832.0295472,-2824.10998
6273,-832.0295472,-2824.10998
6274,-832.0295472,-2824.10998
6275,-832.0295472,-2824.10998
6276,-832.0295472,-2824.10998
6277,-690.0038822,-2790.389751
6278,-681.158417,-2783.889929
6279,-676.1589359,-2783.889929
6280,-676.1589387,-2783.889929
6281,-676.1589387,-2783.889929
6282,-676.1589387,-2783.889929
6283,-676.1589387,-2829.698045
6284,-680.0128615,-911.6597036
6285,-676.0125319,-900.6594441
6286,-676.0125282,-900.6594436
6287,-676.0125282,-900.6594436
6288,-676.0125282,-900.6594436
6289,-677.9512436,-900.6594436
6290,-675.9511046,-900.6594436
6291,-675.9511038,-900.6594436
6292,-675.9511038,-531.4614349
6293,-675.9511038,-529.9632757
6294,-675.9511038,-472.1670625
6295,-675.9511038,-117.3932138
6296,-675.9511038,-109.3924165
6297,-675.9511038,-109.3924026
6298,-675.9511038,-109.3924025
6299,-675.9511038,-109.3924025
6300,-675.9511038,-109.3924025
6301,-675.9511038,-109.3924025
6302,-675.9511038,-109.3924025
6303,-675.9511038,-109.3924025
6304,-675.9511038,-109.3924025
6305,-675.9511038,-109.3924025
6306,-675.9511038,-109.3924025
6307,-675.9511038,-109.3924025
6308,-675.9511038,-109.3924025
6309,-675.9511038,-109.3924025
6310,-675.9511038,-109.3924025
6311,-841.4620882,-109.3924025
6312,-834.4619386,-109.3924025
6313,-834.4619379,-109.3924025
6314,-834.4619379,-109.3924025
6315,-834.4619379,-164.4070043
6316,-834.4619379,-159.4071235
6317,-834.4619379,-159.4071279
6318,-834.4619379,-522.6771485
6319,-834.4619379,-520.3992667
6320,-834.4619379,-518.3986295
6321,-834.4619379,-518.3986261
6322,-1007.06095,-518.3986261
6323,-1008.280495,-518.3986261
6324,-1004.280662,-518.3986261
6325,-1004.280662,-518.3986261
6326,-1004.280662,-529.8023303
6327,-1004.280662,-518.3018032
6328,-1004.280662,-518.3017991
6329,-1004.280662,-518.301799
6330,-1004.280662,-518.301799
6331,-1004.280662,-518.301799
6332,-1004.280662,-518.301799
6333,-1004.280662,-518.301799
6334,-1004.280662,-518.301799
6335,-1004.280662,-2376.168633
6336,-1004.280662,-2370.16849
6337,-1004.280662,-2370.16849
6338,-1004.280662,-2370.16849
6339,-1004.280662,-2370.16849
6340,-1004.280662,-2370.16849
6341,-1004.280662,-2370.16849
6342,-1004.280662,-2370.16849
6343,-1004.280662,-2370.16849
6344,-1004.280662,-2370.16849
6345,-1004.280662,-2370.16849
6346,-1004.280662,-2370.16849
6347,-1004.280662,-2370.16849
6348,-1004.280662,-2370.16849
6349,-1004.280662,-2370.16849
6350,-1004.280662,-2370.16849
6351,-1004.280662,-2370.16849
6352,-1004.280662,-2370.16849
6353,-1004.280662,-2371.168636
6354,-1004.280662,-523.1721052
6355,-1004.280662,-532.7187306
6356,-1004.280662,-162.3983673
6357,-273.0788672,-159.3982455
6358,-267.0807964,-159.3982649
6359,-139.1538087,-159.3982651
6360,-123.9339212,-159.3982651
6361,-120.9347599,-159.3982651
6362,-120.9347657,-159.3982651
6363,-120.9347658,-159.3982651
6364,-120.9347658,-159.3982651
6365,-120.9347658,-159.3982651
6366,-120.9347658,-159.3982651
6367,-120.9347658,-159.3982651
6368,-120.9347658,-159.3982651
6369,-120.9347658,-159.3982651
6370,-120.9347658,-159.3982651
6371,-120.9347658,-159.3982651
6372,-120.9347658,-159.3982651
6373,-120.9347658,-159.3982651
6374,-120.9347658,-159.3982651
6375,-120.9347658,-159.3982651
6376,-120.9347658,-159.3982651
6377,-120.9347658,-159.3982651
6378,-120.9347658,-159.3982651
6379,-120.9347658,-159.3982651
6380,-120.9347658,-159.3982651
6381,-126.310652,-159.3982651
6382,-121.3091422,-159.3982651
6383,-121.3091317,-159.3982651
6384,-121.3091317,-162.4669767
6385,-129.6631504,-158.9680435
6386,-121.6625226,-158.9680491
6387,-121.6625078,-158.9680491
6388,-121.6625076,-158.9680491
6389,-121.6625076,-158.9680491
6390,-121.6625076,-158.9680491
6391,-121.6625076,-158.9680491
6392,-121.6625076,-158.9680491
6393,-121.6625076,-158.9680491
6394,-121.6625076,-158.9680491
6395,-121.6625076,-158.9680491
6396,-121.6625076,-158.9680491
6397,-121.6625076,-158.9680491
6398,-150.7289632,-158.9680491
6399,-141.7290462,-158.9680491
6400,-141.729051,-158.9680491
6401,-141.7290511,-158.9680491
6402,-141.7290511,-158.9680491
6403,-141.7290511,-158.9680491
6404,-141.7290511,-158.9680491
6405,-141.7290511,-158.9680491
6406,-141.7290511,-158.9680491
