Timestep,P0,P1,P2,P3
4796,-928.5942082,-189.8017938,-808.9182224,-547.4618417
4797,-928.5942082,-185.7922968,-808.9182224,-547.4283145
4798,-928.5942082,-185.7921544,-808.9182224,-547.4276459
4799,-928.5942082,-185.7921523,-808.9182224,-547.4275447
4800,-928.5942082,-185.7921523,-808.9182224,-547.427542
4801,-1258.297516,-185.7921523,-853.5848355,-547.427542
4802,-1257.299276,-185.7921523,-848.5856941,-547.427542
4803,-1257.299278,-185.7921523,-848.5857076,-547.427542
4804,-1257.299278,-348.3188229,-848.5857079,-547.427542
4805,-1257.299278,-344.8196026,-848.5857079,-547.427542
4806,-1257.299278,-344.8196147,-848.5857079,-547.427542
4807,-1257.299278,-344.819615,-848.5857079,-547.427542
4808,-1257.299278,-344.819615,-848.5857079,-547.427542
4809,-1257.299278,-344.819615,-848.5857079,-547.427542
4810,-1257.299278,-344.819615,-848.5857079,-547.427542
4811,-1257.299278,-344.819615,-848.5857079,-547.427542
4812,-1257.299278,-344.819615,-848.5857079,-547.427542
4813,-1257.299278,-344.819615,-848.5857079,-547.427542
4814,-1257.299278,-344.819615,-848.5857079,-547.427542
4815,-1257.299278,-344.819615,-848.5857079,-547.427542
4816,-1257.299278,-344.819615,-848.5857079,-547.427542
4817,-1257.299278,-344.819615,-888.580345,-547.427542
4818,-1257.299278,-344.819615,-558.9769488,-547.427542
4819,-1257.299278,-344.819615,-551.4741601,-547.427542
4820,-1258.704203,-344.819615,-551.4741203,-547.427542
4821,-1257.204133,-344.819615,-551.4741197,-547.427542
4822,-1257.204134,-344.819615,-551.4741197,-547.427542
4823,-1257.204134,-344.819615,-551.4741197,-550.1761536
4824,-1257.204134,-344.819615,-551.4741197,-547.172789
4825,-1258.611496,-344.819615,-551.4741197,-547.1727347
4826,-1260.831365,-344.819615,-551.4741197,-547.1727338
4827,-1307.869005,-344.819615,-601.8985405,-547.1727338
4828,-1311.148695,-344.819615,-234.1036358,-547.1727338
4829,-1307.648439,-186.903828,-225.1013659,-547.1727338
4830,-1307.648441,-185.4011992,-225.1012557,-547.1727338
4831,-1307.648441,-185.4011636,-225.1012535,-547.1727338
4832,-1329.029218,-185.4011633,-225.1012535,-547.1727338
4833,-1327.529038,-185.4011633,-225.1012535,-547.1727338
4834,-1327.529038,-185.4011633,-225.1012535,-547.1727338
4835,-1327.529038,-185.4011633,-225.1012535,-547.1727338
4836,-1327.529038,-185.4011633,-225.1012535,-547.1727338
4837,-1327.529038,-185.4011633,-225.1012535,-547.1727338
4838,-1287.29379,-185.4011633,-225.1012535,-547.1727338
4839,-1277.793672,-186.4772447,-225.1012535,-547.1727338
4840,-1277.793672,-185.476829,-225.1012535,-547.1727338
4841,-1277.793672,-185.4768238,-225.1012535,-547.1727338
4842,-1277.793672,-185.4768237,-225.1012535,-547.1727338
4843,-1277.793672,-185.4768237,-225.1012535,-547.1727338
4844,-1277.793672,-185.4768237,-225.1012535,-547.1727338
4845,-1277.793672,-185.4768237,-225.1012535,-547.1727338
4846,-1277.793672,-185.4768237,-566.4517459,-547.1727338
4847,-1277.793672,-185.4768237,-562.9524558,-547.1727338
4848,-1277.793672,-185.4768237,-562.9524515,-547.1727338
4849,-1277.793672,-185.4768237,-562.9524514,-547.1727338
4850,-1277.793672,-185.4768237,-562.9524514,-558.9388223
4851,-1277.793672,-185.4768237,-562.9524514,-244.0674671
4852,-1277.793672,-185.4768237,-562.9524514,-236.6637184
4853,-1277.793672,-185.4768237,-562.9524514,-238.9150318
4854,-1277.793672,-185.4768237,-562.9524514,-234.9132538
4855,-1277.793672,-185.4768237,-562.9524514,-234.9131827
4856,-1277.793672,-185.4768237,-562.9524514,-234.9131806
4857,-1277.793672,-185.4768237,-562.9524514,-234.9131806
4858,-1277.793672,-185.4768237,-562.9524514,-234.9131806
4859,-1277.793672,-185.4768237,-562.9524514,-234.9131806
4860,-1277.793672,-185.4768237,-562.9524514,-234.9131806
4861,-1277.793672,-185.4768237,-562.9524514,-234.9131806
4862,-1277.793672,-185.4768237,-562.9524514,-234.9131806
4863,-1277.793672,-185.4768237,-562.9524514,-234.9131806
4864,-1277.793672,-185.4768237,-562.9524514,-234.9131806
4865,-1277.793672,-185.4768237,-616.1837778,-234.9131806
4866,-1277.793672,-185.4768237,-612.6841821,-234.9131806
4867,-1277.793672,-185.4768237,-612.6841873,-234.9131806
4868,-1277.793672,-185.4768237,-612.6841874,-234.9131806
4869,-1277.793672,-185.4768237,-582.9699799,-234.9131806
4870,-1277.793672,-185.4768237,-582.9720315,-234.9131806
4871,-1277.793672,-185.4768237,-582.9720564,-238.1855495
4872,-1277.793672,-185.4768237,-582.9720566,-238.4147937
4873,-1277.793672,-185.4768237,-582.9720566,-234.9132445
4874,-1277.793672,-185.4768237,-582.9720566,-234.9131824
4875,-1277.793672,-185.4768237,-582.9720566,-234.9131806
4876,-1277.793672,-185.4768237,-582.9720566,-234.9131806
4877,-1277.793672,-185.4768237,-582.9720566,-234.9131806
4878,-1277.793672,-185.4768237,-582.9720566,-234.9131806
4879,-1277.793672,-185.4768237,-582.9720566,-234.9131806
4880,-1277.793672,-185.4768237,-582.9292777,-234.9131806
4881,-1269.611646,-185.4768237,-582.9288343,-234.9131806
4882,-1267.611536,-185.4768237,-582.9288292,-234.9131806
4883,-1267.611535,-185.4768237,-582.9288292,-234.9131806
4884,-1267.611535,-191.3845045,-582.9288292,-234.9131806
4885,-1267.611535,-185.8872031,-582.9288292,-234.9131806
4886,-1267.611535,-185.887327,-582.9288292,-234.9131806
4887,-1267.611535,-185.8873296,-582.9288292,-234.9131806
4888,-1267.611535,-185.8873297,-582.9288292,-234.9131806
4889,-922.704029,-185.8873297,-582.9288292,-234.9131806
4890,-918.7013472,-185.8873297,-582.9288292,-234.9131806
4891,-918.7013168,-185.8873297,-582.9288292,-234.9131806
4892,-918.7013164,-185.8873297,-582.9288292,-234.9131806
4893,-918.7013164,-185.8873297,-642.6681404,-234.9131806
4894,-918.7013164,-185.8873297,-2886.645982,-234.9131806
4895,-918.7013164,-185.8873297,-660.9094804,-234.9131806
4896,-918.7013164,-185.8873297,-318.0432632,-234.9131806
4897,-878.334171,-185.8873297,-314.5391645,-237.7262128
4898,-869.3340772,-185.8873297,-314.5391906,-234.7243436
4899,-869.3340769,-185.8873297,-314.5391919,-234.7242728
4900,-869.3340769,-2852.452331,-314.5391919,-234.7242714
4901,-869.3340769,-602.3433493,-314.5391919,-246.9630164
4902,-869.3340769,-593.8367583,-314.5391919,-234.9634098
4903,-869.3340769,-593.8366862,-314.5391919,-234.9634722
4904,-869.3340769,-593.8366854,-314.5391919,-234.9634737
4905,-869.3340769,-593.8366854,-2853.962927,-234.9634737
4906,-869.3340769,-593.8366854,-321.5410562,-234.9634737
4907,-869.3340769,-593.8366854,-1891.316963,-234.9634737
4908,-869.3340769,-593.8366854,-1886.314656,-234.9634737
4909,-869.3340769,-593.8366854,-1886.314641,-234.9634737
4910,-599.8660448,-593.8366854,-1886.314641,-234.9634737
4911,-598.8665298,-593.8366854,-1886.314641,-234.9634737
4912,-598.8665109,-593.8366854,-1886.314641,-234.9634737
4913,-598.8665105,-593.8366854,-1886.314641,-234.9634737
4914,-598.8665105,-593.8366854,-1886.314641,-234.9634737
4915,-598.8665105,-593.8366854,-1886.314641,-234.9634737
4916,-598.8665105,-593.8366854,-1886.314641,-234.9634737
4917,-598.8665105,-593.8366854,-1886.314641,-207.9128772
4918,-598.8665105,-593.8366854,-1886.314641,-195.9131026
4919,-598.8665105,-593.8366854,-1886.314641,-195.9131041
4920,-598.8665105,-593.8366854,-1886.314641,-195.913104
4921,-383.082429,-593.8366854,-1886.314641,-195.913104
4922,-375.5745802,-593.8366854,-1886.314641,-195.913104
4923,-375.5744564,-598.5986338,-1886.314641,-195.913104
4924,-375.5744547,-594.0973244,-1886.314641,-195.913104
4925,-375.5744547,-594.0973118,-1886.314641,-195.913104
4926,-375.5744547,-594.0973117,-1886.314641,-195.913104
4927,-375.5744547,-594.0973117,-1886.314641,-195.913104
4928,-375.5744547,-594.0973117,-1886.314641,-195.913104
4929,-375.5744547,-594.0973117,-1886.314641,-195.913104
4930,-179.6425976,-594.0973117,-1886.314641,-195.913104
4931,-175.144246,-594.0973117,-1886.314641,-195.913104
4932,-175.1443158,-594.0973117,-1886.314641,-195.913104
4933,-175.1443178,-594.0973117,-1886.314641,-195.8689924
4934,-175.1443179,-594.0973117,-1886.314641,-195.8704715
4935,-175.1443179,-594.0973117,-1886.314641,-195.8705177
4936,-175.1443179,-594.0973117,-1886.314641,-195.8705193
4937,-567.3723026,-594.0973117,-1886.314641,-195.8705193
4938,-562.8723972,-594.0973117,-1886.314641,-197.7209882
4939,-562.8724068,-594.0973117,-1886.314641,-197.8714735
4940,-562.872407,-594.0973117,-1886.314641,-195.8705567
4941,-562.872407,-594.0973117,-1886.314641,-195.8705203
4942,-562.872407,-594.0973117,-1886.314641,-195.8705193
4943,-224.5598476,-594.0973117,-1886.314641,-195.8705193
4944,-216.0582382,-594.0973117,-1886.314641,-195.8705193
4945,-216.0582224,-594.0973117,-1890.809403,-195.8705193
4946,-216.0582224,-594.0973117,-1886.308889,-195.8705193
4947,-216.0582224,-594.0973117,-1886.308884,-195.8705193
4948,-216.0582224,-594.0973117,-1886.308884,-195.8705193
4949,-216.0582224,-594.0973117,-1886.272895,-195.8705193
4950,-216.0582224,-594.0973117,-1886.2731,-195.8705193
4951,-216.0582224,-594.0973117,-1886.2731,-195.8705193
4952,-216.0582224,-594.0973117,-1886.2731,-199.5941523
4953,-216.0582224,-594.0973117,-1886.2731,-199.3728214
4954,-216.0582224,-594.0973117,-1886.2731,-195.8706054
4955,-216.0582224,-594.0973117,-1580.631483,-195.870521
4956,-216.0582224,-594.0973117,-1575.130402,-195.8705193
4957,-566.4554693,-594.0973117,-1575.130384,-195.8705193
4958,-565.4406372,-594.0973117,-1575.130384,-195.8705193
4959,-565.4405733,-594.0973117,-1575.130384,-195.8705193
4960,-565.4405732,-594.0973117,-1575.130384,-195.8705193
4961,-565.4405732,-594.0973117,-1575.130384,-195.8705193
4962,-565.4405732,-594.0973117,-1935.783435,-195.8705193
4963,-565.4405732,-594.0973117,-881.5723433,-1789.18434
4964,-565.4405732,-594.0973117,-878.075903,-1785.686756
4965,-565.4405732,-594.0973117,-878.0759381,-209.0589019
4966,-565.4405732,-594.0973117,-878.0759384,-207.7938559
4967,-565.4405732,-986.1794647,-878.0759384,-204.2952148
4968,-565.4405732,-980.6789604,-878.0759384,-204.295269
4969,-565.4405732,-1295.365043,-878.0759384,-204.2952705
4970,-565.4405732,-986.1814162,-878.0759384,-204.2952705
4971,-565.4405732,-980.6789768,-878.0759384,-204.2952705
4972,-565.4405732,-980.6789543,-878.0759384,-204.2952705
4973,-565.4405732,-980.6789541,-878.0759384,-204.2952705
4974,-565.4405732,-980.6789541,-878.0759384,-204.2952705
4975,-565.4405732,-980.6789541,-1372.021714,-204.2952705
4976,-565.4405732,-980.6789541,-880.0738756,-204.2952705
4977,-565.4405732,-980.6789541,-878.0759182,-204.2952705
4978,-565.4405732,-980.6789541,-878.0759382,-204.2952705
4979,-565.4405732,-980.0139102,-878.0759384,-204.2952705
4980,-2890.914198,-978.0154128,-878.0759384,-204.2952705
4981,-575.944903,-978.0154285,-878.0759384,-204.2952705
4982,-565.4406065,-978.0154286,-878.0759384,-204.2952705
4983,-565.4405736,-978.0154286,-878.0759384,-204.2952705
4984,-569.9444774,-978.0154286,-878.0759384,-204.2952705
4985,-217.0407989,-978.0154286,-878.0759384,-204.2952705
4986,-216.0636532,-978.0154286,-878.0759384,-204.2952705
4987,-216.0637963,-978.0154286,-878.0759384,-204.2952705
4988,-216.0637972,-978.0154286,-878.0759384,-204.2952705
4989,-216.0637972,-978.0154286,-878.0759384,-204.2952705
4990,-216.0637972,-978.0154286,-878.0759384,-204.2952705
4991,-216.0637972,-978.0154286,-878.0759384,-204.2952705
4992,-216.0637972,-978.0154286,-878.0759384,-204.2952705
4993,-216.0637972,-978.0154286,-878.0759384,-204.2952705
4994,-216.0637972,-978.0154286,-878.0759384,-204.2952705
4995,-216.0637972,-978.0154286,-878.0759384,-204.2952705
4996,-216.0637972,-978.0154286,-878.0759384,-204.2952705
4997,-216.0637972,-978.0154286,-878.0759384,-204.2952705
4998,-216.0637972,-978.0154286,-878.0759384,-204.2952705
4999,-216.0637972,-978.0154286,-878.0759384,-204.2952705
5000,-216.0637972,-978.0154286,-878.0759384,-204.2952705
5001,-216.0637972,-978.0154286,-878.0759384,-204.2952705
5002,-134.2753293,-713.6793201,-134.2753293,-154.4095561
5003,-132.280184,-713.6831784,-134.7832016,-210.0025831
5004,-135.4995291,-713.6832191,-132.2831502,-203.0256399
5005,-132.5008092,-707.4633382,-132.2831356,-203.024331
5006,-132.5008585,-703.9598182,-132.2831352,-203.024318
5007,-132.5008594,-703.9597786,-132.2831352,-203.0243178
5008,-132.5008594,-703.9597782,-132.2831352,-203.0243178
5009,-132.5008594,-703.9597782,-132.2831352,-203.0243178
5010,-132.5008594,-703.9597782,-132.2831352,-203.0243178
5011,-132.5008594,-703.9597782,-132.2831352,-203.0243178
5012,-132.5008594,-703.9597782,-132.2831352,-203.0243178
5013,-132.5008594,-703.9597782,-132.2831352,-203.0243178
5014,-132.5008594,-703.9597782,-132.2831352,-203.0243178
5015,-132.5008594,-703.9597782,-132.2831352,-203.0243178
5016,-132.5008594,-703.9597782,-132.2831352,-203.0243178
5017,-132.5008594,-703.9597782,-132.2831352,-203.0243178
5018,-132.5008594,-703.9597782,-132.2831352,-203.0243178
5019,-132.5008594,-703.9597782,-132.2831352,-203.0243178
5020,-132.5008594,-703.9597782,-132.2831352,-203.0243178
5021,-132.5008594,-703.9597782,-132.2831352,-203.0243178
5022,-132.5008594,-703.9597782,-132.2831352,-203.0243178
5023,-226.257692,-703.9597782,-132.2831352,-203.0243178
5024,-222.2580541,-703.9597782,-132.2831352,-203.0243178
5025,-222.2580916,-703.9597782,-132.2831352,-203.0243178
5026,-222.2580927,-703.9597782,-132.2831352,-203.0243178
5027,-222.2580927,-703.9597782,-132.2831352,-203.0243178
5028,-222.2580927,-703.9597782,-132.2831352,-203.0243178
5029,-222.2580927,-703.9597782,-132.2831352,-203.0243178
5030,-207.5897122,-703.9597782,-132.2831352,-203.0243178
5031,-203.0808103,-703.9597782,-132.2831352,-203.0243178
5032,-203.0806907,-703.9597782,-132.2831352,-203.0243178
5033,-405.6045309,-703.9597782,-132.2831352,-203.0243178
5034,-403.6026016,-718.6534823,-132.2831352,-203.0243178
5035,-403.6025836,-714.1556062,-132.2831352,-203.0243178
5036,-403.6025834,-714.1556706,-132.2831352,-203.0243178
5037,-403.6025834,-714.1556717,-132.2831352,-203.0243178
5038,-403.6025834,-714.1556717,-132.2831352,-203.0243178
5039,-403.6025834,-717.3447181,-132.2831352,-203.0243178
5040,-403.6025834,-714.3444981,-132.2831352,-203.0243178
5041,-403.6025834,-714.3445005,-132.2831352,-203.0243178
5042,-403.6025834,-714.3445005,-176.4906779,-203.0243178
5043,-403.6025834,-714.3445005,-171.9910087,-203.0243178
5044,-403.6025834,-714.3445005,-171.991013,-475.1690909
5045,-403.6025834,-714.3445005,-171.9910131,-472.6624575
5046,-403.6025834,-714.3445005,-171.9910131,-2868.124013
5047,-403.6025834,-714.3445005,-171.9910131,-482.1654709
5048,-403.6025834,-714.3445005,-171.9910131,-812.7050668
5049,-403.6025834,-714.3445005,-171.9910131,-810.7052571
5050,-403.6025834,-714.3445005,-535.974223,-810.7052538
5051,-403.6025834,-714.3445005,-528.4701834,-810.7052537
5052,-403.6025834,-714.3445005,-528.4701171,-810.7052537
5053,-403.6025834,-769.1088806,-180.0221028,-810.7052537
5054,-403.6025834,-764.1102685,-172.0227495,-810.7052537
5055,-403.6025834,-764.1102878,-172.0227879,-810.7052537
5056,-403.6025834,-764.110288,-172.0227886,-810.7052537
5057,-403.6025834,-764.110288,-172.0227887,-810.7052537
5058,-403.6025834,-764.110288,-172.0227887,-810.7052537
5059,-403.6025834,-764.110288,-172.0227887,-810.7052537
5060,-403.6025834,-764.110288,-172.0227887,-810.7052537
5061,-403.6025834,-764.110288,-172.0227887,-810.7052537
5062,-403.6025834,-764.110288,-172.0227887,-810.7052537
5063,-227.914145,-764.110288,-172.0227887,-810.7052537
5064,-222.4241491,-764.110288,-172.0227887,-810.7052537
5065,-222.4242872,-764.110288,-172.0227887,-810.7052537
5066,-222.4242888,-764.110288,-172.0227887,-810.7052537
5067,-222.4242888,-764.110288,-172.0227887,-810.7052537
5068,-222.4242888,-764.110288,-561.4418336,-810.7052537
5069,-222.4242888,-764.110288,-554.9411801,-810.7052537
5070,-222.4242888,-764.110288,-554.9411559,-574.665944
5071,-222.4242888,-764.110288,-554.9411556,-571.163507
5072,-222.4242888,-764.110288,-554.9411556,-571.1634826
5073,-222.4242888,-764.110288,-554.9411556,-571.1634824
5074,-222.4242888,-764.110288,-554.9411556,-571.1634824
5075,-222.4242888,-764.110288,-554.9411556,-571.1634824
5076,-222.4242888,-764.110288,-554.9411556,-571.1634824
5077,-222.4242888,-574.2173935,-554.9411556,-571.1634824
5078,-222.4242888,-566.0791833,-554.9411556,-571.1634824
5079,-222.4242888,-564.0786386,-554.9411556,-571.1634824
5080,-222.4242888,-564.0786204,-554.9411556,-571.1634824
5081,-222.4242888,-564.0786201,-554.9411556,-571.1634824
5082,-222.4242888,-564.0786201,-554.9411556,-571.1634824
5083,-222.4242888,-564.0786201,-554.9411556,-571.1634824
5084,-222.4242888,-1024.72719,-554.9411556,-571.1634824
5085,-222.4242888,-565.079434,-554.9411556,-571.1634824
5086,-222.4242888,-564.0786195,-554.9411556,-571.1634824
5087,-222.4242888,-564.07862,-554.9411556,-571.1634824
5088,-222.4242888,-564.0786201,-554.9411556,-571.1634824
5089,-222.4242888,-564.0786201,-554.9411556,-571.1634824
5090,-222.4242888,-564.0786201,-554.9411556,-571.1634824
5091,-222.4242888,-564.0786201,-522.8194821,-571.1634824
5092,-222.4242888,-564.0786201,-515.3193664,-571.1634824
5093,-222.4242888,-564.0786201,-515.3193652,-571.1634824
5094,-222.4242888,-564.0786201,-515.3193652,-571.1634824
5095,-222.4242888,-564.0786201,-515.3193652,-571.1634824
5096,-222.4242888,-564.0786201,-515.3193652,-571.1634824
5097,-222.4242888,-564.0786201,-515.3193652,-572.2132044
5098,-222.4242888,-564.0786201,-515.3193652,-571.2135044
5099,-222.4242888,-564.0786201,-515.3193652,-571.2135136
5100,-222.4242888,-564.0786201,-515.3193652,-571.2135138
5101,-222.4242888,-564.0786201,-515.3193652,-571.2135138
5102,-222.4242888,-564.0786201,-515.3193652,-571.2135138
5103,-222.4242888,-564.0786201,-515.3193652,-571.2135138
5104,-222.4242888,-564.0786201,-515.3193652,-571.2135138
5105,-222.4242888,-564.0786201,-515.3193652,-189.8906932
5106,-222.4242888,-564.0786201,-515.3193652,-547.0745623
5107,-222.4242888,-564.0786201,-515.3193652,-543.0732003
5108,-222.4242888,-564.0786201,-515.3193652,-543.0731846
5109,-222.4242888,-564.0786201,-515.3193652,-543.0731845
5110,-222.4242888,-564.0786201,-515.3193652,-543.0731845
5111,-222.4242888,-564.0786201,-515.3193652,-543.0731845
5112,-222.4242888,-564.0786201,-515.3193652,-543.0731845
5113,-222.4242888,-564.0786201,-515.3193652,-543.0731845
5114,-268.007513,-564.0786201,-515.3193652,-543.0731845
5115,-262.0076863,-564.0786201,-515.3193652,-544.4701823
5116,-262.0076891,-564.0786201,-515.3193652,-542.9708269
5117,-262.0076891,-564.0786201,-515.3193652,-542.9708336
5118,-262.0076891,-564.0786201,-515.3193652,-542.9708337
5119,-262.0076891,-564.0786201,-515.3193652,-542.9708337
5120,-262.0076891,-586.7475267,-515.3193652,-542.9708337
5121,-262.0076891,-584.2482918,-515.3193652,-542.9708337
5122,-262.0076891,-584.2483174,-515.3193652,-542.9708337
5123,-232.076444,-584.2483179,-515.3193652,-542.9708337
5124,-222.5750515,-584.2483179,-515.3193652,-189.3757826
5125,-222.5750316,-584.2483179,-515.3193652,-186.7031722
5126,-222.5750313,-584.2483179,-515.3193652,-545.475863
5127,-222.5750313,-584.2483179,-515.3193652,-542.9709063
5128,-222.5750313,-584.2483179,-515.3193652,-542.9708345
5129,-222.5750313,-584.2483179,-515.3193652,-542.9708337
5130,-222.5750313,-584.2483179,-515.3193652,-542.9708337
5131,-222.5750313,-584.2483179,-144.8857133,-542.9708337
5132,-222.5750313,-584.2483179,-133.3747104,-542.9708337
5133,-222.5750313,-584.2483179,-133.3745706,-542.9708337
5134,-223.5072784,-584.2483179,-133.3745695,-542.9708337
5135,-222.5076217,-584.2483179,-133.3745695,-542.9708337
5136,-222.5076262,-584.2483179,-133.3745695,-542.9708337
5137,-222.5076262,-528.95762,-133.3745695,-542.9708337
5138,-222.5076263,-523.956232,-133.3745695,-542.9708337
5139,-222.5076263,-523.9561876,-133.3745695,-542.9708337
5140,-222.5076263,-523.9561868,-133.3745695,-542.9708337
5141,-772.635144,-523.9561868,-134.3060011,-542.9708337
5142,-765.1358447,-523.9561868,-133.3063755,-542.9708337
5143,-765.1358453,-523.9561868,-133.3063802,-542.9708337
5144,-765.1358453,-523.9561868,-133.3063803,-542.9708337
5145,-765.1358453,-560.4884025,-133.3063803,-542.9708337
5146,-765.1358453,-553.489568,-133.3063803,-542.9708337
5147,-765.1358453,-553.4895646,-133.3063803,-542.9708337
5148,-765.1358453,-553.4895645,-133.3063803,-542.9708337
5149,-767.5374732,-556.6776232,-133.3063803,-542.9708337
5150,-765.0376342,-553.6797287,-133.3063803,-542.9708337
5151,-765.0376352,-553.6797538,-133.3063803,-542.9708337
5152,-765.0376352,-553.679754,-133.3063803,-542.9708337
5153,-765.0376352,-133.5343695,-133.3063803,-542.9708337
5154,-765.0376352,-131.029651,-133.3063803,-542.9708337
5155,-765.0376352,-131.0296158,-133.3063803,-542.9708337
5156,-765.0376352,-131.0296156,-133.3063803,-542.9708337
5157,-765.0376352,-131.0296156,-133.3063803,-542.9708337
5158,-765.0376352,-131.0296156,-133.3063803,-542.9708337
5159,-765.0376352,-131.0296156,-133.3063803,-542.9708337
5160,-765.0376352,-131.0296156,-133.3063803,-542.9708337
5161,-765.0376352,-131.0296156,-133.3063803,-542.9708337
5162,-765.0376352,-131.0296156,-133.3063803,-542.9708337
5163,-765.0376352,-131.0296156,-133.3063803,-542.9708337
5164,-765.0376352,-131.0296156,-133.3063803,-542.9708337
5165,-765.0376352,-131.0296156,-133.3063803,-542.9708337
5166,-765.0376352,-131.0296156,-133.3063803,-542.9708337
5167,-765.0376352,-131.0296156,-133.3063803,-542.9708337
5168,-765.0376352,-131.0296156,-133.3063803,-542.9708337
5169,-765.0376352,-131.0296156,-163.119658,-542.9708337
5170,-765.0376352,-131.0296156,-162.1175877,-542.9708337
5171,-765.0376352,-131.0296156,-162.117573,-542.9708337
5172,-765.0376352,-131.0296156,-162.117573,-542.9708337
5173,-765.0376352,-131.0296156,-162.117573,-542.9708337
5174,-765.0376352,-131.0296156,-162.117573,-542.9708337
5175,-765.0376352,-131.0296156,-162.117573,-542.9708337
5176,-765.0376352,-131.0296156,-162.117573,-542.9708337
5177,-765.0376352,-131.0296156,-206.3077107,-542.8723261
5178,-765.0376352,-131.0296156,-166.6185369,-542.8794952
5179,-765.0376352,-131.0296156,-197.7237179,-542.8795718
5180,-765.0376352,-131.0296156,-190.7291121,-542.8795725
5181,-765.0376352,-131.0296156,-245.0682533,-542.8795725
5182,-765.0376352,-131.0296156,-242.9002773,-542.8795725
5183,-765.0376352,-131.0296156,-240.4005517,-542.8795725
5184,-765.0376352,-131.0296156,-240.4005574,-542.8795725
5185,-765.0376352,-131.0296156,-240.4005576,-542.8795725
5186,-765.0376352,-131.0296156,-240.4005576,-590.7853484
5187,-765.0173277,-131.0296156,-240.4005576,-584.6492897
5188,-765.0180203,-131.0296156,-240.4005576,-583.1485058
5189,-765.0180224,-131.0296156,-240.4005576,-583.1484981
5190,-765.0180225,-131.0296156,-240.4005576,-583.148498
5191,-765.0180225,-131.0296156,-240.4005576,-583.148498
5192,-765.0180225,-131.0296156,-240.4005576,-583.148498
5193,-765.0180225,-131.0296156,-240.4005576,-583.148498
5194,-765.0180225,-131.0296156,-240.4005576,-583.148498
5195,-765.0180225,-131.0296156,-240.4005576,-583.148498
5196,-765.0180225,-131.0296156,-240.4005576,-583.148498
5197,-765.0180225,-131.0296156,-606.8647213,-583.148498
5198,-765.0180225,-131.0296156,-601.8653973,-583.148498
5199,-765.0180225,-131.0296156,-601.8654001,-583.148498
5200,-765.0180225,-131.0296156,-1244.134922,-583.148498
5201,-765.0180225,-131.0296156,-1241.129099,-583.148498
5202,-765.0180225,-131.0296156,-1241.129043,-583.148498
5203,-765.0180225,-131.0296156,-1241.129042,-583.148498
5204,-765.0180225,-131.0296156,-1241.129042,-584.7829731
5205,-765.0180225,-131.0296156,-604.8611539,-547.5101063
5206,-765.0180225,-131.0296156,-601.865381,-544.2488637
5207,-765.0180225,-131.0296156,-601.8654001,-542.7510484
5208,-765.0180225,-131.0296156,-601.8654001,-542.7510702
5209,-765.0180225,-131.0296156,-601.8654001,-542.7510704
5210,-811.0968909,-131.0296156,-601.8654001,-542.7510704
5211,-804.5969504,-131.0296156,-601.8654001,-542.7510704
5212,-804.5969482,-131.0296156,-601.8654001,-542.7510704
5213,-804.5969482,-131.0296156,-601.8654001,-544.5131756
5214,-804.5969482,-131.0296156,-601.8654001,-543.0108872
5215,-804.5969482,-131.0296156,-601.8654001,-543.0108641
5216,-804.5969482,-131.0296156,-601.8654001,-543.0108639
5217,-804.5969482,-456.7383805,-601.8654001,-543.0108639
5218,-804.5969482,-135.528649,-601.8654001,-543.0108639
5219,-804.5969482,-131.0295833,-601.8654001,-543.0108639
5220,-804.5969482,-131.0296148,-601.8654001,-543.0108639
5221,-804.5969482,-131.0296156,-2519.594377,-543.0108639
5222,-804.5969482,-131.0296156,-2512.597481,-543.0108639
5223,-804.5969482,-131.0296156,-549.1868206,-543.0108639
5224,-804.5969482,-131.0296156,-541.6848649,-543.0108639
5225,-804.5969482,-131.0296156,-541.6848444,-543.0108639
5226,-804.5969482,-131.0296156,-541.6848441,-543.0108639
5227,-804.5969482,-131.0296156,-541.6848441,-543.0108639
5228,-804.5969482,-131.0296156,-541.9537059,-543.0108639
5229,-804.5969482,-131.0296156,-540.9542743,-543.0108639
5230,-804.5969482,-131.0296156,-540.9542781,-543.0108639
5231,-804.5969482,-131.0296156,-540.9542781,-543.0108639
5232,-804.5969482,-131.0296156,-540.9542781,-543.0108639
5233,-804.5969482,-131.0296156,-540.9542781,-545.4007206
5234,-808.2338749,-131.0296156,-540.9542781,-547.7160046
5235,-804.7336428,-397.7158511,-540.9542781,-936.0847723
5236,-804.7336414,-392.2120931,-540.9542781,-930.5841832
5237,-804.7336413,-392.2120641,-601.1231288,-930.5841759
5238,-804.7336413,-392.2120639,-601.1315234,-930.5841758
5239,-804.7336413,-392.2120639,-601.1315719,-930.5841758
5240,-804.7336413,-392.2120639,-601.1315721,-930.5841758
5241,-804.7336413,-392.2120639,-601.1315721,-930.5841758
5242,-804.7336413,-392.2120639,-601.1315721,-930.5841758
5243,-804.7336413,-392.2120639,-601.1315721,-930.5841758
5244,-804.7336413,-392.2120639,-601.1315721,-930.5841758
5245,-804.7336413,-392.2120639,-601.1315721,-930.5841758
5246,-804.7336413,-392.2120639,-601.1315721,-930.5841758
5247,-804.7336413,-392.2120639,-601.1315721,-930.5841758
5248,-804.7336413,-392.2120639,-601.1315721,-930.5841758
5249,-804.7336413,-392.2120639,-601.1315721,-930.5841758
5250,-804.7336413,-392.2120639,-243.9418135,-930.5841758
