Timestep,P0,P1,P2,P3
17387,-758.9429148,-408.300876,-667.1885019,-818.0272625
17388,-758.9429148,-408.300876,-667.1885019,-818.0272625
17389,-758.9429148,-408.300876,-667.1885019,-818.0272625
17390,-758.9429148,-408.300876,-667.1885019,-818.0272625
17391,-758.9429148,-408.300876,-667.1885019,-818.0272625
17392,-758.9429148,-408.300876,-667.1885019,-818.0272625
17393,-758.9429148,-408.300876,-667.1885019,-818.0272625
17394,-758.9429148,-408.300876,-667.1885019,-818.0272625
17395,-758.9429148,-408.300876,-667.1885019,-818.0272625
17396,-758.9429148,-408.300876,-667.1885019,-818.0272625
17397,-445.0267062,-408.300876,-667.1885019,-818.0272625
17398,-438.026483,-408.300876,-667.1885019,-818.0272625
17399,-438.02648,-408.300876,-667.1885019,-818.0272625
17400,-438.02648,-408.300876,-667.1885019,-818.0272625
17401,-438.02648,-408.300876,-667.1885019,-818.0272625
17402,-438.02648,-408.300876,-667.1885019,-511.5718506
17403,-438.02648,-408.300876,-667.1885019,-506.5734609
17404,-438.02648,-408.300876,-667.1885019,-506.5734711
17405,-483.8509665,-408.300876,-667.1885019,-458.064959
17406,-477.8511382,-408.300876,-667.1885019,-456.5649089
17407,-477.8511379,-408.300876,-667.1885019,-456.5649041
17408,-477.8511379,-408.300876,-667.1885019,-456.5649041
17409,-831.7530385,-408.300876,-667.1885019,-456.5649041
17410,-828.7528821,-408.300876,-667.1885019,-456.5649041
17411,-828.7528818,-408.300876,-667.1885019,-456.5649041
17412,-828.7528818,-408.300876,-667.1885019,-456.5649041
17413,-860.2146569,-408.300876,-710.3868212,-456.5649041
17414,-845.7150124,-408.300876,-706.8866167,-456.5649041
17415,-888.6363353,-408.300876,-706.8866163,-456.5649041
17416,-885.6368304,-408.300876,-706.8866163,-456.5649041
17417,-885.6368299,-408.300876,-706.8866163,-456.5649041
17418,-885.6368299,-408.300876,-706.8866163,-456.5649041
17419,-885.6368299,-408.300876,-1064.545686,-456.5649041
17420,-885.6368299,-408.300876,-713.3867161,-424.2781675
17421,-885.6368299,-408.300876,-706.8866172,-459.8918998
17422,-885.6368299,-408.300876,-706.8866163,-456.3915347
17423,-885.6368299,-408.300876,-706.8866163,-456.3915333
17424,-885.6368299,-408.300876,-706.8866163,-456.3915333
17425,-876.524196,-408.300876,-792.5419817,-457.9479601
17426,-875.5249234,-408.300876,-845.31779,-456.4481109
17427,-875.5249262,-775.1140352,-837.317622,-456.4481114
17428,-875.5249262,-416.3004051,-837.3176221,-456.4481114
17429,-875.5249262,-408.3008679,-837.3176221,-456.4481114
17430,-875.5249262,-408.3008759,-460.6852154,-456.4481114
17431,-875.5249262,-408.300876,-456.685873,-456.4481114
17432,-875.5249262,-408.300876,-456.6858757,-456.4481114
17433,-875.5249262,-408.300876,-456.6858757,-456.4481114
17434,-875.5249262,-408.300876,-456.6858757,-456.4481114
17435,-875.5249262,-408.300876,-456.6858757,-456.4481114
17436,-886.5622007,-408.300876,-456.6858757,-456.4481114
17437,-885.5622338,-408.300876,-456.6858757,-456.4481114
17438,-885.5622337,-408.300876,-457.5758721,-456.4481114
17439,-885.5622337,-408.300876,-456.5783461,-456.4481114
17440,-885.5622337,-408.300876,-456.5783579,-456.4481114
17441,-498.7092998,-408.300876,-456.5783579,-851.5736028
17442,-496.2090137,-408.300876,-456.5783579,-460.5536306
17443,-496.2090126,-408.300876,-456.5783579,-456.5524558
17444,-496.2090126,-408.300876,-456.5783579,-456.5524509
17445,-496.2090126,-408.300876,-456.5783579,-456.5524509
17446,-496.2090126,-408.300876,-456.5783579,-456.5524509
17447,-496.2090126,-412.8032498,-456.5783579,-456.5524509
17448,-496.2090126,-408.3032207,-854.972593,-456.5524509
17449,-496.2090126,-408.3032174,-463.578193,-456.5524509
17450,-496.2090126,-408.3032174,-456.5783554,-456.5524509
17451,-496.2090126,-408.3032174,-456.5783579,-456.5524509
17452,-496.2090126,-408.3032174,-456.5783579,-456.5524509
17453,-496.2090126,-408.3032174,-456.5783579,-507.339126
17454,-496.2090126,-408.3032174,-456.5783579,-496.8388044
17455,-496.2090126,-408.3032174,-456.5783579,-496.8388033
17456,-496.2090126,-408.3032174,-456.5783579,-553.3245195
17457,-496.2090126,-408.3032174,-456.5783579,-560.9561311
17458,-496.2090126,-408.3032174,-456.5783579,-562.9371483
17459,-496.2090126,-408.3032174,-456.5783579,-549.4375486
17460,-496.2090126,-408.3032174,-456.5783579,-549.4375502
17461,-496.2090126,-408.2652913,-456.5783579,-549.4375502
17462,-496.2090126,-408.2652472,-456.5783579,-549.4375502
17463,-496.2090126,-408.2652406,-456.5783579,-549.4375502
17464,-496.2090126,-408.2652406,-456.5783579,-549.4375502
17465,-496.2090126,-378.0445836,-456.5783579,-549.4375502
17466,-496.2090126,-368.5444245,-456.5783579,-549.4375502
17467,-496.2090126,-368.5444235,-456.5783579,-549.4375502
17468,-496.2090126,-368.5444235,-456.5783579,-549.4375502
17469,-496.2090126,-368.5444235,-456.5783579,-549.487068
17470,-496.2090126,-368.5444235,-456.5783579,-549.4859931
17471,-496.2090126,-70.79511651,-456.5783579,-549.4859895
17472,-496.2090126,-60.30461418,-456.5783579,-549.4859895
17473,-496.2090126,-60.29424721,-456.5783579,-549.4859895
17474,-496.2090126,-60.29470074,-456.5783579,-549.4859895
17475,-496.2090126,-60.29470316,-456.5783579,-549.4859895
17476,-496.2090126,-60.29470318,-456.5783579,-549.4859895
17477,-496.2090126,-60.29470318,-457.4825946,-549.4859895
17478,-496.2090126,-60.29470318,-457.5787458,-549.4859895
17479,-496.2090126,-60.29470318,-457.4825952,-549.4859895
17480,-496.2090126,-60.29470318,-457.5787458,-549.4859895
17481,-496.2090126,-60.29470318,-457.4825952,-549.4859895
17482,-496.2090126,-60.29470318,-456.4829591,-549.4859895
17483,-496.2090126,-60.29470318,-456.482964,-549.4859895
17484,-496.2090126,-60.29470318,-456.482964,-549.4859895
17485,-496.2090126,-60.29470318,-456.482964,-549.4859895
17486,-496.2090126,-60.29470318,-456.482964,-549.4859895
17487,-496.2090126,-60.29470318,-456.482964,-549.4859895
17488,-496.2090126,-427.8860677,-456.482964,-549.4859895
17489,-552.697485,-418.882618,-456.482964,-549.4859895
17490,-546.1972043,-418.8825951,-456.482964,-549.4859895
17491,-546.1972026,-418.882595,-456.482964,-549.4859895
17492,-546.1972026,-418.882595,-456.482964,-549.4859895
17493,-546.1972026,-418.882595,-456.482964,-549.4859895
17494,-546.1972026,-418.882595,-456.482964,-549.4859895
17495,-546.1972026,-418.882595,-456.482964,-549.4859895
17496,-546.1972026,-813.9926047,-456.482964,-549.4859895
17497,-546.1972026,-805.4923382,-514.1442974,-549.4859895
17498,-546.1972026,-805.4923338,-920.9251269,-549.4859895
17499,-546.1972026,-859.4302024,-1360.834525,-549.4859895
17500,-546.1972026,-855.430362,-1352.332366,-944.6547218
17501,-546.1972026,-855.4303621,-1352.332363,-937.1542584
17502,-546.1972026,-855.4303621,-1334.919943,-937.1542542
17503,-546.1972026,-855.4303621,-1332.419831,-937.1542542
17504,-546.1972026,-855.4303621,-1332.41983,-937.1542542
17505,-546.1972026,-855.4303621,-1332.41983,-937.1542542
17506,-546.1972026,-855.4303621,-1332.41983,-940.9971732
17507,-546.1972026,-855.4303621,-1332.41983,-938.4969368
17508,-546.1972026,-855.4303621,-1332.41983,-938.4969358
17509,-546.1972026,-855.4303621,-1332.41983,-949.3051509
17510,-546.1972026,-855.4303621,-1332.41983,-891.6853686
17511,-546.1972026,-855.4303621,-1332.41983,-885.6856241
17512,-546.1972026,-855.4303621,-1332.41983,-885.6856241
17513,-546.1972026,-855.4303621,-1332.41983,-885.6856241
17514,-546.1972026,-855.4303621,-1332.41983,-885.6856241
17515,-546.1972026,-855.4303621,-2417.776994,-885.6856241
17516,-546.1972026,-855.4303621,-929.7753525,-885.6856241
17517,-546.1972026,-855.4303621,-920.7633886,-885.6856241
17518,-546.1972026,-855.4303621,-920.7638566,-885.6856241
17519,-546.1972026,-855.4303621,-920.7638585,-885.6856241
17520,-546.1972026,-855.4303621,-920.7638585,-885.6856241
17521,-546.1972026,-855.4303621,-920.7638585,-885.6856241
17522,-546.1972026,-855.4303621,-920.7638585,-885.6856241
17523,-546.1972026,-855.4303621,-754.1071429,-885.6856241
17524,-546.1972026,-855.4303621,-749.6089581,-885.6856241
17525,-546.1972026,-855.4303621,-749.6089681,-885.6856241
17526,-546.1972026,-855.4303621,-749.6089682,-885.6856241
17527,-546.1972026,-855.4303621,-749.6089682,-887.6081329
17528,-546.1972026,-855.4303621,-749.6089682,-885.6081649
17529,-546.1972026,-855.4303621,-749.6089682,-885.608165
17530,-546.1972026,-855.4303621,-749.6089682,-885.608165
17531,-546.1972026,-855.4303621,-749.6089682,-849.0007224
17532,-546.1972026,-855.4303621,-749.6089682,-845.5013003
17533,-546.1972026,-855.4303621,-727.3553295,-845.5012999
17534,-547.6483308,-855.4303621,-1024.763954,-845.5012999
17535,-546.148136,-855.4303621,-1018.763998,-845.5012999
17536,-546.1481352,-855.4303621,-1018.763998,-896.5108839
17537,-546.1481352,-855.4303621,-1018.763998,-846.5011378
17538,-546.1481352,-855.4303621,-1018.763998,-845.5012999
17539,-546.1481352,-855.4303621,-1018.763998,-845.5012999
17540,-546.1481352,-855.4303621,-1018.763998,-845.5012999
17541,-546.1481352,-855.4303621,-1018.763998,-845.5012999
17542,-546.1481352,-855.4303621,-1018.763998,-845.5012999
17543,-546.1481352,-855.4303621,-1018.763998,-845.5012999
17544,-546.1481352,-855.4303621,-1018.763998,-845.5012999
17545,-546.1481352,-855.4303621,-1018.763998,-808.8883782
17546,-550.1331645,-855.4303621,-1018.763998,-805.3885679
17547,-547.132733,-855.4303621,-1018.763998,-805.3885679
17548,-547.132731,-860.6772894,-1018.763998,-805.3885679
17549,-547.132731,-854.6776074,-1025.146012,-805.3885679
17550,-547.132731,-854.6776087,-1018.646189,-805.3885679
17551,-547.132731,-854.6776087,-1018.64619,-805.3885679
17552,-547.132731,-854.6776087,-1018.64619,-805.3885679
17553,-547.132731,-854.6776087,-1018.64619,-805.3885679
17554,-547.132731,-854.6776087,-1018.64619,-805.3885679
17555,-547.132731,-854.6776087,-1018.64619,-854.6634739
17556,-547.132731,-854.6776087,-1018.64619,-845.1634865
17557,-547.132731,-854.6776087,-1018.64619,-845.1634862
17558,-547.132731,-854.6776087,-1018.64619,-845.1634862
17559,-547.132731,-854.6776087,-1018.64619,-845.1634862
17560,-547.132731,-854.6776087,-1018.64619,-845.1634862
17561,-547.132731,-854.6776087,-1018.64619,-845.1634862
17562,-547.132731,-854.6776087,-1018.64619,-845.1634862
17563,-547.132731,-854.6776087,-1018.64619,-845.1634862
17564,-547.132731,-854.6776087,-1018.64619,-845.1634862
17565,-547.132731,-854.6776087,-1018.64619,-859.0144362
17566,-547.132731,-899.5346058,-1018.64619,-861.7041184
17567,-547.132731,-2504.779223,-1018.64619,-495.5442637
17568,-547.132731,-2501.779239,-1018.64619,-489.9464288
17569,-547.132731,-2244.041718,-1018.64619,-486.4466952
17570,-547.132731,-2234.539784,-1018.64619,-486.4466952
17571,-547.132731,-2234.539778,-1018.64619,-486.4466952
17572,-547.132731,-2234.539778,-1018.64619,-486.4466952
17573,-547.132731,-2234.483779,-1025.264195,-857.1099106
17574,-547.132731,-2234.484231,-1018.763998,-861.2695611
17575,-547.132731,-2234.484233,-1018.763998,-495.0996068
17576,-547.132731,-2234.484233,-1018.763998,-542.2280661
17577,-547.132731,-2234.540235,-1018.763998,-906.89939
17578,-547.132731,-2234.483779,-1018.763998,-545.227236
17579,-547.132731,-2234.540235,-1018.763998,-906.8993899
17580,-547.132731,-2234.483779,-1018.763998,-545.227236
17581,-547.132731,-2234.540235,-1018.763998,-906.8993899
17582,-547.132731,-2234.539779,-1018.763998,-545.227236
17583,-547.132731,-2234.539778,-1018.763998,-906.8993899
17584,-547.132731,-2234.539778,-1018.763998,-545.227236
17585,-547.132731,-785.1762296,-1018.763998,-906.8993899
17586,-547.132731,-479.6688563,-1018.763998,-545.227236
17587,-547.132731,-476.6692526,-1018.763998,-536.3063314
17588,-547.132731,-476.6692538,-979.190986,-907.1236635
17589,-547.132731,-476.6692538,-968.6908854,-545.3050283
17590,-547.132731,-476.6692538,-968.6908847,-907.1236634
17591,-509.1748536,-476.6692538,-968.6908847,-545.3050283
17592,-507.1733752,-476.6692538,-968.6908847,-907.1236634
17593,-507.1733694,-476.6692538,-676.7529029,-867.3214783
17594,-507.1733693,-476.6692538,-669.2525509,-473.5296847
17595,-507.2268023,-476.6692538,-669.2525499,-116.3265365
17596,-507.2262428,-476.6692538,-669.2525499,-478.0288522
17597,-507.2262395,-476.6692538,-669.2525499,-469.0291778
17598,-507.2262395,-476.6692538,-669.2525499,-413.3675796
17599,-507.2262395,-476.6692538,-669.2525499,-363.8271186
17600,-507.2262395,-476.6692538,-669.2525499,-359.3272675
17601,-507.2262395,-476.6692538,-669.2525499,-359.3272683
17602,-507.2262395,-476.6692538,-669.2525499,-359.3272683
17603,-507.2262395,-476.6692538,-669.2525499,-359.3272683
17604,-507.2262395,-476.6692538,-669.2525499,-359.3272683
17605,-906.3890606,-476.6692538,-669.2525499,-359.3272683
17606,-514.7252195,-476.6692538,-669.2525499,-359.3272683
17607,-507.2262353,-476.6692538,-669.2525499,-359.3272683
17608,-507.2262394,-476.6692538,-669.2525499,-359.3272683
17609,-507.2262395,-476.6692538,-669.2525499,-359.3272683
17610,-507.2262395,-476.6692538,-669.2525499,-359.3272683
17611,-507.2262395,-476.6692538,-669.2525499,-359.3272683
17612,-507.2262395,-476.6692538,-669.2525499,-359.3272683
17613,-507.2262395,-476.6692538,-350.9185038,-359.3272683
17614,-507.2262395,-476.6692538,-349.4184322,-359.3272683
17615,-507.2262395,-476.6692538,-349.4184362,-359.3272683
17616,-507.2262395,-476.6692538,-349.4184362,-359.3272683
17617,-507.2262395,-476.6692538,-349.4184362,-359.3272683
17618,-507.2262395,-476.6692538,-349.4184362,-359.3272683
17619,-507.2262395,-476.6692538,-349.4184362,-359.3272683
17620,-507.2262395,-476.6692538,-349.4184362,-359.3272683
17621,-507.2262395,-476.6692538,-349.4184362,-359.3272683
17622,-507.2262395,-440.1016201,-349.4184362,-359.3272683
17623,-2808.039342,-436.6016466,-405.7227769,-359.3272683
17624,-144.9435154,-436.6016466,-399.2227976,-359.3272683
17625,-136.9423128,-436.6016466,-399.2227972,-359.3272683
17626,-136.9423071,-436.6016466,-399.2227972,-359.3272683
17627,-136.9423071,-436.6016466,-399.2227972,-359.3272683
17628,-136.9423071,-436.6016466,-440.2207837,-359.3272683
17629,-136.9423071,-436.6016466,-439.2214156,-359.3272683
17630,-136.9423071,-436.6016466,-439.2214177,-359.3272683
17631,-136.9423071,-436.6016466,-439.2214177,-359.3272683
17632,-136.9423071,-436.6016466,-439.2214177,-359.3272683
17633,-136.9423071,-436.6016466,-439.2214177,-359.3272683
17634,-136.9423071,-436.6016466,-439.2214177,-359.3272683
17635,-136.9423071,-436.6016466,-2794.033921,-359.3272683
17636,-136.9423071,-436.6016466,-2808.903377,-359.3272683
17637,-136.9423071,-436.6016466,-2804.403382,-359.3272683
17638,-136.9423071,-436.6016466,-2804.403382,-359.3272683
17639,-136.9423071,-436.6016466,-2804.403382,-359.3272683
17640,-136.9423071,-436.6016466,-2804.403382,-359.3272683
17641,-136.9423071,-436.6016466,-2804.403382,-2400.279952
17642,-136.9423071,-436.6016466,-2805.870359,-477.4255576
17643,-136.9423071,-493.621947,-2804.370368,-468.9247347
17644,-136.9423071,-123.3333976,-2804.370368,-468.9247311
17645,-136.9423071,-117.3323544,-2804.370368,-468.9247311
17646,-136.9423071,-117.3323505,-2804.370368,-468.9247311
17647,-136.9423071,-117.3323505,-2804.370368,-468.9247311
17648,-136.9423071,-117.3323505,-2804.370368,-468.9247311
17649,-136.9423071,-117.3323505,-446.8424899,-468.9247311
17650,-136.9423071,-117.3323505,-438.8418303,-468.9247311
17651,-136.9423071,-117.3323505,-740.1877266,-468.9247311
17652,-136.9423071,-117.3323505,-738.6872374,-468.9247311
17653,-136.9423071,-117.3323505,-738.6872356,-468.9247311
17654,-136.9423071,-117.3323505,-738.6872356,-468.9247311
17655,-136.9423071,-117.3323505,-738.6872356,-468.9247311
17656,-136.9423071,-117.3323505,-738.6872356,-468.9247311
17657,-136.9423071,-117.3323505,-738.6872356,-468.9247311
17658,-136.9423071,-117.3323505,-738.6872356,-468.9247311
17659,-136.9423071,-117.3323505,-738.6872356,-468.9247311
17660,-136.9423071,-117.3323505,-738.6872356,-468.9247311
17661,-136.9423071,-117.3323505,-738.6872356,-468.9247311
17662,-136.9423071,-117.3323505,-738.6872356,-468.9247311
17663,-136.9423071,-117.3323505,-738.6872356,-468.9247311
17664,-136.9423071,-117.3323505,-738.6872356,-468.9247311
17665,-136.9423071,-117.3323505,-738.6872356,-468.9247311
17666,-136.9423071,-129.1170013,-738.6872356,-468.9247311
17667,-136.9423071,-127.1173373,-592.9083047,-468.9247311
17668,-136.9423071,-127.1173385,-713.5353399,-468.9247311
17669,-136.9423071,-127.1173385,-724.9330449,-468.9247311
17670,-136.9423071,-127.1173385,-719.4332797,-468.9247311
17671,-136.9423071,-127.1173385,-719.4332805,-468.9247311
17672,-136.9423071,-127.1173385,-719.4332805,-468.9247311
17673,-136.9423071,-127.1173385,-719.4332805,-468.9247311
17674,-136.9423071,-127.1173385,-719.4332805,-468.9247311
17675,-136.9423071,-127.1173385,-719.4332805,-468.9247311
17676,-136.9423071,-127.1173385,-719.4332805,-468.9247311
17677,-136.9423071,-127.1173385,-719.4332805,-116.3882809
17678,-136.9423071,-127.1173385,-719.4332805,-111.8044053
17679,-136.9423071,-127.1173385,-719.4332805,-111.9095919
17680,-141.4397519,-127.1173385,-850.9990691,-107.4093884
17681,-141.4424338,-127.1173385,-1213.477277,-107.409387
17682,-136.9423093,-127.1173385,-1217.272191,-107.409387
17683,-136.9423071,-127.1173385,-1187.952282,-107.409387
17684,-136.9423071,-127.1173385,-1187.952505,-107.409387
17685,-136.9423071,-127.1173385,-1188.095304,-107.409387
17686,-136.9423071,-913.8151299,-819.1039088,-107.409387
17687,-136.9423071,-909.8151447,-817.6073177,-107.409387
17688,-136.9423071,-908.3150293,-817.6073402,-107.409387
17689,-136.9423071,-908.3150286,-817.6073403,-107.409387
17690,-136.9423071,-908.3150286,-817.6073403,-107.409387
17691,-136.9423071,-908.3150286,-817.6073403,-107.409387
17692,-136.9423071,-908.3150286,-817.6073403,-107.409387
17693,-136.9423071,-908.3150286,-817.6073403,-107.409387
17694,-136.9423071,-908.3150286,-817.6073403,-107.409387
17695,-136.9423071,-908.3150286,-817.6073403,-107.409387
17696,-136.9423071,-908.3150286,-817.6073403,-107.409387
17697,-136.9423071,-908.3150286,-828.1636772,-107.409387
17698,-136.9423071,-908.3150286,-833.6594668,-107.409387
17699,-136.9423071,-908.3150286,-903.1368402,-107.409387
17700,-136.9423071,-908.3150286,-822.1587075,-107.409387
17701,-136.9423071,-908.3150286,-903.1368402,-107.409387
17702,-136.9423071,-908.3150286,-822.1587075,-109.1970934
17703,-136.9423071,-908.3150286,-903.1368402,-107.1980289
17704,-136.9423071,-908.3150286,-822.1587075,-107.1980414
17705,-136.9423071,-871.8912525,-903.1368402,-107.1980415
17706,-136.9423071,-868.3912169,-822.1587075,-107.1980415
17707,-136.9423071,-868.3912168,-903.1368402,-107.2545065
17708,-136.9423071,-868.3912168,-822.1587075,-476.443846
17709,-136.9423071,-868.3912168,-903.1368402,-115.2535595
17710,-136.9423071,-868.3912168,-909.1804858,-107.2531826
17711,-136.9423071,-868.3912168,-1299.599878,-107.2531777
17712,-136.9423071,-868.3912168,-1291.111224,-107.2531777
17713,-136.9423071,-868.3912168,-1291.110928,-107.2531777
17714,-136.9423071,-868.3912168,-1291.110927,-107.2531777
17715,-136.9423071,-868.3912168,-1291.110927,-107.2531777
17716,-136.9423071,-868.3912168,-1291.110927,-107.2531777
17717,-136.9423071,-868.3912168,-1291.110927,-107.2531777
17718,-136.9423071,-868.3912168,-1291.110927,-107.2531777
17719,-136.9423071,-868.3912168,-1291.110927,-107.2531777
17720,-136.9423071,-868.3912168,-1291.110927,-107.2531777
17721,-136.9423071,-868.3912168,-1291.110927,-107.2531777
17722,-136.9423071,-868.3912168,-1291.110927,-107.2531777
17723,-136.9423071,-868.3912168,-1291.110927,-181.2159639
17724,-136.9423071,-2806.982533,-1291.110927,-177.715384
17725,-136.9423071,-2801.98251,-1291.110927,-177.7153819
17726,-136.9423071,-2801.98251,-1291.110927,-177.7153819
17727,-136.9423071,-2801.98251,-1291.110927,-177.7153819
17728,-136.9423071,-2801.98251,-1291.110927,-177.7153819
17729,-136.9423071,-2801.98251,-1290.934829,-177.7153819
17730,-136.9423071,-2801.98251,-1290.935087,-177.7153819
17731,-136.9423071,-2801.98251,-1290.935088,-177.7153819
17732,-136.9423071,-2801.98251,-1290.935088,-177.7153819
17733,-136.9423071,-177.7219166,-1290.935088,-177.7153819
17734,-136.9423071,-167.2212224,-1290.935088,-181.3167039
17735,-136.9423071,-167.2212217,-1290.935088,-177.8160612
17736,-136.9423071,-167.2212217,-1290.935088,-177.8160583
17737,-136.9423071,-167.2212217,-1290.935088,-177.8160583
17738,-136.9423071,-167.2212217,-1290.935088,-177.8160583
17739,-136.9423071,-167.2212217,-1290.935088,-177.8160583
17740,-136.9423071,-167.2212217,-1290.935088,-177.8160583
17741,-136.9423071,-167.2212217,-1290.935088,-177.8160583
17742,-136.9423071,-167.2212217,-1290.935088,-177.8160583
17743,-136.9423071,-167.2212217,-1290.935088,-177.8160583
17744,-136.9423071,-167.2212217,-1290.935088,-177.8160583
17745,-136.9423071,-167.2212217,-1609.546437,-177.8160583
17746,-136.9423071,-167.2212217,-1228.314912,-177.8160583
17747,-136.9423071,-167.2212217,-1220.315075,-177.8160583
17748,-100.0388382,-167.2212217,-1220.315075,-177.8160583
17749,-97.03910559,-167.2212217,-1220.315075,-177.8160583
17750,-97.03910671,-167.2212217,-1220.315075,-177.8160583
17751,-97.03910671,-167.2212217,-1220.315075,-177.8160583
17752,-97.03910671,-167.2212217,-1220.315075,-177.8160583
17753,-97.03910671,-167.2212217,-1220.315075,-177.8160583
17754,-97.03910671,-167.2212217,-1220.315075,-177.8160583
17755,-97.03910671,-167.2212217,-1220.315075,-177.8160583
17756,-97.03910671,-167.2212217,-1220.315075,-177.8160583
17757,-97.03910671,-167.2212217,-1220.315075,-177.8160583
17758,-97.03910671,-167.2212217,-1220.315075,-177.8160583
17759,-97.03910671,-167.2212217,-1220.315075,-177.8160583
17760,-97.03910671,-178.6382873,-1220.315075,-177.8160583
17761,-97.03910671,-167.1381819,-1220.315075,-177.8160583
17762,-97.03910671,-167.138179,-1220.315075,-177.8160583
17763,-97.03910671,-167.138179,-1220.315075,-177.8160583
17764,-97.03910671,-167.138179,-1220.315075,-177.8160583
17765,-97.03910671,-167.138179,-1220.315075,-177.8160583
17766,-97.03910671,-167.138179,-1220.315075,-177.8160583
17767,-97.03910671,-167.138179,-1220.315075,-177.8160583
17768,-97.03910671,-167.138179,-1220.315075,-177.8160583
17769,-97.03910671,-167.138179,-1220.315075,-177.8160583
17770,-97.03910671,-167.138179,-1220.315075,-177.8160583
17771,-97.03910671,-167.138179,-1220.315075,-177.8160583
17772,-97.03910671,-167.138179,-1220.315075,-177.8160583
17773,-97.03910671,-167.138179,-1220.315075,-177.8160583
17774,-97.03910671,-167.138179,-782.2426807,-177.8160583
17775,-97.03910671,-167.138179,-778.2447945,-177.8160583
17776,-97.03910671,-167.138179,-778.2448027,-177.8160583
17777,-97.03910671,-167.138179,-778.2448027,-177.8160583
17778,-97.03910671,-167.138179,-778.2448027,-177.8160583
17779,-97.03910671,-167.138179,-778.2448027,-177.8160583
17780,-97.03910671,-167.138179,-778.2448027,-177.8160583
17781,-97.03910671,-167.138179,-778.2448027,-177.8160583
17782,-97.03910671,-167.138179,-778.2448027,-177.8160583
17783,-97.03910671,-167.138179,-778.2448027,-177.8160583
17784,-97.03910671,-167.138179,-778.2448027,-177.8160583
17785,-97.03910671,-167.138179,-778.2448027,-177.8160583
17786,-97.03910671,-167.138179,-778.2448027,-177.8160583
17787,-97.03910671,-167.138179,-778.2448027,-177.8160583
17788,-97.03910671,-167.138179,-778.2448027,-500.8762077
17789,-97.03910671,-167.138179,-778.2448027,-498.8761128
17790,-97.03910671,-167.138179,-778.2448027,-498.8761126
17791,-97.03910671,-167.138179,-778.2448027,-498.8761126
17792,-97.03910671,-167.138179,-778.2448027,-498.8761126
17793,-97.03910671,-167.138179,-778.2448027,-111.9700079
17794,-97.03910671,-167.138179,-778.2448027,-107.4705801
17795,-97.03910671,-167.138179,-778.2448027,-107.4705826
17796,-97.03910671,-167.138179,-778.2448027,-107.4705826
17797,-97.03910671,-167.138179,-778.2448027,-107.4705826
17798,-97.03910671,-167.138179,-778.2448027,-107.4705826
17799,-97.03910671,-167.138179,-780.804726,-107.4705826
17800,-97.03910671,-167.138179,-740.6456775,-107.4705826
17801,-97.03910671,-167.138179,-728.1454564,-107.4705826
17802,-97.03910671,-167.138179,-728.1454547,-107.4705826
17803,-97.03910671,-167.138179,-410.2570187,-107.4705826
17804,-97.03910671,-167.138179,-100.4916156,-2760.742348
17805,-97.03910671,-167.138179,-100.1608105,-2754.848217
17806,-97.03910671,-167.138179,-111.7117607,-2751.348209
17807,-97.03910671,-167.138179,-150.4431251,-2751.348209
17808,-97.03910671,-167.138179,-102.4840369,-2751.348209
17809,-97.03910671,-167.138179,-98.48404797,-2751.348209
17810,-97.03910671,-167.138179,-98.48404917,-2751.348209
17811,-97.03910671,-167.138179,-98.48404918,-2751.348209
17812,-97.03910671,-167.138179,-98.48404918,-2751.348209
17813,-97.03910671,-167.138179,-98.48404918,-2751.348209
17814,-97.03910671,-167.138179,-98.48404918,-2751.348209
17815,-97.03910671,-167.138179,-98.48404918,-2751.348209
17816,-97.03910671,-167.138179,-98.48404918,-2751.348209
17817,-97.03910671,-167.138179,-98.48404918,-2751.348209
17818,-97.03910671,-167.138179,-98.48404918,-2751.348209
17819,-97.03910671,-167.138179,-98.48404918,-2751.348209
17820,-97.03910671,-167.138179,-98.48404918,-2751.348209
17821,-97.03910671,-167.138179,-98.48404918,-2751.348209
17822,-97.03910671,-167.138179,-98.48404918,-2751.348209
17823,-97.03910671,-167.138179,-98.48404918,-2751.348209
17824,-97.03910671,-167.138179,-98.48404918,-2751.348209
17825,-97.03910671,-167.138179,-98.48404918,-2751.348209
17826,-97.03910671,-167.138179,-98.48404918,-2751.348209
17827,-97.03910671,-167.138179,-98.48404918,-2751.348209
17828,-97.03910671,-579.6047944,-98.48404918,-2751.348209
17829,-97.03910671,-176.6380629,-98.48404918,-2751.348209
17830,-97.03910671,-167.1381773,-98.48404918,-2751.348209
17831,-97.03910671,-167.138179,-98.48404918,-2751.348209
17832,-97.03910671,-167.138179,-98.44335443,-2751.348209
17833,-97.03910671,-167.138179,-98.44357672,-157.0874461
17834,-97.03910671,-167.138179,-98.44357982,-147.5861683
17835,-97.03910671,-167.138179,-98.44357986,-147.5861627
17836,-97.03910671,-167.138179,-98.44357986,-147.5861627
17837,-97.03910671,-167.138179,-98.44357986,-147.5861627
17838,-97.03910671,-167.138179,-98.44357986,-147.5861627
17839,-97.03910671,-167.138179,-98.44357986,-147.5861627
17840,-97.03910671,-509.0637136,-98.44357986,-147.5861627
17841,-97.03910671,-509.0222744,-98.44357986,-147.5861627
17842,-97.03910671,-507.5225261,-98.44357986,-147.5861627
17843,-97.03910671,-507.522527,-98.44357986,-147.5861627
17844,-97.03910671,-507.522527,-98.44357986,-147.5861627
17845,-97.03910671,-507.522527,-98.44357986,-147.5861627
