Timestep,l_0.0001,l_0.001,l_0.01,l_0.05
20106,-455.8674045,-176.9454972,-139.3260589,-242.4790212
20107,-455.8674045,-176.9454972,-139.3260458,-242.4790215
20108,-455.8674045,-176.9454972,-139.3260458,-242.4790215
20109,-455.8674045,-176.9454972,-127.4222147,-242.4790215
20110,-462.620748,-176.9454972,-124.4237174,-242.4790215
20111,-462.8677518,-176.9454972,-124.4237265,-242.4790215
20112,-455.8674132,-176.9454972,-124.4237265,-242.4790215
20113,-455.8674046,-176.9454972,-124.4237265,-242.4790215
20114,-455.8674045,-176.9454972,-124.4237265,-242.4790215
20115,-455.8674045,-176.9454972,-256.9131752,-242.4790215
20116,-455.8674045,-176.9454972,-244.9148622,-242.4790215
20117,-463.0782084,-176.9454972,-244.9148833,-244.5821384
20118,-456.07918,-176.9454972,-244.9148835,-242.5821304
20119,-456.0791871,-307.1831474,-386.673027,-242.5821524
20120,-456.0791871,-296.1833821,-381.6689386,-242.5821527
20121,-456.0791871,-296.1833894,-373.6693995,-242.5821527
20122,-456.0791871,-296.1833895,-373.6694117,-242.5821527
20123,-456.0791871,-296.1833895,-373.6694119,-242.5821527
20124,-456.0791871,-296.1833895,-373.6694119,-242.5821527
20125,-456.0791871,-296.1833895,-373.6694119,-249.255409
20126,-456.0791871,-296.1833895,-373.6694119,-249.5816878
20127,-456.0791871,-296.1833895,-373.6694119,-242.5821427
20128,-456.0791871,-296.1833895,-373.6694119,-242.5821526
20129,-456.0791871,-187.9460542,-373.6694119,-242.5821527
20130,-456.0791871,-176.9455105,-373.6694119,-242.5821527
20131,-456.0791871,-176.9454974,-373.6694119,-242.5821527
20132,-456.0791871,-176.9454972,-373.6694119,-242.5821527
20133,-456.0791871,-176.9454972,-373.6694119,-246.3839232
20134,-456.0791871,-176.9454972,-373.6694119,-246.5818891
20135,-456.0791871,-176.9454972,-373.6694119,-246.3839231
20136,-481.6540637,-176.9454972,-373.6694119,-246.5818891
20137,-459.6548383,-176.9454972,-376.4652641,-246.3839231
20138,-459.654844,-176.9454972,-373.4666188,-242.3836651
20139,-459.654844,-176.9454972,-373.4666326,-242.3836596
20140,-459.654844,-176.9454972,-373.4666328,-242.3836595
20141,-459.654844,-176.9454972,-373.4666328,-242.3836595
20142,-459.654844,-176.9454972,-373.4666328,-242.3836595
20143,-459.654844,-176.9454972,-373.4666328,-242.3836595
20144,-459.654844,-176.9454972,-373.4666328,-242.3836595
20145,-483.2372595,-362.8170147,-373.4666328,-242.3836595
20146,-456.2363366,-351.8157317,-373.4666328,-242.3836595
20147,-456.2363298,-351.8157167,-373.4666328,-242.3836595
20148,-456.2363297,-351.8157165,-373.4666328,-242.3836595
20149,-456.2363297,-351.8157165,-373.4666328,-242.3836595
20150,-456.2363297,-351.8157165,-373.4666328,-242.3836595
20151,-456.2363297,-351.8157165,-373.4666328,-242.3836595
20152,-456.2363297,-351.8157165,-373.4666328,-242.3836595
20153,-456.2363297,-351.8157165,-373.4666328,-242.3836595
20154,-456.2363297,-351.8157165,-373.4666328,-242.3836595
20155,-456.2363297,-351.8157165,-373.4666328,-242.3836595
20156,-456.2363297,-351.8157165,-373.4666328,-242.3836595
20157,-456.2363297,-351.8157165,-373.4666328,-242.3836595
20158,-456.2363297,-351.8157165,-373.4666328,-242.3836595
20159,-456.2363297,-351.8157165,-373.4666328,-242.3836595
20160,-456.2363297,-351.8157165,-373.4666328,-242.3836595
20161,-456.2363297,-363.6448083,-373.4666328,-242.4303529
20162,-456.2363297,-200.9794578,-373.4666328,-242.4303653
20163,-456.2363297,-192.9804216,-373.4666328,-242.4303763
20164,-456.2363297,-192.9804287,-373.4666328,-242.4303764
20165,-463.0351789,-192.9804288,-373.4666328,-242.4303764
20166,-460.0359748,-192.9804288,-382.7308693,-242.4303764
20167,-460.0359801,-192.9804288,-373.7335975,-242.4303764
20168,-460.0359802,-192.9804288,-373.7336245,-242.4303764
20169,-460.0359802,-192.9804288,-373.7336248,-252.4332231
20170,-460.0359802,-192.9804288,-373.7336248,-242.4340701
20171,-460.0359802,-223.9487861,-373.7336248,-242.4340772
20172,-460.0359802,-212.9486306,-373.7336248,-242.4340773
20173,-460.0359802,-212.948623,-373.7336248,-242.4340773
20174,-460.0359802,-212.9486229,-373.7336248,-242.4340773
20175,-460.0359802,-212.9486229,-373.7336248,-242.4340773
20176,-460.0359802,-212.9486229,-373.7336248,-242.4340773
20177,-460.0359802,-212.9486229,-373.7336248,-242.3873867
20178,-460.0359802,-212.9486229,-373.7336248,-242.3873716
20179,-460.0359802,-212.9486229,-373.7336248,-242.3873607
20180,-460.0359802,-212.9486229,-373.7336248,-242.3873606
20181,-460.0359802,-212.9486229,-373.7336248,-242.3873606
20182,-460.0359802,-212.9486229,-373.7336248,-242.3873606
20183,-460.0359802,-212.9486229,-373.7336248,-242.3873606
20184,-460.0359802,-212.9486229,-373.7336248,-242.3873606
20185,-460.0359802,-212.9486229,-367.4659218,-242.3873606
20186,-460.0359802,-212.9486229,-359.4667887,-242.3873606
20187,-614.4017057,-212.9486229,-357.4666781,-242.3873606
20188,-608.4061094,-212.9486229,-357.4666752,-242.3873606
20189,-608.4061505,-212.9486229,-357.4666752,-242.3873606
20190,-608.4061507,-212.9486229,-357.4666752,-242.3873606
20191,-608.4061507,-378.1343875,-357.4666752,-242.3873606
20192,-608.4061507,-371.1336763,-357.4666752,-242.3873606
20193,-608.4061507,-371.1336709,-357.4666752,-271.6678257
20194,-633.3912502,-371.1336708,-357.4666752,-258.6678281
20195,-628.3910462,-371.1336708,-357.4666752,-258.6678281
20196,-628.3910445,-371.1336708,-357.4666752,-258.6678281
20197,-646.4335904,-371.1336708,-357.4666752,-258.6678281
20198,-628.4344129,-371.1336708,-357.4666752,-258.6678281
20199,-628.4344207,-371.1336708,-357.4666752,-258.6678281
20200,-634.2317286,-371.1336708,-357.4666752,-258.6678281
20201,-628.232219,-371.1336708,-357.4666752,-258.6678281
20202,-628.2322226,-371.1336708,-357.4666752,-258.6678281
20203,-628.2322227,-371.1336708,-357.4666752,-252.4486399
20204,-628.2322227,-371.1336708,-357.4666752,-268.6683789
20205,-628.2322227,-371.1336708,-357.4666752,-258.6678272
20206,-628.2322227,-371.1336708,-357.4666752,-258.6678281
20207,-628.2322227,-371.1336708,-357.4666752,-258.6678281
20208,-628.2322227,-371.1336708,-357.4666752,-258.6678281
20209,-628.2322227,-371.1336708,-357.4666752,-258.6678281
20210,-628.2322227,-371.1336708,-357.4666752,-258.6678281
20211,-628.2322227,-371.1336708,-357.4666752,-258.6678281
20212,-628.2322227,-371.1336708,-357.4666752,-258.6678281
20213,-628.2322227,-371.1336708,-357.4666752,-258.6678281
20214,-628.2322227,-381.3159751,-357.4666752,-258.6678281
20215,-628.2322227,-383.3160183,-357.4666752,-258.6678281
20216,-628.2322227,-383.3160192,-357.4666752,-258.6678281
20217,-628.2322227,-383.3160192,-357.4666752,-258.6678281
20218,-502.5962976,-383.3160192,-244.7346458,-258.6678281
20219,-487.5947639,-383.3160192,-231.9447227,-258.6678281
20220,-487.5947441,-383.3160192,-228.9437856,-258.6678281
20221,-487.5947439,-383.3160192,-228.9437792,-258.6678281
20222,-487.5947439,-383.3160192,-228.9437792,-258.6678281
20223,-625.0718915,-383.3160192,-228.9437792,-258.6678281
20224,-609.0713043,-383.3160192,-228.9437792,-258.6678281
20225,-609.0712945,-383.3160192,-228.9437792,-258.6943263
20226,-609.0712944,-383.3160192,-228.9437792,-258.6943263
20227,-1158.152593,-383.3160192,-228.9437792,-269.8435301
20228,-1138.152592,-383.3160192,-228.9437792,-258.8434664
20229,-1136.875057,-383.3160192,-228.9437792,-268.8406681
20230,-1126.875109,-383.3160192,-228.9437792,-258.8397707
20231,-1126.875109,-383.3160192,-228.9437792,-258.8397632
20232,-1126.875109,-383.3160192,-228.9437792,-261.7094057
20233,-1126.875109,-383.3160192,-228.9437792,-258.7092096
20234,-1126.875109,-383.3160192,-228.9437792,-258.7092055
20235,-1126.875109,-383.3160192,-228.9437792,-258.7092055
20236,-1126.875109,-383.3160192,-228.9437792,-258.7092055
20237,-1126.875109,-383.3160192,-228.9437792,-258.7092055
20238,-1126.875109,-383.3160192,-228.9437792,-258.7092055
20239,-1126.875109,-383.3160192,-228.9437792,-258.7092055
20240,-1126.875109,-383.3160192,-228.9437792,-258.7092055
20241,-1126.875109,-383.3160192,-228.9437792,-258.7092055
20242,-838.9040784,-383.3160192,-228.9437792,-258.7092055
20243,-836.9020621,-383.3160192,-228.9437792,-258.7092055
20244,-836.9020504,-383.3160192,-228.9437792,-258.7092055
20245,-836.9020504,-383.3160192,-228.9437792,-258.7092055
20246,-836.9020504,-383.3160192,-228.9437792,-258.7092055
20247,-836.9020504,-383.3160192,-228.9437792,-258.7092055
20248,-836.9020504,-383.3160192,-228.9437792,-258.7092055
20249,-836.9020504,-383.3160192,-228.9437792,-258.7092055
20250,-836.9020504,-383.3160192,-228.9437792,-258.7092055
20251,-836.9020504,-383.3160192,-228.9437792,-258.7092055
20252,-836.9020504,-383.3160192,-228.9437792,-258.7092055
20253,-836.9020504,-383.3160192,-230.9429978,-258.7092055
20254,-836.9020504,-383.3160192,-228.9430743,-258.7092055
20255,-836.9020504,-383.3160192,-228.9430763,-258.7092055
20256,-836.9020504,-378.1040579,-228.9430763,-258.7092055
20257,-836.9020504,-365.8176914,-243.4853896,-266.0403085
20258,-836.9020504,-354.8181809,-236.487366,-128.4816511
20259,-836.9020504,-354.8181804,-236.4873794,-113.3766141
20260,-836.9020504,-354.8181804,-236.4873794,-109.37614
20261,-836.9020504,-354.8181804,-236.4873794,-109.3761284
20262,-836.9020504,-354.8181804,-236.4873794,-109.3761282
20263,-836.9020504,-354.8181804,-236.4873794,-109.3761282
20264,-836.9020504,-354.8181804,-236.4873794,-109.3761282
20265,-836.9020504,-354.8181804,-236.4873794,-109.3761282
20266,-836.9020504,-354.8181804,-236.4873794,-109.3761282
20267,-836.9020504,-354.8181804,-236.4873794,-109.3761282
20268,-836.9020504,-354.8181804,-236.4873794,-109.3761282
20269,-835.0296659,-354.8181804,-236.4873794,-109.3761282
20270,-833.0274269,-354.8181804,-236.4873794,-109.3761282
20271,-833.0274136,-354.8181804,-236.4873794,-109.3761282
20272,-833.0274135,-354.8181804,-236.4873794,-109.3761282
20273,-833.0274135,-354.8181804,-236.4873794,-109.3761282
20274,-833.0274135,-354.8181804,-236.4873794,-109.3761282
20275,-833.0274135,-354.8181804,-236.4873794,-109.3761282
20276,-833.0274135,-354.8181804,-236.4873794,-109.3761282
20277,-833.0274135,-354.8181804,-245.2809746,-109.3761282
20278,-833.0274135,-354.8181804,-245.4887384,-109.3761282
20279,-833.0274135,-354.8181804,-236.4873896,-109.3761282
20280,-833.0274135,-354.8181804,-236.4873795,-109.3761282
20281,-833.0274135,-354.8181804,-235.9453031,-109.3761282
20282,-833.0274135,-354.8181804,-252.1164061,-109.3761282
20283,-833.0274135,-354.8181804,-245.1156503,-109.3761282
20284,-833.0274135,-354.8181804,-245.1156442,-109.3761282
20285,-866.6081762,-354.8181804,-245.1156441,-109.3761282
20286,-848.6078682,-354.8181804,-245.1156441,-109.3761282
20287,-848.6078682,-354.8181804,-245.1156441,-109.3761282
20288,-848.6078682,-354.8181804,-245.1156441,-109.3761282
20289,-848.6078682,-382.1045099,-245.1156441,-109.3761282
20290,-848.6078682,-371.1040003,-245.1156441,-109.3761282
20291,-848.6078682,-371.1040009,-354.8285549,-109.3761282
20292,-848.6078682,-371.1040009,-268.34881,-109.3761282
20293,-848.6078682,-371.1040009,-136.144713,-109.3761282
20294,-848.6078682,-371.1040009,-132.8874714,-109.3761282
20295,-848.6078682,-371.1040009,-131.3950714,-109.3761282
20296,-848.6078682,-371.1040009,-124.3924579,-109.3761282
20297,-848.6078682,-371.1040009,-124.3924359,-109.3761282
20298,-848.6078682,-987.2009818,-124.3924358,-109.3761282
20299,-848.6078682,-981.2008183,-124.3924358,-109.3761282
20300,-848.6078682,-981.2008178,-124.3924358,-109.3761282
20301,-848.6078682,-981.2008178,-124.3924358,-109.3761282
20302,-848.6078682,-981.2008178,-124.3924358,-109.3761282
20303,-848.6078682,-981.2008178,-124.3924358,-109.3761282
20304,-848.6078682,-981.2008178,-124.3924358,-109.3761282
20305,-862.3498511,-981.2008178,-124.3924358,-109.3761282
20306,-848.3499527,-981.2008178,-124.3924358,-109.3761282
20307,-848.3499526,-981.2008178,-124.3924358,-109.3761282
20308,-848.3499526,-981.2008178,-282.324111,-109.3761282
20309,-848.3499526,-981.2008178,-141.3923165,-109.3761282
20310,-848.3499526,-981.2008178,-124.3924272,-109.3761282
20311,-848.3499526,-981.2008178,-124.3924356,-109.3761282
20312,-848.3499526,-981.2008178,-124.3924358,-109.3761282
20313,-848.3499526,-981.2008178,-124.3924358,-109.3761282
20314,-848.3499526,-981.2008178,-124.3924358,-109.3761282
20315,-848.3499526,-981.2008178,-124.3924358,-109.3761282
20316,-848.3499526,-981.2008178,-124.3924358,-109.3761282
20317,-848.3499526,-981.2008178,-124.3924358,-109.3761282
20318,-846.6812701,-981.2008178,-124.3924358,-109.3761282
20319,-832.681366,-981.2008178,-124.3924358,-109.3761282
20320,-832.6813657,-981.2008178,-124.3924358,-109.3761282
20321,-832.6813657,-981.2008178,-124.3924358,-109.3761282
20322,-832.6813657,-981.2008178,-124.3924358,-109.3761282
20323,-832.6813657,-981.2008178,-124.3924358,-109.3761282
20324,-832.6813657,-981.2008178,-124.3924358,-109.3761282
20325,-832.6813657,-908.9015088,-124.3924358,-109.3761282
20326,-832.6813657,-904.9013825,-124.3924358,-109.3761282
20327,-832.6813657,-904.9013813,-124.3924358,-109.3761282
20328,-832.6813657,-904.9013813,-129.3942701,-109.3761282
20329,-832.6813657,-904.8385275,-124.3942539,-109.3761282
20330,-832.6813657,-904.8383749,-124.3942482,-109.3761282
20331,-832.6813657,-904.8383713,-124.3942481,-109.3761282
20332,-832.6813657,-904.8383713,-124.3942481,-109.3761282
20333,-872.1264057,-904.8383713,-124.3942481,-140.1859754
20334,-848.1264001,-904.8383713,-124.3942481,-130.1825827
20335,-848.1264,-904.8383713,-129.9511533,-130.1825576
20336,-848.1264,-904.8383713,-130.3965,-130.1825576
20337,-848.1264,-904.8383713,-124.394267,-130.1825576
20338,-848.1264,-904.8383713,-124.3942482,-130.1825576
20339,-848.1264,-904.8383713,-124.3942481,-130.1825576
20340,-848.1264,-904.8383713,-124.3942481,-130.1825576
20341,-848.1264,-904.8383713,-124.3942481,-130.1825576
20342,-848.1264,-904.8383713,-124.3942481,-130.1825576
20343,-848.1264,-904.8383713,-124.3942481,-110.0591016
20344,-848.1264,-904.8383713,-124.3942481,-110.0628684
20345,-848.1264,-904.8383713,-128.3958228,-110.0629053
20346,-848.1264,-904.8383713,-124.3958097,-110.0629055
20347,-848.1264,-904.8383713,-148.7824103,-110.0629055
20348,-848.1264,-904.8383713,-130.2735313,-110.0629055
20349,-848.1264,-904.8383713,-123.2758372,-110.0629055
20350,-848.1264,-904.8383713,-123.2758564,-110.0629055
20351,-848.1264,-904.8383713,-123.2758565,-110.0629055
20352,-848.1264,-1025.225423,-123.2758565,-110.0629055
20353,-848.1264,-1011.227119,-123.2758565,-110.0629055
20354,-848.1264,-1011.227125,-123.2758565,-110.0629055
20355,-848.1264,-1011.227125,-134.5941948,-110.0629055
20356,-848.1264,-1011.227125,-129.4198859,-110.0629055
20357,-848.1264,-1013.902958,-123.4184292,-110.0629055
20358,-848.1264,-1002.902941,-123.4184168,-110.0629055
20359,-848.1264,-1020.166216,-123.4184167,-110.0629055
20360,-848.1264,-1011.902954,-123.4184167,-110.0629055
20361,-869.9987003,-1010.629227,-123.4184167,-110.0629055
20362,-863.9983216,-998.629231,-123.4184167,-110.0629055
20363,-863.9983208,-998.629231,-123.4184167,-110.0629055
20364,-863.9983208,-998.629231,-123.4184167,-110.0629055
20365,-863.9983208,-998.629231,-123.4184167,-110.0629055
20366,-863.9983208,-998.629231,-123.4184167,-882.230853
20367,-863.9983208,-998.629231,-123.4184167,-436.8520066
20368,-863.9983208,-998.629231,-123.4184167,-425.9284485
20369,-863.9983208,-998.629231,-123.4184167,-421.9285356
20370,-863.9983208,-998.629231,-123.4184167,-421.9285364
20371,-863.9983208,-998.629231,-123.4184167,-421.9285364
20372,-863.9983208,-998.629231,-123.4184167,-421.9285364
20373,-863.9983208,-998.629231,-123.4184167,-421.9285364
20374,-863.9983208,-998.629231,-123.4184167,-421.9285364
20375,-863.9983208,-998.629231,-123.4184167,-421.9285364
20376,-863.9983208,-998.629231,-123.4184167,-421.9285364
20377,-863.9983208,-998.629231,-126.8175812,-421.9285364
20378,-863.9983208,-998.629231,-107.8169454,-421.9285364
20379,-863.9983208,-998.629231,-107.8169396,-421.9285364
20380,-863.9983208,-1008.625476,-107.8169396,-421.9285364
20381,-863.9983208,-998.6251546,-107.8169396,-421.9285364
20382,-863.9983208,-1029.072419,-107.8169396,-421.9285364
20383,-863.9983208,-1011.072416,-107.8169396,-421.9285364
20384,-863.9983208,-1006.865378,-107.8169396,-421.9285364
20385,-863.9983208,-998.8656795,-107.8169396,-421.9285364
20386,-863.9983208,-998.8656797,-107.8169396,-421.9285364
20387,-863.9983208,-998.8656797,-107.8169396,-421.9285364
20388,-863.9983208,-998.8656797,-107.8169396,-421.9285364
20389,-863.9983208,-998.8656797,-109.86887,-281.9745538
20390,-863.9983208,-998.8656797,-107.8694773,-175.3541816
20391,-863.9983208,-998.8656797,-107.8688465,-162.3546273
20392,-863.9983208,-998.8656797,-107.8688529,-162.3546358
20393,-863.9983208,-998.8656797,-107.8688531,-162.3546359
20394,-863.9983208,-998.8656797,-107.8688531,-162.3546359
20395,-863.9983208,-998.8656797,-107.8688531,-162.3546359
20396,-863.9983208,-998.8656797,-107.8688531,-162.3546359
20397,-863.9983208,-998.8656797,-107.8688531,-144.7461969
20398,-863.9983208,-998.8656797,-107.8688531,-168.3535018
20399,-863.9983208,-998.8656797,-107.8688531,-144.7461969
20400,-764.9521338,-998.8656797,-107.8688531,-168.3535018
20401,-736.9512147,-998.8656797,-107.8688531,-144.7461969
20402,-736.95121,-998.8656797,-107.8688531,-168.3535018
20403,-736.95121,-998.8656797,-107.8688531,-144.7461969
20404,-736.95121,-998.8656797,-107.8688531,-145.8348877
20405,-736.95121,-998.8656797,-107.8688531,-172.4437452
20406,-736.95121,-998.8656797,-107.8688531,-148.8370477
20407,-736.95121,-998.8656797,-107.8688531,-172.4437452
20408,-736.95121,-998.8656797,-107.8688531,-148.8370477
20409,-736.95121,-998.8656797,-107.8688531,-172.4437452
20410,-736.95121,-998.8656797,-107.8688531,-166.444873
20411,-736.95121,-998.8656797,-107.8688531,-166.4448797
20412,-736.95121,-998.8656797,-107.8688531,-166.4448797
20413,-736.95121,-998.8656797,-107.8688531,-166.4448797
20414,-736.95121,-998.8656797,-107.8688531,-166.4448797
20415,-736.95121,-998.8656797,-107.8688531,-166.4448797
20416,-736.95121,-998.8656797,-107.8688531,-166.4448797
20417,-745.2045423,-985.0723206,-107.8688531,-170.6124632
20418,-733.2045628,-981.072378,-107.8688531,-166.6125568
20419,-733.2045628,-981.0723783,-107.8688531,-166.6125604
20420,-733.2045628,-981.0723783,-107.8688531,-166.6125605
20421,-733.2045628,-999.5940704,-107.9092106,-166.6125605
20422,-733.2045628,-980.5940786,-107.9086322,-166.6125605
20423,-733.2045628,-980.5940786,-107.9086202,-166.6125605
20424,-733.2045628,-980.5940786,-107.9086199,-166.6125605
20425,-733.2045628,-980.5940786,-107.9086199,-170.4449736
20426,-733.2045628,-980.5940786,-107.9086199,-288.0686606
20427,-733.2045628,-980.5940786,-107.9086199,-275.0687396
20428,-593.094128,-980.5940786,-107.9086199,-275.0687321
20429,-586.0931035,-980.5940786,-107.9086199,-275.068732
20430,-589.1515624,-980.5940786,-107.9086199,-275.068732
20431,-586.1516293,-980.5940786,-107.9086199,-275.068732
20432,-586.1516278,-980.5940786,-107.9086199,-275.068732
20433,-586.1516278,-419.3368109,-107.9086199,-275.068732
20434,-586.1516278,-407.3371614,-107.9086199,-275.068732
20435,-586.1516278,-407.3371627,-107.9086199,-299.9051807
20436,-586.1516278,-407.3371627,-107.9086199,-274.9052224
20437,-586.1516278,-403.9125115,-107.9086199,-274.9052153
20438,-586.1516278,-404.0001408,-107.9086199,-274.9052152
20439,-586.1516278,-398.0000684,-107.9086199,-274.9052152
20440,-586.1516278,-398.0000689,-107.9086199,-274.9052152
20441,-305.7662378,-398.0000689,-107.9086199,-274.9052152
20442,-297.7629716,-398.0000689,-107.9086199,-274.9052152
20443,-297.7629525,-398.0000689,-107.9086199,-274.9052152
20444,-297.7629524,-398.0000689,-107.9086199,-274.9052152
20445,-297.7629524,-398.0000689,-246.1299865,-274.9052152
20446,-297.7629524,-398.0000689,-383.5852783,-274.9052152
20447,-297.7629524,-398.0000689,-400.7435011,-274.9052152
20448,-297.7629524,-545.4581305,-396.744952,-274.9052152
20449,-297.7629524,-528.4585149,-392.7446698,-274.9052152
20450,-297.7629524,-528.4585172,-392.7446654,-274.9052152
20451,-297.7629524,-415.0012531,-392.7446653,-274.9052152
20452,-297.7629524,-398.0000763,-392.7446653,-274.9052152
20453,-297.7629524,-398.000069,-392.7446653,-274.9052152
20454,-297.7629524,-398.0000689,-392.7446653,-273.8141859
20455,-297.7629524,-398.0000689,-392.7446653,-270.8138161
20456,-297.7629524,-398.0000689,-392.7446653,-269.501674
20457,-297.7629524,-398.0000689,-392.7446653,-259.497394
20458,-297.7629524,-398.0000689,-421.6222607,-259.4973542
20459,-297.7629524,-398.0000689,-401.7451873,-259.4973538
20460,-453.4243598,-398.0000689,-392.7446525,-259.4973538
20461,-300.7619128,-398.0000689,-392.7446652,-259.4973538
20462,-297.7629457,-398.0000689,-392.7446653,-259.4973538
20463,-297.7629524,-398.0000689,-392.7446653,-259.4973538
20464,-297.7629524,-398.0000689,-392.7446653,-259.4973538
20465,-297.7629524,-398.0000689,-392.7446653,-259.4973538
20466,-297.7629524,-398.0000689,-392.7446653,-259.4973538
20467,-297.7629524,-398.0000689,-392.7446653,-259.4973538
20468,-297.7629524,-398.0000689,-392.7446653,-259.4973538
20469,-297.7629524,-426.0164863,-392.7446653,-251.6090501
20470,-297.7629524,-402.2978145,-392.7446653,-247.6096772
20471,-297.7629524,-398.2983866,-392.7446653,-247.6096907
20472,-297.7629524,-398.298391,-392.7446653,-247.6096909
20473,-297.7629524,-398.298391,-392.7446653,-247.6096909
20474,-297.7629524,-398.298391,-392.7446653,-247.6096909
20475,-297.7629524,-398.298391,-392.7446653,-247.6096909
20476,-297.7629524,-398.298391,-392.7446653,-247.6096909
20477,-297.7629524,-398.298391,-392.7446653,-247.6096909
20478,-297.7629524,-271.9223113,-392.7446653,-247.6096909
20479,-297.7629524,-421.2993358,-392.7446653,-247.6096909
20480,-917.3931456,-398.2984112,-535.5749317,-247.6096909
20481,-310.7673796,-398.2983912,-532.5757639,-247.6096909
20482,-297.7629771,-398.298391,-532.5757688,-247.6096909
20483,-297.7629525,-398.298391,-532.5757688,-247.6096909
20484,-297.7629524,-398.298391,-532.5757688,-247.6096909
20485,-297.7629524,-427.9709266,-512.5824128,-247.6096909
20486,-297.7629524,-428.7281078,-512.582261,-247.6096909
20487,-297.7629524,-398.7284031,-512.5822632,-247.6096909
20488,-297.7629524,-398.7284086,-512.5822632,-247.6096909
20489,-297.7629524,-398.7284087,-512.5822632,-247.6096909
20490,-297.7629524,-398.7284087,-512.5822632,-247.6096909
20491,-297.7629524,-398.7284087,-512.5822632,-247.6096909
20492,-297.7629524,-398.7284087,-512.5822632,-247.6096909
20493,-297.7629524,-398.7284087,-512.5822632,-247.6096909
20494,-297.7629524,-398.7284087,-512.5822632,-247.6096909
20495,-297.7629524,-398.7284087,-512.5822632,-236.2709227
20496,-297.7629524,-398.7284087,-512.5822632,-223.2713335
20497,-297.7629524,-442.2213,-512.5822632,-223.2713376
20498,-297.7629524,-411.2212287,-512.5822632,-223.2713376
20499,-297.7629524,-411.2212278,-512.5822632,-223.2713376
20500,-297.7629524,-411.2212278,-512.5822632,-223.2713376
20501,-297.7629524,-411.2212278,-512.5822632,-223.2713376
20502,-297.7629524,-411.2212278,-512.5822632,-223.2713376
20503,-297.7629524,-411.2212278,-512.5822632,-223.2713376
20504,-297.7629524,-411.2212278,-512.5822632,-223.2713376
20505,-465.3244385,-411.2501694,-308.8640868,-223.2713376
20506,-465.7418384,-411.2501692,-301.8625157,-223.2713376
20507,-439.7418682,-411.250169,-301.8625215,-223.2713376
20508,-439.7418682,-411.250169,-301.8625217,-223.2713376
20509,-439.7418682,-411.250169,-301.8625217,-223.2713376
20510,-439.7418682,-411.250169,-301.8625217,-223.2713376
20511,-439.7418682,-411.250169,-301.8625217,-223.2713376
20512,-439.7418682,-411.250169,-301.8625217,-223.2713376
20513,-460.8326868,-411.250169,-301.8625217,-223.2713376
20514,-439.8324393,-411.250169,-301.8625217,-223.2713376
20515,-439.8324377,-411.250169,-301.8625217,-223.2713376
20516,-439.8324377,-411.250169,-301.8625217,-223.2713376
20517,-439.8324377,-411.250169,-301.8625217,-223.2713376
20518,-439.8324377,-411.250169,-301.8625217,-223.2713376
20519,-439.8324377,-411.250169,-301.8625217,-214.0581715
20520,-439.8324377,-411.250169,-255.102086,-203.0587857
20521,-439.8324377,-411.250169,-252.0999487,-203.0587916
20522,-439.8324377,-411.250169,-246.0996947,-203.0587917
20523,-439.8324377,-411.250169,-246.0996962,-203.0587917
20524,-439.8324377,-411.250169,-300.8993286,-203.0587917
20525,-439.8324377,-411.250169,-293.899249,-203.0587917
20526,-439.8324377,-411.250169,-293.899242,-397.9219977
20527,-439.8324377,-411.250169,-293.8992419,-255.6010728
20528,-439.8324377,-411.250169,-293.8992419,-252.6045095
20529,-439.8324377,-411.250169,-293.8992419,-252.6045441
20530,-439.8324377,-411.250169,-293.8992419,-252.6045445
20531,-439.8324377,-411.250169,-293.8992419,-252.6045445
20532,-439.8324377,-411.250169,-293.8992419,-252.6045445
20533,-439.8324377,-411.250169,-293.8992419,-252.6045445
20534,-439.8324377,-415.1928703,-293.8992419,-252.6045445
20535,-439.8324377,-411.1929094,-293.8992419,-252.6045445
20536,-439.8324377,-411.1929091,-293.8992419,-252.6045445
20537,-451.7208785,-411.1929091,-293.8992419,-252.6045445
20538,-446.7213296,-411.1929091,-293.8992419,-252.6045445
20539,-446.721327,-411.1929091,-293.8992419,-252.6045445
20540,-446.7213269,-411.1929091,-293.8992419,-252.6045445
20541,-446.7213269,-411.1929091,-293.8992419,-252.6045445
20542,-446.7213269,-411.1929091,-293.8992419,-252.6045445
20543,-446.7213269,-411.1929091,-558.9657733,-252.6045445
20544,-446.7213269,-411.1929091,-315.8620822,-252.6045445
20545,-446.7213269,-403.9560612,-322.5914329,-258.6955447
20546,-446.7213269,-394.9564954,-305.5920726,-252.6951127
20547,-446.7213269,-394.9564963,-305.5920773,-252.69511
20548,-446.7213269,-394.9564963,-305.5920773,-252.69511
20549,-446.7213269,-394.9564963,-305.5920773,-252.69511
20550,-446.7213269,-394.9564963,-305.5920773,-252.69511
20551,-446.7213269,-394.9564963,-305.5920773,-252.69511
20552,-446.7213269,-394.9564963,-305.5920773,-252.69511
20553,-446.7213269,-394.9564963,-305.5920773,-252.69511
20554,-446.7213269,-394.9564963,-295.6382227,-252.69511
20555,-446.7213269,-394.9564963,-307.5917397,-252.69511
20556,-446.7213269,-394.9564963,-305.5920751,-252.69511
20557,-446.7213269,-394.9564963,-305.5920773,-252.69511
20558,-446.7213269,-394.9564963,-308.5910628,-252.69511
20559,-446.7213269,-395.2636887,-305.5909393,-252.69511
20560,-446.7213269,-395.2638187,-305.5909403,-252.69511
