Train,Test
-1154.563185,-22.45457067
-1151.922965,-22.45457067
-1164.671127,-22.45457067
-862.048716,-22.45457067
-855.9266183,-22.45457067
-1946.777672,-22.45457067
-1945.261142,-22.45457067
-2391.906423,-22.45457067
-2066.488113,-22.45457067
-2058.323225,-22.45457067
-2373.141693,-22.45457067
-2369.642613,-22.45457067
-2734.508776,-22.45457067
-2732.00764,-22.45457067
-2733.816999,-22.45457067
-2731.383152,-22.45457067
-2730.381975,-22.45457067
-2730.883152,-22.45457067
-2732.929098,-22.45457067
-2079.299432,-22.45457067
-2079.782026,-22.45457067
-1808.094376,-22.45457067
-1830.107953,-22.45457067
-1363.775785,-22.45457067
-1327.878998,-22.45457067
-1318.689286,-22.45457067
-1754.289389,-22.45457067
-1430.207422,-22.45457067
-1011.005684,-22.45457067
-152.3934614,-22.45457067
-155.3205773,-22.45457067
-118.2772787,-22.45457067
-113.2991244,-22.45457067
-112.4104406,-22.45457067
-112.7377859,-22.45457067
-502.8608622,-22.45457067
-452.8552984,-22.45457067
-453.8231663,-22.45457067
-414.7858625,-22.45457067
-1453.195924,-22.45457067
-2778.163061,-22.45457067
-2772.14627,-22.45457067
-2772.088284,-22.45457067
-2772.554051,-22.45457067
-2768.554051,-22.45457067
-2769.705049,-22.45457067
-2768.705049,-22.45457067
-2736.771909,-22.45457067
-2356.031869,-22.45457067
-2292.538619,-22.45457067
-2335.503979,-22.45457067
-2030.093124,-22.45457067
-2027.142438,-22.45457067
-2027.093124,-22.45457067
-2422.442741,-22.45457067
-2410.371316,-22.45457067
-2032.826018,-22.45457067
-1668.51356,-22.45457067
-1629.57875,-22.45457067
-1629.577409,-22.45457067
-1683.054471,-22.45457067
-1673.117335,-22.45457067
-1677.554539,-22.45457067
-1674.875857,-22.45457067
-1673.316611,-22.45457067
-1684.203955,-22.45457067
-779.3961394,-22.45457067
-1427.867139,-22.45457067
-1774.241816,-22.45457067
-1799.187207,-22.45457067
-1847.647216,-22.45457067
-1774.243307,-22.45457067
-1855.634408,-22.45457067
-1798.15417,-22.45457067
-1788.198044,-22.45457067
-1728.242806,-22.45457067
-1973.326113,-22.45457067
-777.4237072,-22.45457067
-2379.606743,-22.45457067
-2070.98142,-22.45457067
-2063.44538,-22.45457067
-2386.945569,-22.45457067
-2332.922472,-22.45457067
-2373.510262,-22.45457067
-2366.856658,-22.45457067
-1985.474506,-22.45457067
-1973.889729,-22.45457067
-1939.324004,-22.45457067
-1934.090447,-22.45457067
-1995.138893,-22.45457067
-2360.149967,-22.45457067
-2749.221481,-22.45457067
-1363.558103,-22.45457067
-1634.681629,-22.45457067
-1625.511129,-22.45457067
-1283.196134,-22.45457067
-1984.121502,-22.45457067
-1985.731932,-22.45457067
-1983.801596,-22.45457067
-1981.255166,-22.45457067
-2034.750745,-22.45457067
-2033.237426,-22.45457067
-2033.714619,-22.45457067
-607.3732926,-22.45457067
-591.9621404,-22.45457067
-654.7410616,-22.45457067
-643.1676119,-22.45457067
-529.0266936,-22.45457067
-823.295575,-22.45457067
-2343.365596,-22.45457067
-2341.721982,-22.45457067
-2348.050267,-22.45457067
-2350.486902,-22.45457067
-2342.481533,-22.45457067
-2342.620714,-22.45457067
-2385.095395,-22.45457067
-2031.719486,-22.45457067
-1985.239313,-22.45457067
-1984.029725,-22.45457067
-1949.06928,-22.45457067
-2314.774508,-22.45457067
-2300.774508,-22.45457067
-874.2247676,-22.45457067
-902.6238131,-22.45457067
-882.2203942,-22.45457067
-878.047771,-22.45457067
-867.0295521,-22.45457067
-867.5087959,-22.45457067
-866.5608202,-22.45457067
-900.9945123,-22.45457067
-544.2439615,-22.45457067
-509.8029239,-22.45457067
-502.8029239,-22.45457067
-540.7238004,-22.45457067
-547.8118133,-22.45457067
-227.824102,-22.45457067
-879.7582796,-22.45457067
-875.2582796,-22.45457067
-875.2582796,-22.45457067
-889.6616228,-22.45457067
-886.7457576,-22.45457067
-866.2333263,-22.45457067
-876.7684318,-22.45457067
-872.7010457,-22.45457067
-872.7684318,-22.45457067
-906.8104309,-22.45457067
-857.8236772,-22.45457067
-1425.800824,-22.45457067
-1782.569011,-22.45457067
-1827.519662,-22.45457067
-1664.206409,-22.45457067
-1630.268405,-22.45457067
-1627.737047,-22.45457067
-1313.564043,-22.45457067
-1076.564457,-22.45457067
-1057.275429,-22.45457067
-1057.29237,-22.45457067
-830.6371005,-22.45457067
-2731.352227,-22.45457067
-2730.317732,-22.45457067
-2727.317732,-22.45457067
-2733.481982,-22.45457067
-2728.673753,-22.45457067
-2729.672948,-22.45457067
-2701.045312,-22.45457067
-2656.945634,-22.45457067
-2651.85493,-22.45457067
-2634.267238,-22.45457067
-2637.78593,-22.45457067
-2634.28593,-22.45457067
-2683.874039,-22.45457067
-611.0220293,-22.45457067
-561.5414947,-22.45457067
-600.4838051,-22.45457067
-592.4838051,-22.45457067
-1002.356399,-22.45457067
-639.8346082,-22.45457067
-1171.870033,-22.45457067
-1167.341533,-22.45457067
-844.3371696,-22.45457067
-841.8371696,-22.45457067
-845.3378909,-22.45457067
-845.3371696,-22.45457067
-972.8761014,-22.45457067
-923.9100588,-22.45457067
-920.9049586,-22.45457067
-919.9049586,-22.45457067
-2721.428614,-22.45457067
-2425.747903,-22.45457067
-2410.747903,-22.45457067
-2412.902432,-22.45457067
-2411.229802,-22.45457067
-471.8610183,-22.45457067
-1567.488735,-22.45457067
-1575.021393,-22.45457067
-1583.96213,-22.45457067
-1644.915126,-22.45457067
-1623.99375,-22.45457067
-1300.832797,-22.45457067
-1294.34286,-22.45457067
-672.9819373,-22.45457067
-672.9819373,-22.45457067
-674.996047,-22.45457067
-676.5158225,-22.45457067
-673.0158225,-22.45457067
-675.501691,-22.45457067
-696.9739253,-22.45457067
-719.8956306,-22.45457067
-312.9629289,-22.45457067
-293.3883977,-22.45457067
-295.030729,-22.45457067
-1916.311149,-22.45457067
-2235.654307,-22.45457067
-2274.20482,-22.45457067
-2274.675591,-22.45457067
-2026.172734,-22.45457067
-2387.343961,-22.45457067
-2342.398209,-22.45457067
-2332.58469,-22.45457067
-2333.165596,-22.45457067
-2334.81033,-22.45457067
-2338.262347,-22.45457067
-2708.895513,-22.45457067
-2391.379529,-22.45457067
-2348.815355,-22.45457067
-2388.948795,-22.45457067
-2691.271579,-22.45457067
-2302.260184,-22.45457067
-1940.478493,-22.45457067
-1983.576396,-22.45457067
-1942.4666,-22.45457067
-1977.012347,-22.45457067
-2370.493599,-22.45457067
-2370.000606,-22.45457067
-2365.500606,-22.45457067
-2368.999807,-22.45457067
-2334.413044,-22.45457067
-2020.013829,-22.45457067
-2014.552291,-22.45457067
-1179.664924,-22.45457067
-818.3050699,-22.45457067
-862.7353513,-22.45457067
-862.303425,-22.45457067
-1218.580026,-22.45457067
-1209.662807,-22.45457067
-1210.673693,-22.45457067
-1209.673693,-22.45457067
-1174.212316,-22.45457067
-1141.315394,-22.45457067
-1133.29083,-22.45457067
-826.74944,-22.45457067
-1981.915423,-22.45457067
-1974.891729,-22.45457067
-2344.965748,-22.45457067
-2336.319774,-22.45457067
-2337.077633,-22.45457067
-2297.059714,-22.45457067
-2296.401948,-22.45457067
-2296.059714,-22.45457067
-2690.225753,-22.45457067
-2685.225753,-22.45457067
-1213.259389,-22.45457067
-825.2595404,-22.45457067
-779.3032586,-22.45457067
-1471.498215,-22.45457067
-1417.017801,-22.45457067
-1445.734025,-22.45457067
-310.3078175,-22.45457067
-522.3068289,-22.45457067
-504.7761258,-22.45457067
-512.9140848,-22.45457067
-514.9449144,-22.45457067
-925.9715621,-22.45457067
-736.7205006,-22.45457067
-749.2787759,-22.45457067
-756.4158028,-22.45457067
-1082.658226,-22.45457067
-720.548257,-22.45457067
-717.2539259,-22.45457067
-778.0762904,-22.45457067
-805.047614,-22.45457067
-803.0372506,-22.45457067
-803.0374667,-22.45457067
-803.5526271,-22.45457067
-856.5577058,-22.45457067
-820.1057648,-22.45457067
-1168.51109,-22.45457067
-1167.539446,-22.45457067
-1216.30365,-22.45457067
-1217.075827,-22.45457067
-1184.646182,-22.45457067
-2781.578241,-22.45457067
-2777.578241,-22.45457067
-2777.578241,-22.45457067
-2779.060107,-22.45457067
-2781.038595,-22.45457067
-2779.020827,-22.45457067
-2779.53029,-22.45457067
-2743.982478,-22.45457067
-2474.326165,-22.45457067
-2430.100744,-22.45457067
-2426.058333,-22.45457067
-2431.607694,-22.45457067
-2425.602594,-22.45457067
-2428.174318,-22.45457067
-2749.646392,-22.45457067
-2433.157804,-22.45457067
-2428.12713,-22.45457067
-2430.445682,-22.45457067
-2424.945682,-22.45457067
-2424.945682,-22.45457067
-2423.918518,-22.45457067
-2370.671051,-22.45457067
-2376.628265,-22.45457067
-2739.591434,-22.45457067
-2777.020521,-22.45457067
-2775.367095,-22.45457067
-2769.087426,-22.45457067
-2771.560681,-22.45457067
-2778.669905,-22.45457067
-2773.110547,-22.45457067
-2778.030763,-22.45457067
-1987.242058,-22.45457067
-1977.866491,-22.45457067
-466.2256318,-22.45457067
-465.2148596,-22.45457067
-837.0816412,-22.45457067
-825.0816412,-22.45457067
-439.7055054,-22.45457067
-483.2804057,-22.45457067
-745.485933,-22.45457067
-767.3857465,-22.45457067
-715.3992926,-22.45457067
-616.6240412,-22.45457067
-254.3872932,-22.45457067
-255.1453132,-22.45457067
-987.8857762,-22.45457067
-982.3752872,-22.45457067
-116.4271598,-22.45457067
-65.94701082,-22.45457067
-804.6853332,-22.45457067
-1174.707553,-22.45457067
-65.07924672,-22.45457067
-244.3162286,-22.45457067
-241.3162286,-22.45457067
-251.3705124,-22.45457067
-564.4117088,-22.45457067
-565.4493203,-22.45457067
-560.9492053,-22.45457067
-560.9492053,-22.45457067
-894.0253934,-22.45457067
-932.5442954,-22.45457067
-930.4605675,-22.45457067
-943.0541954,-22.45457067
-983.0526941,-22.45457067
-983.3342898,-22.45457067
-1222.961416,-22.45457067
-1215.98914,-22.45457067
-1214.1234,-22.45457067
-1228.945889,-22.45457067
-1224.93772,-22.45457067
-826.6884528,-22.45457067
-823.1884528,-22.45457067
-825.6712891,-22.45457067
-825.6485113,-22.45457067
-824.6399843,-22.45457067
-836.2979326,-22.45457067
-784.8425481,-22.45457067
-2021.290922,-22.45457067
-2070.631731,-22.45457067
-2392.594862,-22.45457067
-2034.557366,-22.45457067
-2023.56581,-22.45457067
-2023.391743,-22.45457067
-827.0032004,-22.45457067
-780.9875109,-22.45457067
-777.4493383,-22.45457067
-2734.971524,-22.45457067
-2431.530915,-22.45457067
-2769.50311,-22.45457067
-2772.482054,-22.45457067
-742.6974218,-22.45457067
-730.6974218,-22.45457067
-761.5622155,-22.45457067
-752.0676372,-22.45457067
-752.0676372,-22.45457067
-1883.343295,-22.45457067
-1916.370692,-22.45457067
-1549.305412,-22.45457067
-1546.838648,-22.45457067
-970.9861481,-22.45457067
-819.158781,-22.45457067
-786.7430102,-22.45457067
-495.8539892,-22.45457067
-744.414288,-22.45457067
-750.9225888,-22.45457067
-694.9221205,-22.45457067
-694.9228866,-22.45457067
-747.9713178,-22.45457067
-783.3879295,-22.45457067
-774.3877066,-22.45457067
-774.5072924,-22.45457067
-777.5064433,-22.45457067
-773.5109229,-22.45457067
-786.1179398,-22.45457067
-784.4233479,-22.45457067
-774.917818,-22.45457067
-741.8537895,-22.45457067
-734.8495796,-22.45457067
-701.3056525,-22.45457067
-742.7339902,-22.45457067
-734.7339902,-22.45457067
-383.8998968,-22.45457067
-375.1260939,-22.45457067
-1197.439417,-22.45457067
-1524.35692,-22.45457067
-1571.412553,-22.45457067
-1599.924632,-22.45457067
-1256.190587,-22.45457067
-1209.729885,-22.45457067
-1230.109334,-22.45457067
-1225.601916,-22.45457067
-1551.541798,-22.45457067
-1239.101916,-22.45457067
-1208.324205,-22.45457067
-1028.514557,-22.45457067
-1072.110513,-22.45457067
-1043.740929,-22.45457067
-1042.240929,-22.45457067
-736.3244238,-22.45457067
-749.3510532,-22.45457067
-734.8415449,-22.45457067
-1896.396301,-22.45457067
-2333.705368,-22.45457067
-2393.139024,-22.45457067
-2034.447531,-22.45457067
-2028.179825,-22.45457067
-2022.179825,-22.45457067
-2339.413885,-22.45457067
-2696.111577,-22.45457067
-2690.024433,-22.45457067
-2690.021885,-22.45457067
-2654.090997,-22.45457067
