Train,Test
-72.19598902,
-72.19598902,
-72.19598902,
-72.19598902,
-72.19598902,
-72.19598902,
-72.19598902,
-72.19598902,
-72.19598902,
-72.19598902,
-72.19598902,
-72.19598902,
-72.19598902,
-72.19598902,
-72.19598902,
-468.1119157,
-467.5040071,
-462.5040071,
-462.5040071,
-462.5040071,
-462.5040071,
-462.5040071,
-462.5040071,
-834.3593086,
-472.5040071,
-462.5040071,
-462.5040071,
-462.5040071,
-462.5040071,
-462.5040071,
-463.4126246,
-462.4126246,
-462.4126246,
-462.4126246,
-462.4126246,
-462.4126246,
-462.4126246,
-489.3762217,
-482.3762217,
-482.3762217,
-482.3762217,
-936.7842591,
-487.8762217,
-482.3762217,
-482.3762217,
-482.3762217,
-482.3762217,
-482.3762217,
-482.3762217,
-482.3762217,
-482.3762217,
-482.3762217,
-482.3762217,
-482.3762217,
-482.3762217,
-482.3762217,
-482.3762217,
-482.3762217,
-482.3762217,
-482.3762217,
-482.3762217,
-482.3762217,
-482.3762217,
-116.8668105,
-111.3668105,
-111.3668105,
-111.3668105,
-111.3668105,
-111.3668105,
-111.3668105,
-111.3668105,
-111.3668105,
-118.424053,
-114.2194002,
-111.7150638,
-111.7150638,
-111.7150638,
-111.7150638,
-111.7150638,
-111.7150638,
-111.7150638,
-73.72635807,
-71.72635807,
-71.72635807,
-71.72635807,
-71.72635807,
-71.72635807,
-71.72635807,
-71.72635807,
-71.72635807,
-71.72635807,
-2778.487325,
-81.72635807,
-71.72635807,
-71.72635807,
-71.72635807,
-71.72635807,
-71.72635807,
-71.72635807,
-445.7205472,
-78.46883136,
-71.96883136,
-435.1513355,
-431.6469884,
-431.6469884,
-431.6469884,
-431.6469884,
-431.6469884,
-431.6469884,
-431.6469884,
-431.6469884,
-431.6469884,
-431.6469884,
-431.6469884,
-431.6469884,
-431.6469884,
-431.6469884,
-431.6469884,
-827.7573243,
-438.6469884,
-431.6469884,
-431.6469884,
-431.6469884,
-431.6469884,
-2015.295312,
-334.2189384,
-74.42149216,
-24.93114443,
-21.93114443,
-21.93114443,
-21.93114443,
-21.93114443,
-25.9526015,
-21.9526015,
-65.48372566,
-62.04988652,
-62.04988652,
-62.04988652,
-62.04988652,
-62.04988652,
-62.04988652,
-62.04988652,
-62.04988652,
-62.05423121,
-62.05423121,
-62.05423121,
-62.05423121,
-62.05423121,
-62.05423121,
-62.05423121,
-62.05423121,
-62.05411459,
-64.05366029,
-62.05366029,
-62.05366029,
-62.05366029,
-62.05366029,
-62.05366029,
-62.05366029,
-62.05366029,
-62.05366029,
-62.05366029,
-62.05366029,
-448.2353969,
-69.05366029,
-62.05366029,
-62.05366029,
-65.58804697,
-66.05366029,
-65.58804697,
-66.05366029,
-65.58804697,
-66.05366029,
-65.58804697,
-66.05366029,
-65.58804697,
-66.05366029,
-65.58804697,
-66.05366029,
-64.5827433,
-62.0827433,
-62.0827433,
-62.0827433,
-62.0827433,
-62.0827433,
-62.0827433,
-62.0827433,
-67.53623738,
-62.03623738,
-62.03623738,
-62.03623738,
-62.03623738,
-62.03623738,
-62.03623738,
-62.03623738,
-62.03623738,
-62.03623738,
-62.03623738,
-62.03623738,
-62.03623738,
-62.03623738,
-62.03623738,
-62.03623738,
-62.03623738,
-62.03623738,
-62.03623738,
-62.03623738,
-62.03623738,
-62.03623738,
-62.03623738,
-62.03623738,
-62.03623738,
-62.03623738,
-62.03623738,
-62.03623738,
-62.03612673,
-62.03612673,
-62.03612673,
-62.03612673,
-62.03612673,
-62.03612673,
-62.03612673,
-62.03612673,
-65.32280173,
-62.32280173,
-62.32280173,
-62.32280173,
-63.45617586,
-62.45617586,
-62.45617586,
-62.45617586,
-62.45617586,
-62.45617586,
-62.45617586,
-62.45617586,
-62.45617586,
-62.45617586,
-62.45617586,
-62.45617586,
-62.45617586,
-62.45617586,
-65.9569734,
-62.4569734,
-62.4569734,
-62.4569734,
-62.4569734,
-62.4569734,
-62.4569734,
-62.4569734,
-62.4569734,
-62.4569734,
-62.4569734,
-62.4569734,
-62.4569734,
-62.4569734,
-62.4569734,
-425.8739279,
-66.35526173,
-63.25754028,
-62.25754028,
-62.25754028,
-62.25754028,
-62.25754028,
-62.25754028,
-62.25754028,
-62.25754028,
-62.25754028,
-62.25754028,
-62.25754028,
-62.25754028,
-62.25754028,
-62.25754028,
-62.25754028,
-62.25754028,
-62.25754028,
-62.25754028,
-62.25754028,
-62.25754028,
-62.25754028,
-63.16752247,
-62.16752247,
-62.16752247,
-62.16752247,
-62.16752247,
-62.16752247,
-62.16752247,
-62.16752247,
-62.16752247,
-62.16752247,
-62.16752247,
-62.16752247,
-62.16752247,
-62.16752247,
-62.16752247,
-62.16752247,
-62.16752247,
-62.16752247,
-64.68824923,
-62.18824923,
-62.18824923,
-62.18824923,
-62.18824923,
-62.18824923,
-62.25790831,
-29.19826772,
-22.19826772,
-22.19826772,
-22.19826772,
-22.19826772,
-22.19826772,
-22.19826772,
-22.19826772,
-22.19826772,
-22.19826772,
-22.19826772,
-22.19826772,
-22.19826772,
-23.20370425,
-23.19826772,
-22.19826772,
-22.19826772,
-22.19826772,
-22.19826772,
-22.19826772,
-22.19826772,
-22.19826772,
-22.19826772,
-22.19826772,
-22.19826772,
-22.19826772,
-22.19826772,
-22.19826772,
-22.19826772,
-22.19826772,
-22.19826772,
-22.19826772,
-22.19826772,
-22.19826772,
-22.19826772,
-24.71961065,
-23.22505897,
-23.21961065,
-23.22505897,
-25.78916436,
-24.546824,
-22.046824,
-22.046824,
-24.28916436,
-24.546824,
-24.28916436,
-24.546824,
-24.28916436,
-24.546824,
-24.28916436,
-24.546824,
-24.28916436,
-24.546824,
-24.28916436,
-24.546824,
-24.28916436,
-24.546824,
-24.28916436,
-24.546824,
-24.28916436,
-24.546824,
-24.28916436,
-24.546824,
-24.28916436,
-24.546824,
-24.28916436,
-24.546824,
-24.28916436,
-24.546824,
-24.28916436,
-24.546824,
-24.28916436,
-24.546824,
-24.28916436,
-24.546824,
-24.28916436,
-24.546824,
-22.046824,
-24.28916436,
-24.546824,
-24.28916436,
-24.546824,
-24.28916436,
-24.546824,
-24.28916436,
-24.546824,
-24.28916436,
-24.546824,
-24.28916436,
-24.546824,
-24.28916436,
-26.22505897,
-25.78916436,
-26.22505897,
-25.78916436,
-26.22505897,
-22.22505897,
-22.22505897,
-337.44815,
-332.453425,
-331.453425,
-331.453425,
-331.453425,
-331.453425,
-331.453425,
-331.453425,
-331.453425,
-331.453425,
-331.453425,
-331.453425,
-331.453425,
-331.453425,
-332.5911851,
-331.5911851,
-331.5911851,
-331.5911851,
-331.5911851,
-331.5911851,
-331.5911851,
-331.5911851,
-331.5911851,
-331.5911851,
-331.5911851,
-331.5911851,
-331.5911851,
-331.5911851,
-331.5911851,
-331.5911851,
-331.5911851,
-331.5911851,
-331.5911851,
-331.5911851,
-331.5911851,
-331.5911851,
-331.5911851,
-331.5911851,
-331.5911851,
-331.5911851,
-331.5911851,
-331.5911851,
-331.5911851,
-331.5911851,
-331.5911851,
-331.5911851,
-331.5911851,
-331.5911851,
-331.5911851,
-334.3412664,
-333.1853331,
-331.6853331,
-331.6853331,
-331.6853331,
-331.6853331,
-331.6853331,
-331.6853331,
-331.6853331,
-331.6853331,
-375.2158711,
-371.7158711,
-371.7158711,
-371.7158711,
-371.7158711,
-371.7158711,
-371.7158711,
-371.7158711,
-371.7158711,
-371.7158711,
-371.7158711,
-371.7158711,
-371.7158711,
-371.7158711,
-371.7158711,
-371.7158711,
-383.1352492,
-371.6352492,
-371.6352492,
-371.6352492,
-371.6352492,
-371.6352492,
-424.2829006,
-415.2006965,
-424.7829006,
-415.2006965,
-424.7829006,
-415.2006965,
-424.7829006,
-415.2006965,
-424.7829006,
-415.2006965,
-424.7829006,
-415.2006965,
-424.7829006,
-415.2006965,
-424.7829006,
-415.2006965,
-424.7829006,
-415.2006965,
-424.7829006,
-415.2006965,
-374.3078153,
-69.22872629,
-62.2288458,
-62.2288458,
-62.2288458,
-62.2288458,
-63.74209566,
-62.24209566,
-62.24209566,
-62.24209566,
-62.24209566,
-62.24209566,
-62.29724371,
-62.29724371,
-62.29724371,
-62.29724371,
-62.29724371,
-62.29724371,
-62.29724371,
-62.29724371,
-62.29724371,
-62.29724371,
-62.29724371,
-62.29724371,
-62.29724371,
-62.29724371,
-62.29724371,
-62.29724371,
-62.29724371,
-469.502835,
-68.74209566,
-62.29724371,
-62.29724371,
-62.29724371,
-62.29724371,
-62.29724371,
-62.29724371,
-62.29724371,
-62.29724371,
-65.90996658,
-66.29724371,
-62.29724371,
-62.29724371,
-62.29724371,
-63.78402211,
-62.28402211,
-62.28402211,
-62.28402211,
-62.28402211,
-62.28402211,
-62.28402211,
-62.28402211,
-62.28402211,
-62.28402211,
-62.28402211,
-62.28402211,
-62.28402211,
-29.32890106,
-23.18071941,
-22.18071941,
-23.07139895,
-23.18071941,
-2779.316212,
-32.68071941,
-22.18071941,
-22.18071941,
-22.18071941,
-22.18071941,
-22.18071941,
-22.18071941,
-22.18071941,
-22.18071941,
-22.18071941,
-22.18071941,
-22.18071941,
-22.18071941,
-22.18071941,
-26.65623534,
-26.68071941,
-22.18071941,
-22.18071941,
-22.18071941,
-22.18071941,
-22.18071941,
-22.18071941,
-22.18071941,
-22.18071941,
-22.18071941,
-22.18071941,
-67.73221261,
-66.19805555,
-62.19805555,
-62.19805555,
-62.19805555,
-62.19805555,
-62.19805555,
-62.19805555,
-62.19805555,
-62.19805555,
-62.19805555,
-62.19805555,
-62.19805555,
-62.19805555,
-62.19805555,
-62.19805555,
-32.61960279,
-27.14670727,
-22.14670727,
-22.14670727,
-22.14670727,
-22.14670727,
-22.14670727,
-22.14670727,
-22.14670727,
-22.14670727,
-22.14670727,
-22.14670727,
-22.14670727,
-22.14670727,
-24.16350721,
-2497.564097,
-28.66350721,
-24.14670727,
-22.14670727,
-22.14670727,
-22.14670727,
-22.14670727,
-22.14670727,
-22.14670727,
-22.14670727,
-22.14670727,
-22.14670727,
-22.14670727,
-22.14670727,
-22.14670727,
-22.14670727,
-23.14127673,
-23.14670727,
-23.14127673,
-23.14670727,
-23.14127673,
-22.14127673,
-66.10583452,
-62.10583452,
-62.10583452,
-62.10583452,
-62.10583452,
-62.10583452,
-62.10583452,
-62.10583452,
-62.10583452,
-62.10583452,
-63.11124465,
-62.11124465,
-62.11124465,
-62.11124465,
-427.5045437,
-69.21282329,
-62.21282329,
-62.21282329,
-73.8165341,
-62.3165341,
-62.3165341,
-62.3165341,
-62.3165341,
-62.3165341,
-62.3165341,
-62.3165341,
-62.3165341,
-458.8662059,
-68.26173292,
-65.43921276,
-61.93921276,
-61.93921276,
-61.93921276,
-61.93921276,
-61.93921276,
-61.93921276,
-61.93921276,
-61.93921276,
-61.93921276,
-61.93921276,
-61.93921276,
-61.93921276,
-61.93921276,
-61.93921276,
-61.93921276,
-383.525965,
-1998.453531,
-427.9380972,
-427.7379584,
-121.7158616,
-75.6822593,
-72.1822593,
-72.1822593,
-72.1822593,
-72.1822593,
-72.1822593,
-72.1822593,
-72.1822593,
-72.1822593,
-72.1822593,
-72.1822593,
-72.1822593,
-72.23607499,
-72.23607499,
-72.23607499,
-72.23607499,
-72.23607499,
-72.23607499,
-72.23607499,
-72.23607499,
-72.23607499,
-72.23607499,
-72.23607499,
-72.23607499,
-72.23607499,
-72.23607499,
-72.23607499,
-72.23607499,
-72.23607499,
-72.23607499,
-72.23607499,
-72.23607499,
-72.23607499,
-72.23607499,
-72.23607499,
-72.23607499,
-72.23607499,
-72.23607499,
-72.23607499,
-72.23607499,
-72.23607499,
-72.23607499,
-72.23607499,
-72.23607499,
-72.23607499,
-72.23607499,
-72.23607499,
-72.23607499,
-72.23607499,
-72.23607499,
-72.23607499,
-72.23607499,
-73.72547877,
-72.22547877,
-72.22547877,
-72.22547877,
-72.22547877,
-72.22547877,
-72.22547877,
-72.22547877,
-72.22547877,
-72.22547877,
-72.22547877,
-72.22547877,
-72.22547877,
-72.22547877,
-72.22547877,
-72.22547877,
-118.785474,
-112.285474,
-112.285474,
-112.285474,
-112.285474,
-112.285474,
-112.285474,
-112.285474,
-112.285474,
-112.285474,
-112.285474,
-112.285474,
-160.2152587,
-473.091029,
-464.091029,
-464.0859202,
-464.0859202,
-464.0859202,
-2118.582535,
-2112.582535,
-2112.582535,
-2112.582535,
-2112.582535,
-2112.582535,
-2112.582535,
-2112.582535,
-2112.582535,
-2112.582535,
-1738.11976,
-2117.582535,
-2112.582535,
-2112.582535,
-2112.582535,
-2112.582535,
-2112.582535,
-2112.582535,
-2112.582535,
-2112.582535,
-2112.582535,
-2112.582535,
-2112.582535,
-2112.582535,
-2112.582535,
-2112.582535,
-2112.582535,
-2112.582535,
-2112.582535,
-2112.582535,
-2112.582535,
-2112.703855,
-2163.11881,
-2152.61881,
-2152.61881,
-2152.61881,
-1767.803822,
-1763.303822,
-1763.303822,
-1763.303822,
-1763.303822,
-1763.303822,
-1763.303822,
-1763.303822,
-1763.303822,
-1763.303822,
-1763.303822,
-1763.303822,
-1763.303822,
-1763.303822,
-1763.303822,
-1763.303822,
-1763.303822,
-1763.303822,
-1763.303822,
-1763.303822,
-1763.303822,
-1763.303822,
-1763.303822,
-1763.303822,
-1763.303822,
-1763.303822,
-1765.827462,
-1763.327462,
-1763.327462,
-1763.327462,
-1763.327462,
-1763.327462,
-1763.327462,
-1763.327462,
-1763.327462,
-1763.327462,
-1763.327462,
-1763.327462,
-1763.327462,
-1763.327462,
-1763.327462,
-1763.327462,
-2465.510474,
-785.4600225,
-389.5752422,
-80.71850645,
-72.16583459,
-72.16583459,
-72.16583459,
-72.16583459,
-72.16583459,
-72.16583459,
-72.16583459,
-72.16583459,
-72.16583459,
-72.16583459,
-72.16583459,
-72.16583459,
-72.16583459,
-72.16583459,
-72.16583459,
-72.16583459,
-72.16583459,
-72.16583459,
-72.16583459,
-72.16583459,
-73.27315356,
-72.27315356,
-72.27315356,
-72.27315356,
-72.27315356,
-72.27315356,
-72.27315356,
-72.27315356,
-72.27315356,
-72.27315356,
-72.27315356,
-72.27315356,
-72.27315356,
-72.27315356,
-72.27315356,
-72.27315356,
-72.27315356,
-72.27315356,
-72.27315356,
-72.27315356,
-72.27315356,
-72.27315356,
-72.27315356,
-72.27315356,
-72.27315356,
-72.27315356,
-72.27315356,
-72.27315356,
-78.32343757,
-72.32343757,
-74.13007535,
-72.13447152,
-72.13447152,
-72.13447152,
-76.59584239,
-76.63447152,
-72.13447152,
-72.13447152,
-72.13447152,
-72.13447152,
-72.13447152,
-72.13447152,
-72.13447152,
-72.13447152,
-72.13447152,
-72.13447152,
-72.13447152,
-72.13447152,
-76.1564103,
-73.87418382,
-74.85794145,
-71.85794145,
-71.85794145,
-71.85794145,
-71.85794145,
-71.85794145,
-71.85794145,
-71.85794145,
-71.85794145,
-72.85253697,
-72.85794145,
-71.85794145,
-71.85794145,
-71.85794145,
-71.85794145,
-71.85794145,
-71.85794145,
-71.85794145,
-71.85794145,
-71.85794145,
-71.85794145,
-73.54198278,
-72.04198278,
-72.04198278,
-72.04198278,
-72.04198278,
-72.04198278,
-72.04198278,
-72.04198278,
-72.04198278,
-72.04198278,
-72.04198278,
-72.04198278,
-72.04198278,
-72.04198278,
-72.04198278,
-72.04198278,
-72.04198278,
-72.04198278,
-72.04198278,
-72.04198278,
-72.04198278,
-74.03124266,
-72.03124266,
-72.03124266,
-72.03124266,
-77.05812913,
-72.05812913,
-72.05812913,
-72.05812913,
-72.05812913,
-72.05812913,
-72.05812913,
-72.05812913,
-72.05812913,
-72.05812913,
-72.05812913,
-72.05812913,
-72.05812913,
-72.05812913,
-72.05812913,
-72.05812913,
-72.05812913,
-72.05812913,
-72.05812913,
-72.05812913,
-72.05812913,
-72.05812913,
-72.05812913,
-72.05812913,
-72.05812913,
-72.05812913,
-72.05812913,
-72.05812913,
-444.3509908,
-81.65191629,
-78.59815897,
-72.09815897,
-72.09815897,
-72.09815897,
-72.09815897,
-72.09815897,
-72.09815897,
-72.09815897,
-72.09815897,
-72.09815897,
-72.09815897,
-72.09815897,
-72.09815897,
-72.09815897,
-72.09815897,
-72.09815897,
-72.09815897,
-72.09815897,
-72.09815897,
-72.09815897,
-72.09815897,
-72.09815897,
-72.09815897,
-72.09815897,
-72.09815897,
-72.09815897,
-72.09815897,
-72.09815897,
-72.09815897,
-72.09815897,
-72.09815897,
-72.09815897,
-72.09815897,
-72.09815897,
-24.60725974,
-23.92728493,
-62.8518945,
-61.8518945,
-61.8518945,
-61.8518945,
-61.8518945,
-61.8518945,
-61.8518945,
-61.8518945,
-474.572856,
-476.1058375,
-472.1058375,
-472.1058375,
-472.1058375,
-472.1058375,
-472.1058375,
-472.1058375,
-472.1058375,
-472.1058375,
-478.0738411,
-472.0738411,
-472.0738411,
-472.0738411,
-472.0738411,
-472.0738411,
-472.0738411,
-472.0738411,
-472.0738411,
-472.0738411,
-472.0738411,
-472.0738411,
-472.0738411,
-472.0738411,
-472.0738411,
-472.0738411,
-472.0738411,
-483.8158831,
-481.8158831,
-481.8158831,
-481.8158831,
-481.8158831,
-481.8158831,
-481.8158831,
-481.8158831,
-481.8158831,
-482.8156536,
-482.8158831,
-481.8158831,
-481.8158831,
-481.8158831,
-481.8158831,
-538.3235147,
-531.8235147,
-531.8235147,
-531.8235147,
-531.8235147,
-531.8235147,
-531.8235147,
-531.8235147,
-531.8235147,
-531.8235147,
-531.8235147,
-531.8235147,
-531.8235147,
-531.8235147,
-531.8235147,
-531.8235147,
-531.8235147,
-531.8235147,
-531.8235147,
-531.8235147,
-533.8071845,
-531.8071845,
-531.8071845,
-531.8071845,
-531.8071845,
-531.8071845,
-531.8071845,
-531.8071845,
-531.8071845,
-531.8071845,
-531.8071845,
-531.8071845,
-531.8071845,
-531.8071845,
-531.8071845,
-531.8071845,
-531.8071845,
-531.8071845,
-531.8071845,
-531.8071845,
-531.8071845,
-531.8071845,
-531.8071845,
-531.8071845,
-531.8071845,
-531.8071845,
-531.8071845,
-531.8071845,
-353.5308225,
-357.5626566,
-393.0768181,
-735.6815985,
-731.1815985,
-731.1815985,
-731.1815985,
-731.1815985,
-731.1815985,
-731.1815985,
-731.1815985,
-731.1815985,
-1130.442281,
-739.1815985,
-731.1815985,
-731.1815985,
-731.1815985,
-731.1815985,
-731.1815985,
-731.1815985,
-731.1815985,
-731.1815985,
-731.1815985,
-731.1815985,
-731.1815985,
-731.1815985,
-731.1815985,
-731.1815985,
-731.1815985,
-731.1815985,
-731.1815985,
-731.1815985,
-731.1815985,
-731.1815985,
-731.1815985,
-731.1815985,
-731.1815985,
-731.1815985,
-731.1815985,
-731.1815985,
-731.1815985,
-731.1815985,
-731.1815985,
-731.1815985,
-731.1815985,
-731.1815985,
-731.1815985,
-731.1815985,
-731.1815985,
-731.1815985,
-731.1815985,
-731.1815985,
-731.1815985,
-731.1815985,
-731.1815985,
-731.1815985,
-698.2419001,
-691.2419001,
-691.2419001,
-691.2419001,
-691.2419001,
-691.2419001,
-691.2419001,
-691.2419001,
-155.0526917,
-146.6796675,
-117.6490021,
-74.12721903,
-72.12721903,
-72.12721903,
-72.12721903,
-72.12721903,
-72.12721903,
-72.12721903,
-72.12721903,
-72.12721903,
-72.12721903,
-72.12721903,
-72.12721903,
-72.12721903,
-72.12721903,
-72.12721903,
-72.12721903,
-72.12721903,
-72.12721903,
-72.12721903,
-72.12721903,
-72.12721903,
-72.12721903,
-72.12721903,
-72.12721903,
-72.12721903,
-72.07157716,
-72.07157716,
-72.07157716,
-72.07157716,
-73.41645886,
-71.91645886,
-71.91645886,
-71.91645886,
-77.86402235,
-71.86402235,
-71.86402235,
-71.86402235,
-71.86402235,
-71.86402235,
-71.86402235,
-71.86402235,
-71.86402235,
-71.86402235,
-71.86402235,
-71.86402235,
-71.86402235,
-71.86402235,
-71.86402235,
-71.86402235,
-74.07521656,
-72.07521656,
-72.07521656,
-72.07521656,
-72.07521656,
-72.07521656,
-72.07521656,
-72.07521656,
-72.07521656,
-72.07521656,
-72.07521656,
-72.07521656,
-72.07521656,
-72.07521656,
-72.07521656,
-72.07521656,
-72.07521656,
-75.51216459,
-71.51216459,
-71.51216459,
-71.51216459,
-434.2297222,
-476.7599097,
-475.8117078,
-471.3117078,
-471.3117078,
-471.3117078,
-471.3117078,
-471.3117078,
-471.3117078,
-471.3117078,
-471.3117078,
-475.7599097,
-471.2599097,
-471.2599097,
-471.2599097,
-471.2599097,
-471.2599097,
-471.2599097,
-471.2599097,
-471.2599097,
-471.2599097,
-783.8800461,
-472.575919,
-471.075919,
-471.075919,
-471.075919,
-471.075919,
-471.075919,
-471.075919,
-471.075919,
-474.6049594,
-471.1049594,
-471.1049594,
-471.1049594,
-471.1049594,
-471.1049594,
-471.1049594,
-760.9793797,
-465.2944056,
-435.2747008,
-454.5923326,
-434.2747008,
-434.2970486,
-431.7970486,
-431.7970486,
-431.7970486,
-431.7970486,
-431.7970486,
-431.7970486,
-431.7970486,
-431.7970486,
-431.7970486,
-431.7970486,
-431.7970486,
-431.7970486,
-431.7970486,
-431.7970486,
-431.7970486,
-843.6711523,
-441.2970486,
-431.7970486,
-431.7970486,
-431.7970486,
-431.7970486,
-431.7970486,
-431.7970486,
-431.7970486,
-431.7970486,
-431.7970486,
-431.7970486,
-431.7970486,
-433.7859397,
-431.7859397,
-431.7859397,
-431.7859397,
-431.7859397,
-431.7859397,
-431.7859397,
-431.7859397,
-431.7859397,
-431.7859397,
-431.7859397,
-431.7859397,
-431.7859397,
-431.7859397,
-431.7859397,
-431.7859397,
-481.8699862,
-471.8699862,
-474.3475034,
-471.8475034,
-471.8475034,
-471.8475034,
-474.3175953,
-471.8175953,
-471.8175953,
-471.8175953,
-471.8175953,
-471.8175953,
-474.3475034,
-471.8475034,
-471.8475034,
-471.8475034,
-471.8475034,
-471.8475034,
-471.8475034,
-471.8475034,
-421.9240327,
-471.8475034,
-421.9240327,
-471.8475034,
-421.9240327,
-421.9240327,
-422.7725918,
-421.7725918,
-422.9240327,
-421.9240327,
-421.9240327,
-421.9240327,
-421.9240327,
-421.9240327,
-421.9240327,
-421.9240327,
-421.9240327,
-421.9240327,
-421.9240327,
-421.9240327,
-113.0050991,
-423.3394472,
-468.9100399,
-464.3803411,
-461.8803411,
-461.8803411,
-462.7737515,
-461.7737515,
-461.7737515,
-461.7737515,
-461.7737515,
-461.7737515,
-463.9132625,
-462.9135787,
-461.4135787,
-461.4135787,
-461.4135787,
-461.4135787,
-461.4135787,
-461.4135787,
-463.080663,
-595.1629753,
-465.580663,
-860.049706,
-469.0230233,
-594.6629753,
-465.580663,
-595.1629753,
-465.580663,
-595.1629753,
-465.580663,
-595.1629753,
-465.580663,
-461.580663,
-461.580663,
-461.580663,
-461.580663,
-461.580663,
-461.580663,
-461.580663,
-461.580663,
-461.580663,
-461.580663,
-461.580663,
-461.580663,
-461.580663,
-461.580663,
-461.580663,
-595.1629753,
-467.2655813,
-596.6629753,
-467.2655813,
-596.6629753,
-467.2655813,
-596.6629753,
-467.2655813,
-596.6629753,
-467.2655813,
-596.6629753,
-467.2655813,
-596.6629753,
-467.2655813,
-596.6629753,
-467.2655813,
-596.6629753,
-592.5554189,
-581.0554189,
-581.0554189,
-581.0554189,
-581.0554189,
-581.0554189,
-581.0554189,
-581.0554189,
-581.0554189,
-581.0554189,
-581.0554189,
-581.0554189,
-581.0554189,
-581.0554189,
-581.0554189,
-590.6406232,
-467.2435293,
-463.4478552,
-461.9478552,
-461.9478552,
-461.9478552,
-461.9478552,
-461.9478552,
-461.9478552,
-461.9478552,
-461.9478552,
-461.9478552,
-461.9478552,
-461.9478552,
-461.9478552,
-461.9478552,
-461.9478552,
-461.9478552,
-461.9478552,
-461.9478552,
-461.9478552,
-461.9478552,
-461.9478552,
-461.9478552,
-461.9478552,
-461.9478552,
-461.9478552,
-517.9468486,
-511.9468486,
-511.9468486,
-511.9468486,
-511.9468486,
-525.4823565,
-156.8853073,
-109.8506758,
-104.8512221,
-102.3512221,
-102.3512221,
-102.3512221,
-102.3512221,
-69.78430061,
-62.28430061,
-62.28430061,
-62.28430061,
-62.28430061,
-62.28430061,
-62.28430061,
-62.28430061,
-62.28430061,
-62.28430061,
-62.28430061,
-62.28430061,
-64.47518927,
-61.97518927,
-61.97518927,
-61.97518927,
-62.96721439,
-61.96721439,
-61.96721439,
-61.96721439,
-61.96721439,
-61.96721439,
-61.96721439,
-61.96721439,
-61.96721439,
-61.96721439,
-61.96721439,
-61.96721439,
-61.96721439,
-61.96721439,
-61.96721439,
-61.96721439,
-61.96721439,
-61.96721439,
-61.96721439,
-61.96721439,
-61.96721439,
-61.96721439,
-61.96721439,
-61.96721439,
-61.96721439,
-61.96721439,
-61.96721439,
-61.96721439,
-61.96721439,
-61.96721439,
-61.96721439,
-61.96721439,
-61.96721439,
-61.96721439,
-61.96721439,
-61.96721439,
-61.96721439,
-61.96721439,
-61.96721439,
-61.96721439,
-61.96721439,
-61.96721439,
-61.96721439,
-61.96721439,
-64.49537201,
-61.99537201,
-61.99537201,
-61.99537201,
-61.99537201,
-61.99537201,
-61.99537201,
-386.2314759,
-71.37303104,
-62.37303104,
-62.37303104,
-62.37303104,
-62.37303104,
-62.37303104,
-62.37303104,
-62.37303104,
-62.37303104,
-62.37303104,
-62.37303104,
-62.37303104,
-62.37303104,
-62.37303104,
-62.37303104,
-62.37303104,
-62.37303104,
-62.37303104,
-62.37303104,
-62.37303104,
-62.37303104,
-62.37303104,
-457.8202544,
-68.64390269,
-62.14390269,
-62.14390269,
-62.14390269,
-62.14390269,
-62.14390269,
-62.14390269,
-62.14390269,
-62.14390269,
-62.14390269,
-62.14390269,
-62.14390269,
-62.14390269,
-62.14390269,
-62.14390269,
-62.14390269,
-62.14390269,
-62.14390269,
-62.14390269,
-62.14390269,
-62.14390269,
-62.14390269,
-62.14390269,
-62.14390269,
-475.8350392,
-66.68918124,
-63.0502614,
-62.0502614,
-62.0502614,
-62.0502614,
-62.0502614,
-62.0502614,
-62.0502614,
-62.0502614,
-62.0502614,
-62.0502614,
-62.0502614,
-62.0502614,
-62.0502614,
-62.0502614,
-62.0502614,
-62.0502614,
-62.0502614,
-62.0502614,
-62.0502614,
-62.0502614,
-62.0502614,
-62.0502614,
-62.0502614,
-61.98407742,
-61.98407742,
-61.98407742,
-61.98407742,
-61.98407742,
-61.98407742,
-2737.736532,
-69.48407742,
-63.11861876,
-62.98407742,
-61.98407742,
-61.98407742,
-61.98407742,
-61.98407742,
-61.98407742,
-61.98407742,
-61.98407742,
-61.98407742,
-61.98407742,
-61.98407742,
-61.98407742,
-61.98407742,
-61.98407742,
-61.98407742,
-61.98407742,
-61.98407742,
-61.98407742,
-61.98407742,
-61.98407742,
-113.5937859,
-105.5550608,
-102.0550608,
-115.4482545,
-104.4488262,
-101.9488262,
-101.9488262,
-101.9488262,
-101.9488262,
-101.9488262,
-101.9488262,
-101.9488262,
-471.3614074,
-110.3974477,
-101.8974477,
-101.8974477,
-101.8974477,
-101.8974477,
-101.8974477,
-101.8974477,
-101.8974477,
-101.8974477,
-101.8974477,
-101.8974477,
-101.8974477,
-101.8974477,
-101.8974477,
-101.8974477,
-101.8974477,
-101.8974477,
-101.8974477,
-101.8974477,
-101.8974477,
-101.8974477,
-101.8974477,
-101.8974477,
-101.8974477,
-101.8974477,
-101.8974477,
-101.8974477,
-67.939202,
-61.939202,
-61.939202,
-64.92297685,
-61.92297685,
-61.92297685,
-61.92297685,
-61.92297685,
-61.92297685,
-61.92297685,
-61.92297685,
-61.92297685,
-61.92297685,
-61.92297685,
-61.92297685,
-61.87363373,
-61.87363373,
-61.87363373,
-61.87363373,
-63.37328765,
-61.87328765,
-61.87328765,
-61.87328765,
-61.87328765,
