Timestep,Ramp0,Ramp1
14571,-778.1594324,-167.2618258
14572,-778.1594324,-167.2618258
14573,-778.1594324,-167.2618258
14574,-778.1594324,-167.2618258
14575,-778.1594324,-167.2618258
14576,-778.1594324,-178.0656693
14577,-778.1594324,-167.0661399
14578,-778.1594324,-128.6873294
14579,-778.1594324,-168.5683762
14580,-778.1594324,-167.0661451
14581,-778.1594324,-167.0661412
14582,-778.1594324,-167.0661412
14583,-778.1594324,-167.0661412
14584,-778.1594324,-167.0661412
14585,-778.1594324,-167.0661412
14586,-778.1594324,-167.0661412
14587,-778.1594324,-167.0661412
14588,-778.1594324,-167.0661412
14589,-778.1594324,-178.2624384
14590,-778.1594324,-167.2618275
14591,-778.1594324,-167.2618258
14592,-778.1594324,-167.2618258
14593,-778.1594324,-167.2618258
14594,-778.1594324,-167.2618258
14595,-778.1594324,-167.2618258
14596,-778.1594324,-167.2618258
14597,-778.1594324,-167.2618258
14598,-778.1594324,-167.2618258
14599,-746.8123788,-167.2618258
14600,-738.3119536,-167.2618258
14601,-738.3119532,-167.2618258
14602,-738.3119532,-167.2618258
14603,-738.3119532,-167.2618258
14604,-738.3119532,-167.2618258
14605,-741.2576664,-167.2618258
14606,-738.2578358,-167.2618258
14607,-738.257836,-167.2618258
14608,-738.257836,-167.2618258
14609,-738.257836,-167.2618258
14610,-738.257836,-167.2618258
14611,-738.257836,-167.2618258
14612,-738.257836,-167.2618258
14613,-738.257836,-167.2618258
14614,-738.257836,-167.2618258
14615,-738.257836,-167.2618258
14616,-738.257836,-167.2618258
14617,-738.257836,-167.2618258
14618,-738.257836,-167.2239176
14619,-738.257836,-167.2239028
14620,-738.257836,-167.2239019
14621,-738.257836,-167.2239019
14622,-738.257836,-167.2239019
14623,-738.257836,-169.8951188
14624,-738.257836,-166.8954912
14625,-738.257836,-166.8954946
14626,-738.257836,-166.8954946
14627,-738.257836,-166.8954946
14628,-738.257836,-166.8954946
14629,-738.257836,-166.9361351
14630,-738.257836,-166.9361328
14631,-738.257836,-166.9361336
14632,-738.257836,-166.9361336
14633,-738.0618355,-166.9361336
14634,-738.0616323,-166.9361336
14635,-738.0616318,-166.9361336
14636,-738.0616318,-166.9361336
14637,-738.0616318,-166.9361336
14638,-738.0616318,-166.9361336
14639,-738.0616318,-166.9361336
14640,-738.0616318,-166.9361336
14641,-738.0616318,-166.9361336
14642,-783.9568998,-166.9361336
14643,-777.9573293,-166.9361336
14644,-777.9462294,-166.9361336
14645,-777.9462134,-166.9361336
14646,-777.9462133,-166.9361336
14647,-777.9462133,-166.9361336
14648,-777.9462133,-166.9361336
14649,-777.9462133,-166.9361336
14650,-777.9462133,-166.9361336
14651,-777.9462133,-166.9361336
14652,-777.9462133,-166.9361336
14653,-777.9462133,-171.9534764
14654,-777.9462133,-167.45341
14655,-777.9462133,-167.4534094
14656,-777.9462133,-167.4534094
14657,-750.7338096,-167.4534094
14658,-779.9462414,-167.4534094
14659,-777.9462134,-167.4534094
14660,-777.9462133,-167.4534094
14661,-777.9462133,-167.4534094
14662,-777.9462133,-167.4534094
14663,-777.9462133,-167.4534094
14664,-777.9462133,-167.4534094
14665,-777.9462133,-167.4534094
14666,-777.9462133,-167.4534094
14667,-777.9462133,-167.4534094
14668,-777.9462133,-167.4534094
14669,-2078.78787,-167.4534094
14670,-752.5922806,-167.4534094
14671,-748.5921998,-167.4534094
14672,-748.5921996,-167.4534094
14673,-748.5921996,-168.7616064
14674,-748.5921996,-167.2618237
14675,-748.5921996,-167.2618257
14676,-748.5921996,-167.2618258
14677,-752.0138909,-525.0162727
14678,-631.1167413,-519.5162557
14679,-615.615864,-519.5162556
14680,-615.6158619,-519.5162556
14681,-615.6158619,-519.5162556
14682,-615.6158619,-519.5162556
14683,-621.0244758,-519.5162556
14684,-615.5248235,-524.1177249
14685,-615.5248239,-519.6177531
14686,-615.5248239,-519.6177533
14687,-615.5248239,-519.6177533
14688,-615.5248239,-519.6177533
14689,-978.669615,-519.6177533
14690,-975.1695267,-519.6177533
14691,-975.1695264,-519.6177533
14692,-975.1695264,-519.6177533
14693,-975.1695264,-519.6177533
14694,-975.1695264,-519.6177533
14695,-975.1695264,-519.6177533
14696,-975.1695264,-519.6177533
14697,-975.1695264,-519.6177533
14698,-975.1695264,-519.6177533
14699,-975.1695264,-519.6177533
14700,-975.1695264,-519.6177533
14701,-975.1695264,-519.6177533
14702,-975.1695264,-519.6177533
14703,-975.1695264,-519.6177533
14704,-975.1695264,-519.6177533
14705,-975.1695264,-519.6177533
14706,-975.1695264,-519.6177533
14707,-975.1694291,-519.6177533
14708,-975.1693622,-519.6177533
14709,-975.1693623,-519.6177533
14710,-975.1693623,-519.6177533
14711,-975.1693623,-519.6177533
14712,-975.1693623,-519.6177533
14713,-975.1693623,-519.6177533
14714,-975.1693623,-519.6177533
14715,-975.1693623,-519.6177533
14716,-975.1693623,-519.6177533
14717,-975.1693623,-519.6177533
14718,-975.1693623,-519.6177533
14719,-975.1693623,-172.860958
14720,-975.1693623,-167.3616867
14721,-975.1693623,-167.361689
14722,-975.1693623,-167.361689
14723,-975.1693623,-167.361689
14724,-975.1693623,-167.361689
14725,-975.1693623,-167.361689
14726,-975.1693623,-167.361689
14727,-975.1693623,-167.361689
14728,-975.1693623,-167.361689
14729,-975.1693623,-167.361689
14730,-975.1693623,-167.361689
14731,-975.1693623,-167.361689
14732,-975.1693623,-167.361689
14733,-975.1693623,-167.361689
14734,-975.1693623,-167.361689
14735,-975.1693623,-167.361689
14736,-975.1693623,-167.361689
14737,-975.1693623,-167.361689
14738,-975.1693623,-167.361689
14739,-975.1693623,-167.361689
14740,-975.1693623,-167.361689
14741,-386.7962592,-167.361689
14742,-386.8268858,-167.361689
14743,-385.3270197,-167.361689
14744,-390.8289373,-167.361689
14745,-396.4839695,-171.7619909
14746,-348.4394702,-167.2618262
14747,-345.440292,-167.2618258
14748,-345.4401782,-522.0841874
14749,-345.440179,-518.5841369
14750,-345.440179,-518.5841369
14751,-345.440179,-518.5841369
14752,-345.440179,-518.5841369
14753,-345.440179,-518.5841369
14754,-345.440179,-518.5841369
14755,-345.440179,-518.5841369
14756,-345.440179,-518.5841369
14757,-345.440179,-518.5841369
14758,-345.440179,-518.5841369
14759,-345.440179,-518.5841369
14760,-345.440179,-518.5841369
14761,-345.440179,-518.5841369
14762,-345.440179,-518.5841369
14763,-401.3925458,-518.5841369
14764,-396.4650816,-518.5841369
14765,-395.4652018,-518.5841369
14766,-395.4652043,-518.5841369
14767,-395.4652043,-518.5841369
14768,-395.4652043,-518.5841369
14769,-395.4652043,-518.5841369
14770,-395.4652043,-518.5841369
14771,-395.4652043,-518.5841369
14772,-395.4652043,-518.5841369
14773,-395.4652043,-518.5841369
14774,-395.4652043,-518.5841369
14775,-762.709744,-518.5841369
14776,-804.1020857,-518.5841369
14777,-796.1021833,-518.5841369
14778,-796.1021836,-518.5841369
14779,-796.1021836,-518.5841369
14780,-796.1093981,-518.5841369
14781,-796.1093876,-518.5841369
14782,-796.1093875,-518.5841369
14783,-796.1093875,-518.5841369
14784,-796.1093875,-518.5841369
14785,-796.1093875,-518.5841369
14786,-796.1093875,-518.5841369
14787,-796.1093875,-518.5841369
14788,-796.1093875,-518.5841369
14789,-796.1093875,-518.5841369
14790,-796.1093875,-518.5841369
14791,-796.1093875,-518.5841369
14792,-796.1093875,-518.5841369
14793,-796.1093875,-518.5841369
14794,-796.1093875,-518.5841369
14795,-796.1093875,-518.5841369
14796,-796.1093875,-518.5841369
14797,-796.1093875,-518.5841369
14798,-796.1093875,-518.5841369
14799,-796.1093875,-518.5841369
14800,-796.1093875,-518.5841369
14801,-796.1093875,-518.5841369
14802,-796.1093875,-518.5841369
14803,-796.1093875,-518.5841369
14804,-796.1093875,-518.5841369
14805,-796.1093875,-518.5841369
14806,-796.1093875,-518.5841369
14807,-796.1093875,-823.4998887
14808,-796.1093875,-831.4186502
14809,-796.1093875,-820.4463297
14810,-796.1093875,-817.9456217
14811,-796.1093875,-817.945621
14812,-796.1093875,-817.945621
14813,-796.1093875,-817.945621
14814,-796.1093875,-817.945621
14815,-796.1093875,-817.945621
14816,-796.1093875,-817.945621
14817,-796.1093875,-817.945621
14818,-796.1093875,-817.945621
14819,-796.1093875,-817.945621
14820,-796.1093875,-817.945621
14821,-796.1093875,-817.945621
14822,-796.1093875,-817.945621
14823,-796.1093875,-817.945621
14824,-796.1093875,-817.945621
14825,-796.1093875,-817.945621
14826,-796.1093875,-817.945621
14827,-796.1093875,-817.945621
14828,-796.1093875,-817.945621
14829,-796.1093875,-817.945621
14830,-796.1093875,-817.945621
14831,-796.1093875,-817.945621
14832,-796.1093875,-817.945621
14833,-796.1093875,-817.945621
14834,-796.1093875,-817.945621
14835,-796.1093875,-817.945621
14836,-796.1093875,-817.945621
14837,-442.3250096,-817.945621
14838,-453.9074384,-817.945621
14839,-450.8251302,-817.945621
14840,-435.3809918,-817.945621
14841,-435.3804654,-817.945621
14842,-435.3804636,-817.945621
14843,-435.3804636,-817.945621
14844,-435.3804636,-817.945621
14845,-435.3804636,-817.945621
14846,-435.3804636,-817.945621
14847,-435.3804636,-817.945621
14848,-435.3804636,-817.945621
14849,-438.6145541,-440.6147024
14850,-435.6148387,-437.1147714
14851,-435.614846,-437.114771
14852,-435.614846,-437.114771
14853,-435.614846,-437.114771
14854,-435.614846,-437.114771
14855,-435.614846,-437.114771
14856,-435.614846,-485.953405
14857,-435.614846,-437.9760069
14858,-435.614846,-436.9781093
14859,-435.614846,-436.9781136
14860,-435.614846,-436.9781136
14861,-449.1921448,-436.9781136
14862,-435.692197,-605.1221304
14863,-435.692198,-444.4783626
14864,-435.6921981,-833.7705837
14865,-435.6921981,-825.2710678
14866,-435.6921981,-825.2710683
14867,-435.6921981,-825.2710683
14868,-435.6921981,-825.2710683
14869,-435.6921981,-826.4966039
14870,-435.6921981,-827.0337404
14871,-435.6921981,-824.5338833
14872,-435.6921981,-824.5338837
14873,-450.4258818,-824.5338837
14874,-1299.630428,-824.5338837
14875,-440.4257849,-824.5338837
14876,-1299.630428,-824.5338837
14877,-440.4257849,-824.5338837
14878,-1299.630428,-824.5338837
14879,-468.9038769,-824.5338837
14880,-465.9038711,-824.5338837
14881,-465.9038715,-824.5338837
14882,-465.9038715,-824.5338837
14883,-465.9038715,-824.5338837
14884,-465.9038715,-824.5338837
14885,-465.9038715,-824.5338837
14886,-465.9038715,-824.5338837
14887,-465.9038715,-824.5338837
14888,-465.9038715,-824.5338837
14889,-465.9038715,-824.5338837
14890,-465.9038715,-824.5338837
14891,-465.9038715,-824.5338837
14892,-465.9038715,-824.5338837
14893,-465.9038715,-824.5338837
14894,-849.8190349,-824.5338837
14895,-470.4037637,-527.3658294
14896,-465.9038656,-512.045546
14897,-465.9038715,-507.545516
14898,-465.9038715,-507.5455162
14899,-465.9038715,-507.5455162
14900,-465.9038715,-507.5455162
14901,-465.9038715,-507.5455162
14902,-465.9038715,-507.5455162
14903,-465.9038715,-507.5455162
14904,-465.9038715,-507.5455162
14905,-465.9038715,-507.5455162
14906,-465.9038715,-507.5455162
14907,-465.9038715,-507.5455162
14908,-465.9038715,-507.5455162
14909,-465.9038715,-507.5455162
14910,-465.9038715,-507.5455162
14911,-465.9038715,-507.5455162
14912,-465.9038715,-565.5490597
14913,-465.9038715,-557.5490736
14914,-465.9038715,-557.5490739
14915,-465.9038715,-557.5490739
14916,-465.9038715,-557.5490739
14917,-465.9038715,-557.5490739
14918,-465.8970473,-557.5490739
14919,-465.8970561,-557.5490739
14920,-465.8970561,-557.5490739
14921,-465.8970561,-557.5490739
14922,-837.2143671,-557.5490739
14923,-827.7129376,-557.5490739
14924,-827.7129358,-557.5490739
14925,-827.7129358,-557.5490739
14926,-827.7129358,-557.5490739
14927,-827.7129358,-557.5490739
14928,-827.7129358,-191.8854737
14929,-827.7129358,-130.1947295
14930,-827.7129358,-126.6945435
14931,-827.7129358,-126.6945431
14932,-827.7129358,-126.6945431
14933,-827.7129358,-126.6945431
14934,-827.7129358,-126.6945431
14935,-827.7129358,-126.6945431
14936,-827.7129358,-126.6945431
14937,-791.1408904,-126.6945431
14938,-787.6410462,-126.6945431
14939,-787.6410463,-126.6945431
14940,-787.6410463,-126.6945431
14941,-787.6410463,-126.6945431
14942,-787.6410463,-126.6945431
14943,-787.6410463,-126.6945431
14944,-787.6410463,-126.6945431
14945,-787.6410463,-126.6945431
14946,-787.6410463,-126.6945431
14947,-787.6410463,-126.6945431
14948,-787.6410463,-126.6945431
14949,-787.6410463,-126.6945431
14950,-787.6410463,-126.6945431
14951,-787.6410463,-126.6945431
14952,-787.6410463,-126.6945431
14953,-880.122635,-126.6945431
14954,-832.5695364,-126.6945431
14955,-881.6243993,-126.6945431
14956,-832.5695364,-126.6945431
14957,-881.6243993,-126.6945431
14958,-832.5695364,-126.6945431
14959,-881.6243993,-126.6945431
14960,-832.5695364,-126.6945431
14961,-881.6243993,-126.6945431
14962,-832.5695364,-126.6945431
14963,-881.6243993,-126.6945431
14964,-832.5695364,-126.6945431
14965,-881.6243993,-126.6945431
14966,-832.5695364,-126.6945431
14967,-881.6243993,-126.6945431
14968,-543.085427,-126.6945431
14969,-572.3038429,-126.6945431
14970,-568.3038288,-126.6945431
14971,-568.3038299,-126.6945431
14972,-568.3038299,-126.6945431
14973,-568.3038299,-84.69138511
14974,-568.3038299,-76.69133646
14975,-568.3038299,-76.69133558
14976,-568.3038299,-76.69133557
14977,-568.3038299,-76.69133557
14978,-568.3038299,-76.69133557
14979,-568.3038299,-76.69133557
14980,-568.3038299,-76.69133557
14981,-568.3038299,-76.69133557
14982,-568.3038299,-76.69133557
14983,-568.3038299,-76.69133557
14984,-568.3038299,-76.69133557
14985,-568.3038299,-76.69133557
14986,-568.3038299,-76.69133557
14987,-568.3038299,-76.69133557
14988,-568.3038299,-76.69133557
14989,-568.3038299,-76.69133557
14990,-568.3038299,-76.69133557
14991,-568.3038299,-76.69133557
14992,-568.3038299,-76.69133557
14993,-568.3038299,-76.69133557
14994,-568.3038299,-76.69133557
14995,-568.3038299,-76.69133557
14996,-568.3038299,-76.69133557
14997,-568.3038299,-76.69133557
14998,-568.3038299,-76.69133557
14999,-568.3038299,-76.69133557
15000,-568.3038299,-76.69133557
15001,-568.3038299,-76.69133557
15002,-54.87753279,-365.6364962
15003,-53.40512901,-361.6370892
15004,-52.40497006,-361.6370921
15005,-52.4049692,-361.6370921
15006,-52.4049692,-361.6370921
15007,-52.4049692,-361.6370921
15008,-52.4049692,-361.6370921
15009,-52.4049692,-361.6370921
15010,-52.4049692,-361.6370921
15011,-52.4049692,-361.6370921
15012,-52.4049692,-361.6370921
15013,-52.4049692,-361.6370921
15014,-52.4049692,-361.6370921
15015,-52.4049692,-361.6370921
15016,-52.4049692,-361.6370921
15017,-52.4049692,-361.6370921
15018,-52.4049692,-361.6370921
15019,-52.4049692,-361.6370921
15020,-52.4049692,-406.9884991
15021,-52.4049692,-402.3821839
15022,-52.4049692,-401.3847007
15023,-52.4049692,-401.3847146
15024,-52.4049692,-401.3847147
15025,-52.4049692,-401.3847147
15026,-53.08894799,-401.3847147
15027,-54.93255201,-401.3847147
15028,-51.93236949,-401.3847147
15029,-51.93236734,-401.3847147
15030,-51.93236732,-401.3847147
15031,-51.93236732,-401.3847147
15032,-51.93236732,-401.3847147
15033,-51.93236732,-401.3847147
15034,-51.93236732,-401.3847147
15035,-51.93236732,-401.3847147
15036,-51.93236732,-401.3847147
15037,-51.93236732,-401.3847147
15038,-51.93236732,-401.3847147
15039,-51.93236732,-401.3847147
15040,-51.93236732,-401.3847147
15041,-51.93236732,-401.3847147
15042,-51.93236732,-401.3847147
15043,-51.93236732,-401.3847147
15044,-2716.05245,-401.3847147
15045,-57.63169443,-401.3847147
15046,-51.63029057,-401.3847147
15047,-51.6302837,-1565.620082
15048,-51.63028368,-1560.119353
15049,-51.63028368,-1560.11935
15050,-51.63028368,-1560.11935
15051,-51.63028368,-1560.11935
15052,-54.17114664,-1560.11935
15053,-424.0750161,-1560.11935
15054,-416.07414,-1560.11935
15055,-413.5742342,-1560.11935
15056,-413.5742348,-1560.11935
15057,-413.5742348,-1560.11935
15058,-413.5742348,-1560.11935
15059,-413.5742348,-1560.11935
15060,-413.5742348,-1560.11935
15061,-413.5742348,-1560.11935
15062,-413.5742348,-1560.11935
15063,-413.5742348,-1560.11935
15064,-413.5742348,-1560.11935
15065,-413.5742348,-1560.11935
15066,-413.5742348,-1560.11935
15067,-413.5742348,-1560.11935
15068,-413.5742348,-1560.11935
15069,-413.5742348,-1560.11935
15070,-413.5742348,-1560.11935
15071,-413.5742348,-1560.11935
15072,-413.5742348,-1579.705799
15073,-413.5742348,-1889.912214
15074,-413.5742348,-1578.705681
15075,-413.5742348,-1889.912214
15076,-413.5742348,-1578.705681
15077,-413.5742348,-1538.827767
15078,-413.5742348,-1532.827679
15079,-413.5742348,-1532.827679
15080,-413.5742348,-1532.827679
15081,-413.5742348,-1574.368475
15082,-413.5742348,-1572.868274
15083,-413.5742348,-1572.868273
15084,-413.5742348,-1572.868273
15085,-413.5742348,-1572.868273
15086,-413.5742348,-1572.868273
15087,-413.5742348,-1572.868273
15088,-413.5742348,-1572.868273
15089,-413.5742348,-1572.868273
15090,-413.5742348,-1572.868273
15091,-413.5742348,-1572.868273
15092,-413.5742348,-1572.868273
15093,-471.0674114,-1572.868273
15094,-463.5671532,-1569.066111
15095,-463.5671517,-1563.066345
15096,-463.5671517,-1563.066346
15097,-463.5671517,-1563.066346
15098,-463.5671517,-1563.066346
15099,-463.5671517,-1563.066346
15100,-463.5671517,-1563.066346
15101,-463.5671517,-1563.066346
15102,-463.5671517,-1563.066346
15103,-780.3457399,-1563.066346
15104,-774.845358,-1563.066346
15105,-774.8453541,-1563.066346
15106,-774.8453541,-1563.066346
15107,-774.8453541,-1563.066346
15108,-774.8453541,-1563.066346
15109,-774.8453541,-1563.066346
15110,-774.8453541,-1563.066346
15111,-774.8453541,-1563.066346
15112,-774.8453541,-1563.066346
15113,-774.8453541,-1564.601898
15114,-774.8453541,-1605.454789
15115,-774.8453541,-1593.454703
15116,-774.8453541,-1593.454703
15117,-774.8453541,-1970.673117
15118,-774.8453541,-1970.958884
15119,-2139.732258,-507.4220859
15120,-781.8465356,-151.4016146
15121,-774.8453601,-141.9012763
15122,-774.8453541,-141.9012726
15123,-774.8453541,-141.9012726
15124,-774.8453541,-141.9012726
15125,-823.1733433,-141.9012726
15126,-783.3456595,-144.66036
15127,-823.1733434,-145.2377306
15128,-783.3456595,-141.7378672
15129,-823.1733434,-141.737869
15130,-814.673588,-141.7378691
15131,-814.6735892,-141.7378691
15132,-814.6735892,-141.7378691
15133,-827.9703169,-141.7378691
15134,-827.6732948,-141.7378691
15135,-827.9703168,-141.7378691
15136,-827.6732948,-141.7378691
15137,-814.6735878,-141.7378691
15138,-814.6735892,-141.7378691
15139,-814.6735892,-141.7378691
15140,-814.6735892,-141.7378691
15141,-827.9703169,-141.7378691
15142,-827.6732948,-141.7378691
15143,-827.9703168,-141.7378691
15144,-827.6732948,-141.7378691
15145,-512.1015752,-141.7378691
15146,-514.1616166,-141.7378691
15147,-503.1618882,-141.7378691
15148,-503.1618898,-141.7378691
15149,-503.1618898,-141.7378691
15150,-503.1618898,-141.7378691
15151,-503.1618898,-141.7378691
15152,-503.1618898,-141.7378691
15153,-503.1618898,-141.7378691
15154,-503.1618898,-141.7378691
15155,-503.1618898,-141.7378691
15156,-503.1618898,-141.7378691
15157,-529.1834409,-141.7378691
15158,-523.6830409,-141.7378691
15159,-523.6830386,-141.7378691
15160,-523.6830386,-141.7378691
15161,-523.6830386,-141.7378691
15162,-523.6830386,-141.7378691
15163,-523.6830386,-141.7378691
15164,-523.6830386,-141.7378691
15165,-523.6830386,-141.7378691
15166,-523.6830386,-141.7378691
15167,-523.6830386,-141.7378691
15168,-523.6830386,-141.7378691
15169,-523.6830386,-141.7378691
15170,-523.6830386,-141.7378691
15171,-523.6830386,-141.7378691
15172,-523.6830386,-141.7378691
15173,-523.6830386,-141.7378691
15174,-523.6830386,-461.4556419
15175,-523.6830386,-149.7377133
15176,-523.6830386,-141.7378668
15177,-534.9086004,-141.737869
15178,-523.9083147,-141.7378691
15179,-523.9083138,-141.7378691
15180,-523.9083138,-141.7378691
15181,-523.9083138,-141.7378691
15182,-523.9083138,-141.7378691
15183,-523.9083138,-141.7378691
15184,-523.9083138,-141.7378691
15185,-477.3565653,-141.7378691
15186,-473.8567574,-141.7378691
15187,-473.8567546,-141.7378691
15188,-473.8567546,-141.7378691
15189,-473.8567546,-141.7378691
15190,-473.8567546,-141.7378691
15191,-473.8567546,-141.7378691
15192,-473.8567546,-141.7378691
15193,-473.8567546,-141.7378691
15194,-473.8567546,-141.7378691
15195,-473.8567546,-141.7378691
15196,-473.8567546,-141.7378691
15197,-473.8567546,-141.7378691
15198,-473.8567546,-141.7378691
15199,-473.8567546,-141.7378691
15200,-473.8567546,-186.3706284
15201,-473.8567546,-181.8704596
15202,-473.8567546,-141.3341671
15203,-473.8567546,-190.8602537
15204,-473.8567546,-181.8603621
15205,-473.8567546,-181.8603651
15206,-473.8567546,-181.8603651
15207,-473.8567546,-181.8603651
15208,-473.8567546,-181.8603651
15209,-473.8567546,-181.8603651
15210,-473.8567546,-181.8603651
15211,-473.8567546,-181.8603651
15212,-473.8567546,-181.8603651
15213,-473.8567546,-181.8603651
15214,-473.8567546,-181.8603651
15215,-473.8567546,-181.8603651
15216,-473.8567546,-181.8603651
15217,-473.8567546,-181.8603651
15218,-473.8567546,-181.8603651
15219,-473.8567546,-181.8603651
15220,-473.8567546,-181.8603651
15221,-473.8567546,-181.8603651
15222,-473.8567546,-181.8603651
15223,-473.8567546,-181.8603651
15224,-473.8567546,-181.8603651
15225,-473.8567546,-181.8603651
15226,-473.8567546,-181.8603651
15227,-473.8567546,-181.8603651
15228,-473.8567546,-181.8603651
15229,-473.8567546,-181.8603651
15230,-473.8567546,-181.8603651
15231,-473.8567546,-181.8603651
15232,-473.8567546,-181.8603651
15233,-473.8567546,-181.8603651
15234,-473.8567546,-181.8603651
15235,-473.8567546,-181.8603651
15236,-473.8567546,-181.8603651
15237,-473.8567546,-182.9130232
15238,-473.8567546,-181.9131626
15239,-473.8567546,-181.9131694
15240,-473.8567546,-181.9131694
15241,-473.8567546,-181.9131694
15242,-473.8567546,-181.9131694
15243,-473.8567546,-181.9131694
15244,-473.8567546,-181.9131694
15245,-473.8567546,-181.9131694
15246,-473.8567546,-2675.922029
15247,-473.8567546,-189.1669186
15248,-473.8567546,-181.6658863
15249,-473.8567546,-181.6658827
15250,-473.8567546,-181.6658827
15251,-473.8567546,-181.6658827
15252,-473.8567546,-181.6658827
15253,-473.8567546,-181.6658827
15254,-473.8567546,-181.6658827
15255,-473.8567546,-181.6658827
15256,-473.8567546,-181.6658827
15257,-475.9236092,-181.6658827
15258,-476.8482043,-181.6658827
15259,-534.6125546,-181.6658827
15260,-156.0484345,-181.6658827
15261,-163.4822406,-181.6658827
15262,-161.9819017,-181.6658827
15263,-161.9818897,-181.6658827
15264,-161.9818896,-181.6658827
15265,-161.9818896,-181.6658827
15266,-161.9818896,-181.6658827
15267,-161.9818896,-181.6658827
15268,-161.9818896,-181.6658827
15269,-161.9818896,-181.6658827
15270,-161.9818896,-181.6658827
15271,-161.9818896,-181.6658827
15272,-161.9818896,-181.6658827
15273,-215.5318489,-181.6658827
15274,-146.8992868,-181.6658827
15275,-144.0466349,-181.6658827
15276,-143.9634302,-181.6658827
15277,-141.463276,-181.6658827
15278,-141.4632754,-181.6658827
15279,-141.4632754,-181.6658827
15280,-141.4632754,-181.6658827
15281,-141.4632754,-181.6658827
15282,-141.4632754,-181.6658827
15283,-141.4632754,-181.6658827
15284,-141.4632754,-181.6658827
15285,-141.4632754,-2676.921989
15286,-509.9137593,-2669.422198
15287,-502.9159134,-2669.422198
15288,-502.9159244,-2669.422198
15289,-502.9159245,-2669.422198
15290,-502.9159245,-2669.422198
15291,-502.9159245,-2669.422198
15292,-502.9159245,-2669.422198
15293,-502.9159245,-2669.422198
15294,-502.9159245,-2669.422198
15295,-502.9159245,-2669.422198
15296,-502.9159245,-2669.422198
15297,-502.9159245,-2669.422198
15298,-502.9159245,-2669.422198
15299,-502.9159245,-2723.068262
15300,-502.9159245,-2709.068264
15301,-502.9159245,-2709.068264
15302,-502.9159245,-2709.068264
15303,-502.9159245,-2709.068264
15304,-502.9159245,-2709.068264
15305,-456.3636441,-2709.068264
15306,-452.8638698,-2709.068264
15307,-452.8638672,-2709.068264
15308,-452.8638671,-2709.068264
15309,-452.8638671,-2709.068264
15310,-452.8638671,-2709.068264
15311,-452.8638671,-2709.068264
15312,-452.8638671,-2327.49803
15313,-452.8638671,-581.6157686
15314,-452.8638671,-574.145541
15315,-452.8638671,-574.145114
15316,-452.8638671,-574.1451126
15317,-452.8638671,-574.1451126
15318,-452.8638671,-574.1451126
15319,-452.8638671,-574.1451126
15320,-452.8638671,-574.1451126
15321,-452.8638671,-574.1451126
15322,-452.8638671,-574.1451126
15323,-452.8638671,-574.1451126
15324,-452.8638671,-574.1451126
15325,-452.8638671,-574.1451126
15326,-452.8638671,-574.1451126
15327,-500.5650018,-574.1451126
15328,-493.0643372,-574.1451126
15329,-501.9059505,-574.1451126
15330,-460.0243171,-574.1451126
15331,-499.905996,-574.1451126
15332,-460.0243171,-574.1451126
15333,-499.905996,-576.5258637
15334,-492.9061997,-574.0280625
15335,-492.9062003,-574.0280701
15336,-492.9062003,-574.0280701
15337,-492.9062003,-574.0280701
15338,-492.9062003,-889.398572
15339,-492.9062003,-578.5281757
15340,-492.9062003,-574.028071
15341,-492.9062003,-186.8503822
15342,-492.9062003,-181.3536052
15343,-497.4084069,-181.3536207
15344,-492.9082721,-181.3536208
15345,-492.9082711,-181.3536208
15346,-492.9082711,-181.3536208
15347,-492.9082711,-181.3536208
15348,-492.9082711,-181.3536208
15349,-492.9082711,-455.8952866
15350,-492.9082711,-185.3545757
15351,-492.9082711,-455.8952866
15352,-492.9082711,-185.3545757
15353,-462.160763,-181.3536249
15354,-452.6615834,-181.3536208
15355,-452.6615863,-575.5600873
15356,-452.6615863,-184.3509365
15357,-452.6615863,-181.3536084
15358,-452.6615863,-181.3536207
15359,-452.6615863,-181.3536208
15360,-452.6615863,-181.3536208
15361,-452.6615863,-181.3536208
15362,-452.6615863,-181.3536208
15363,-452.6615863,-181.3536208
15364,-452.6615863,-181.3536208
15365,-452.6615863,-181.3536208
15366,-452.6615863,-144.9459592
15367,-452.6615863,-141.4288051
15368,-452.6615863,-141.4287547
15369,-452.6615863,-97.37959669
15370,-452.6615863,-92.66566686
15371,-452.6615863,-147.6969847
15372,-452.6615863,-2407.452474
15373,-452.6615863,-146.6965317
15374,-452.6615863,-142.4324067
15375,-452.6615863,-141.428766
15376,-452.6615863,-141.4287545
15377,-419.7784395,-141.4287544
15378,-412.7781908,-141.4287544
15379,-412.7781901,-141.4287544
15380,-412.7781901,-141.4287544
15381,-412.7781901,-141.4287544
15382,-412.7781901,-141.4287545
15383,-412.7781901,-141.4287544
15384,-412.7781901,-141.4287544
15385,-412.7781901,-141.4287545
15386,-412.7781901,-141.4287544
15387,-412.7781901,-141.4287544
15388,-412.7781901,-141.4287545
15389,-412.7781901,-141.4287544
15390,-412.7781901,-141.4287544
15391,-412.7781901,-141.4287545
15392,-412.7781901,-141.4287544
15393,-412.7781901,-141.4287544
15394,-412.7781901,-141.4287545
15395,-412.7781901,-141.4287544
15396,-412.7781901,-141.4287544
15397,-412.7781901,-141.4287545
15398,-412.7781901,-141.4287544
15399,-412.7781901,-141.4287544
15400,-412.7781901,-141.4287545
15401,-412.7781901,-141.4287544
