Steps,g_0.98,g_0.99,g_0.995,g_0.999
16591,-152.0239427,-471.4425135,-365.2541846,-141.3923233
16592,-152.0239427,-471.4425135,-365.2541846,-141.3923233
16593,-152.0239427,-471.4425135,-402.7940709,-141.3923233
16594,-152.0239427,-471.4425135,-381.7939511,-141.3923233
16595,-152.0239427,-471.4425135,-381.7939499,-141.3923233
16596,-152.0239427,-471.4425135,-379.0533269,-141.3923233
16597,-143.9411107,-471.4425135,-368.1443335,-141.3923233
16598,-131.9412806,-471.4425135,-362.1437975,-141.3923233
16599,-131.941279,-471.4425135,-362.1437922,-141.3923233
16600,-131.941279,-471.4425135,-362.1437922,-141.3923233
16601,-131.941279,-471.4425135,-362.1437922,-141.3923233
16602,-131.941279,-471.4425135,-362.1437922,-141.3923233
16603,-131.941279,-471.4425135,-362.1437922,-141.3923233
16604,-131.941279,-471.4425135,-362.1437922,-141.3923233
16605,-131.941279,-471.4425135,-280.7320275,-141.3923233
16606,-131.941279,-471.4425135,-270.7304643,-141.3923233
16607,-131.941279,-471.4425135,-270.7304491,-141.3923233
16608,-131.941279,-471.4425135,-270.730449,-141.3923233
16609,-131.941279,-471.4425135,-270.730449,-141.3923233
16610,-116.4872252,-471.4425135,-270.730449,-141.3923233
16611,-104.1780373,-471.4425135,-270.730449,-141.3923233
16612,-92.17874338,-471.4425135,-270.730449,-141.3923233
16613,-92.1787496,-471.4425135,-270.730449,-141.4215754
16614,-92.17874969,-471.4425135,-270.730449,-141.4216471
16615,-92.17874969,-471.4425135,-270.730449,-141.4216683
16616,-95.32034737,-471.4425135,-270.730449,-296.977574
16617,-94.36761147,-471.4425135,-270.730449,-148.3916392
16618,-94.31981164,-471.4425135,-270.730449,-141.4215734
16619,-92.32009679,-471.4425135,-270.730449,-141.4216471
16620,-92.32009928,-471.4425135,-270.730449,-141.4216683
16621,-92.3200993,-471.4425135,-270.730449,-133.2910509
16622,-92.3200993,-471.4425135,-270.730449,-156.6575553
16623,-92.30430723,-471.4425135,-270.730449,-143.6583757
16624,-92.30517203,-471.4425135,-270.730449,-143.658382
16625,-92.30517907,-471.4425135,-278.6078459,-143.658382
16626,-92.30517912,-471.4425135,-270.608409,-143.658382
16627,-92.30517912,-471.4425135,-270.6084129,-143.658382
16628,-92.30517912,-471.4425135,-270.6084129,-1109.360278
16629,-92.30517912,-471.4425135,-274.314805,-157.356105
16630,-92.30517912,-471.4425135,-271.3327749,-143.3511571
16631,-92.30517912,-471.4425135,-271.3326667,-143.3511291
16632,-92.30517912,-471.4425135,-271.3326651,-143.351129
16633,-92.30517912,-471.4425135,-271.3326651,-143.351129
16634,-92.30517912,-471.4425135,-271.3326651,-143.351129
16635,-92.30517912,-471.4425135,-271.3326651,-143.351129
16636,-92.30517912,-471.4425135,-271.3326651,-143.351129
16637,-92.30517912,-471.4425135,-271.3326651,-143.351129
16638,-92.30517912,-471.4425135,-271.3326651,-143.351129
16639,-92.30517912,-471.4425135,-271.3326651,-143.351129
16640,-92.30517912,-471.4425135,-271.3326651,-143.351129
16641,-92.30517912,-468.1005708,-271.3326651,-149.4734332
16642,-92.30517912,-455.1013773,-271.3326651,-143.4735836
16643,-92.30517912,-455.1013785,-271.3326651,-143.473572
16644,-92.30517912,-455.1013785,-271.3326651,-143.4735718
16645,-92.30517912,-455.1013785,-271.3326651,-143.4735718
16646,-92.30517912,-455.1013785,-271.3326651,-143.4735718
16647,-92.30517912,-455.1013785,-271.3326651,-143.4735718
16648,-92.30517912,-455.1013785,-271.3326651,-143.4735718
16649,-92.30517912,-461.3432127,-271.3326651,-141.0743421
16650,-92.30517912,-458.3432193,-271.3326651,-127.073289
16651,-92.30517912,-458.3432193,-410.9873664,-127.0732809
16652,-92.30517912,-458.3432193,-392.9885163,-127.0732809
16653,-96.60210735,-458.3432193,-392.9885346,-127.0732809
16654,-92.60059699,-458.3432193,-392.9885348,-127.0732809
16655,-92.60058471,-458.3432193,-392.9885348,-127.0732809
16656,-92.60058467,-458.3432193,-392.9885348,-127.0732809
16657,-92.60058467,-458.3432193,-392.9885348,-127.0732809
16658,-92.60058467,-458.3432193,-392.9885348,-127.0732809
16659,-92.60058467,-458.3432193,-392.9885348,-127.0732809
16660,-92.60058467,-458.3432193,-392.9885348,-127.0732809
16661,-264.3506986,-386.1833127,-392.9885348,-127.0732809
16662,-244.3507363,-381.7110744,-392.9885348,-127.0732809
16663,-244.3507401,-387.1831802,-392.9885348,-127.0732809
16664,-244.3507402,-380.1856365,-392.9885348,-127.0732809
16665,-312.4486968,-381.7110744,-392.9885348,-127.0732809
16666,-308.4482161,-387.1831802,-392.9885348,-127.0732809
16667,-308.4482153,-381.7110744,-392.9885348,-127.0732809
16668,-308.4482153,-387.1831802,-392.9885348,-127.0732809
16669,-308.4482153,-381.7110744,-392.9885348,-127.0732809
16670,-308.4482153,-387.1831802,-392.9885348,-127.0732809
16671,-308.4482153,-381.7110744,-392.9885348,-127.0732809
16672,-308.4482153,-387.1831802,-392.9885348,-127.0732809
16673,-308.4482153,-381.7110744,-395.4954241,-127.0732809
16674,-308.4482153,-387.1831802,-376.4960143,-127.0732809
16675,-308.4482153,-381.7110744,-376.4960186,-127.0732809
16676,-308.4482153,-387.1831802,-376.4960187,-152.2386891
16677,-308.4482153,-381.7110744,-376.4960187,-136.9645949
16678,-308.4482153,-387.1831802,-248.7644534,-126.9634708
16679,-308.4482153,-381.7110744,-233.765928,-126.963448
16680,-308.4482153,-387.1831802,-233.7659653,-126.9634477
16681,-310.4772168,-381.7110744,-233.7659659,-126.9634477
16682,-308.4763665,-387.1831802,-397.5493007,-126.9634477
16683,-308.476365,-533.7393778,-374.5418095,-126.9634477
16684,-308.4763649,-222.0310132,-374.5417165,-126.9634477
16685,-308.4763649,-243.7668836,-374.5417155,-126.9634477
16686,-308.4763649,-230.7673749,-374.5417155,-126.9634477
16687,-308.4763649,-230.7673791,-374.5417155,-126.9634477
16688,-308.4763649,-230.7673792,-374.5417155,-126.9634477
16689,-308.4763649,-230.7673792,-374.5417155,-126.9634477
16690,-308.4763649,-230.7673792,-374.5417155,-126.9634477
16691,-308.4763649,-230.7673792,-374.5417155,-126.9634477
16692,-308.4763649,-230.7673792,-374.5417155,-126.9634477
16693,-308.4763649,-230.7673792,-374.5417155,-126.9634477
16694,-308.4763649,-230.7673792,-374.5417155,-126.9634477
16695,-308.4763649,-230.7673792,-374.5417155,-126.9634477
16696,-308.4763649,-230.7673792,-374.5417155,-126.9634477
16697,-308.4763649,-230.7673792,-377.69582,-126.9634477
16698,-308.4763649,-230.7673792,-354.6968389,-126.9634477
16699,-308.4763649,-230.7673792,-354.6968541,-126.9634477
16700,-308.4763649,-230.7673792,-354.6968542,-126.9634477
16701,-384.4164091,-582.6185001,-354.6968542,-126.9634477
16702,-380.2353336,-578.6174901,-354.6968542,-126.9634477
16703,-367.235553,-578.6174891,-354.6968542,-126.9634477
16704,-367.2355537,-578.6174891,-354.6968542,-126.9634477
16705,-367.2355537,-578.6174891,-380.8523219,-126.9634477
16706,-367.2355537,-578.6174891,-410.3835936,-126.9634477
16707,-367.2355537,-578.6174891,-391.4005449,-156.6302243
16708,-367.2355537,-578.6174891,-393.8649745,-142.6314038
16709,-367.2355537,-578.6174891,-410.3984832,-142.6314139
16710,-367.2355537,-578.6174891,-393.8649562,-142.631414
16711,-367.2355537,-578.6174891,-410.3984831,-142.631414
16712,-367.2355537,-578.6174891,-393.8649562,-142.631414
16713,-367.2355537,-578.6174891,-410.3984831,-142.631414
16714,-391.4305877,-578.6174891,-393.8649562,-142.631414
16715,-383.4302463,-578.6174891,-410.3984831,-142.631414
16716,-383.4302459,-773.4915884,-393.8649562,-142.631414
16717,-383.4302459,-555.3865601,-410.3984831,-142.631414
16718,-383.3806493,-390.2251099,-413.2913855,-142.631414
16719,-383.3822537,-551.3843236,-391.2903676,-142.631414
16720,-383.3822644,-390.2251099,-391.2903549,-142.631414
16721,-383.3822645,-383.2246912,-391.2903548,-142.631414
16722,-383.3822645,-383.2246888,-391.2903548,-142.631414
16723,-383.3822645,-383.2246888,-391.2903548,-142.631414
16724,-383.3822645,-383.2246888,-391.2903548,-142.631414
16725,-383.3822645,-383.2246888,-383.3179043,-142.631414
16726,-383.3822645,-383.2246888,-403.2910606,-142.631414
16727,-383.3822645,-383.2246888,-391.2903635,-142.631414
16728,-383.3822645,-383.2246888,-391.2903549,-142.631414
16729,-383.3822645,-383.2246888,-391.2903548,-142.631414
16730,-383.3822645,-383.2246888,-391.2903548,-142.631414
16731,-383.3822645,-383.2246888,-391.2903548,-142.631414
16732,-383.3822645,-383.2246888,-391.2903548,-142.631414
16733,-383.3822645,-383.2246888,-416.9737605,-142.631414
16734,-383.3822645,-383.2246888,-396.8770769,-142.631414
16735,-383.3822645,-383.2246888,-393.876502,-142.631414
16736,-383.3822645,-383.2246888,-393.8764969,-142.631414
16737,-383.3822645,-383.2246888,-393.8764969,-142.631414
16738,-383.3822645,-383.2246888,-393.8764969,-142.631414
16739,-395.5493339,-383.2246888,-393.8764969,-142.631414
16740,-395.3820631,-383.2246888,-393.8764969,-142.631414
16741,-383.3822638,-383.2246888,-393.8764969,-142.631414
16742,-383.3822645,-383.2246888,-393.8764969,-142.631414
16743,-383.3822645,-383.2246888,-393.8764969,-142.631414
16744,-383.3822645,-383.2246888,-393.8764969,-142.631414
16745,-383.3822645,-383.2467242,-404.1789579,-142.631414
16746,-383.3822645,-383.2466341,-393.1828138,-142.631414
16747,-393.9856354,-383.246634,-393.1828479,-142.631414
16748,-382.9869674,-383.246634,-393.1828482,-142.631414
16749,-382.9869764,-392.0530683,-393.1828482,-142.631414
16750,-382.9869765,-392.2474488,-393.1828482,-142.631414
16751,-382.9869765,-383.2466351,-393.1828482,-142.631414
16752,-382.9869765,-383.246634,-393.1828482,-142.631414
16753,-382.9869765,-383.246634,-393.1828482,-142.631414
16754,-382.9869765,-383.246634,-393.1828482,-142.631414
16755,-382.9869765,-383.246634,-424.9028992,-142.631414
16756,-382.9869765,-383.246634,-408.903737,-142.631414
16757,-382.9869765,-383.246634,-1181.011369,-142.631414
16758,-382.9869765,-383.246634,-471.9436273,-142.631414
16759,-382.9869765,-383.246634,-454.9609295,-142.631414
16760,-382.9869765,-383.246634,-454.9609438,-142.631414
16761,-382.9869765,-671.1147164,-454.9609438,-469.2371479
16762,-382.9869765,-668.1143393,-454.9609438,-466.230928
16763,-382.9869765,-668.1143372,-454.9609438,-466.2309036
16764,-382.9869765,-668.1143371,-454.9609438,-466.2309035
16765,-382.9869765,-668.1143371,-446.7585879,-466.2309035
16766,-382.9869765,-668.1143371,-438.7590602,-466.2309035
16767,-382.9869765,-668.1143371,-438.7590601,-466.2309035
16768,-382.9869765,-668.1143371,-438.7590601,-466.2309035
16769,-545.5299994,-668.1143371,-438.7590601,-466.2309035
16770,-528.5299575,-668.1143371,-438.7590601,-466.2309035
16771,-528.5299576,-668.1143371,-438.7590601,-466.2309035
16772,-528.5299576,-668.1143371,-438.7590601,-466.2309035
16773,-528.5299576,-668.1143371,-438.7590601,-466.2309035
16774,-528.5299576,-668.1143371,-438.7590601,-466.2309035
16775,-528.5299576,-386.2461997,-438.7590601,-466.2309035
16776,-528.5299576,-383.2466313,-438.7590601,-1169.171414
16777,-528.5299576,-383.2466339,-438.7590601,-162.6374407
16778,-528.5299576,-383.246634,-438.7590601,-142.6314664
16779,-528.5299576,-383.246634,-438.7590601,-142.6314143
16780,-528.5299576,-383.246634,-438.7590601,-142.631414
16781,-528.5299576,-383.246634,-438.7590601,-142.631414
16782,-528.5299576,-383.246634,-438.7590601,-142.631414
16783,-528.5299576,-383.246634,-438.7590601,-142.631414
16784,-528.5299576,-383.246634,-438.7590601,-142.631414
16785,-528.5299576,-383.246634,-438.7590601,-142.631414
16786,-528.5299576,-383.246634,-438.7590601,-142.631414
16787,-528.5299576,-271.9638834,-438.7590601,-142.631414
16788,-528.5299576,-256.9636491,-438.7590601,-142.631414
16789,-528.5299576,-256.9636434,-438.7590601,-142.631414
16790,-528.5299576,-256.9636434,-438.7590601,-142.631414
16791,-528.5299576,-256.9636434,-438.7590601,-142.631414
16792,-528.5299576,-256.9636434,-438.7590601,-142.631414
16793,-528.5299576,-256.9636434,-438.7590601,-142.631414
16794,-528.5299576,-256.9636434,-438.7590601,-142.631414
16795,-528.5299576,-256.9636434,-438.7590601,-310.7186194
16796,-528.5299576,-256.9636434,-438.7590601,-251.4716756
16797,-528.5299576,-256.9636434,-438.7590601,-146.6310082
16798,-528.5299576,-256.9636434,-438.7590601,-142.6314056
16799,-528.5299576,-256.9636434,-438.7590601,-142.6314139
16800,-528.5299576,-256.9636434,-438.7590601,-142.631414
16801,-528.5299576,-256.9636434,-438.7590601,-142.631414
16802,-528.5299576,-256.9636434,-438.7590601,-142.631414
16803,-528.5299576,-256.9636434,-438.7590601,-142.631414
16804,-552.5457773,-256.9636434,-438.7590601,-142.631414
16805,-548.5457666,-256.9636434,-438.7590601,-142.631414
16806,-548.5457666,-256.9636434,-438.7590601,-142.631414
16807,-548.5457666,-256.9636434,-438.7590601,-142.631414
16808,-548.5457666,-256.9636434,-438.7590601,-142.631414
16809,-548.5457666,-256.9636434,-465.0195357,-142.631414
16810,-548.5457666,-256.9636434,-455.0190484,-142.631414
16811,-548.5457666,-256.9636434,-477.0961582,-142.631414
16812,-548.5457666,-256.9636434,-417.9884257,-142.631414
16813,-548.5457666,-256.9636434,-408.9865812,-142.631414
16814,-548.5457666,-256.9636434,-408.9865654,-142.631414
16815,-548.5457666,-256.9636434,-408.9865653,-142.631414
16816,-548.5457666,-256.9636434,-408.9865653,-142.631414
16817,-548.5457666,-256.9636434,-408.9865653,-142.631414
16818,-548.5457666,-256.9636434,-408.9865653,-142.631414
16819,-1196.314567,-256.9636434,-408.9865653,-142.631414
16820,-555.1405738,-256.9636434,-408.9865653,-142.631414
16821,-539.1402269,-256.9636434,-408.9865653,-142.631414
16822,-539.1402266,-256.9636434,-408.9865653,-142.631414
16823,-539.1402266,-256.9636434,-408.9865653,-142.631414
16824,-539.1402266,-256.9636434,-408.9865653,-142.631414
16825,-431.6047684,-256.9636434,-408.9865653,-142.631414
16826,-420.6043304,-256.9636434,-408.9865653,-142.631414
16827,-419.2840649,-256.9636434,-408.9865653,-142.631414
16828,-406.1940922,-256.9636434,-586.2301454,-142.631414
16829,-404.1961455,-257.0004629,-570.1675089,-142.631414
16830,-255.3091122,-120.6218711,-568.1674596,-142.631414
16831,-243.3077094,-107.7089585,-568.1674596,-142.631414
16832,-243.3077007,-104.7096529,-568.1674596,-142.631414
16833,-243.3077007,-104.709658,-569.6810809,-142.631414
16834,-243.3077007,-104.709658,-586.1683753,-142.631414
16835,-243.3077007,-104.709658,-568.1674606,-142.631414
16836,-243.3077007,-104.709658,-568.1674596,-142.631414
16837,-243.3077007,-104.709658,-568.1674596,-142.631414
16838,-243.3077007,-104.709658,-568.1674596,-142.631414
16839,-243.3077007,-104.709658,-568.1674596,-142.631414
16840,-243.3077007,-104.709658,-568.1674596,-142.631414
16841,-111.9712778,-104.709658,-568.1674596,-142.631414
16842,-106.9326245,-104.709658,-568.1674596,-142.631414
16843,-106.9327001,-104.709658,-568.1674596,-142.631414
16844,-106.9326836,-104.709658,-568.1674596,-142.631414
16845,-106.9326834,-104.709658,-568.1674596,-142.631414
16846,-106.9326834,-104.709658,-568.1674596,-142.631414
16847,-106.9326834,-104.709658,-568.1674596,-142.631414
16848,-106.9326834,-104.709658,-568.1674596,-142.631414
16849,-106.9709709,-104.709658,-568.1674596,-142.631414
16850,-106.9708837,-104.709658,-568.1674596,-142.631414
16851,-106.9709002,-104.709658,-568.1674596,-142.631414
16852,-106.9709005,-104.709658,-568.1674596,-142.631414
16853,-106.9709005,-104.709658,-568.1674596,-142.631414
16854,-106.9709005,-104.709658,-568.1674596,-142.631414
16855,-106.9709005,-104.709658,-568.1674596,-142.631414
16856,-106.9709005,-104.709658,-568.1674596,-142.631414
16857,-119.2469493,-104.709658,-568.1674596,-142.631414
16858,-105.4664186,-104.709658,-568.1674596,-142.631414
16859,-91.42776666,-104.709658,-568.1674596,-142.631414
16860,-91.42778682,-104.709658,-568.1674596,-142.631414
16861,-91.42776895,-104.709658,-568.1674596,-142.631414
16862,-91.42776867,-164.3905432,-568.1674596,-142.631414
16863,-91.42776866,-164.3851911,-568.1674596,-142.631414
16864,-91.42776866,-164.3851642,-568.1674596,-142.631414
16865,-91.42776866,-164.3851641,-568.1674596,-142.631414
16866,-91.42776866,-164.3851641,-568.1674596,-142.631414
16867,-91.42776866,-164.3851641,-568.1674596,-142.631414
16868,-91.42776866,-164.3851641,-568.1674596,-142.631414
16869,-91.42776866,-164.3851641,-568.1674596,-142.631414
16870,-91.42776866,-164.3851641,-568.1674596,-142.631414
16871,-91.42776866,-164.3851641,-568.1674596,-142.631414
16872,-91.42776866,-164.3851641,-568.1674596,-142.631414
16873,-91.42776866,-164.3851641,-568.1674596,-142.631414
16874,-91.42776866,-164.3851641,-568.1674596,-142.631414
16875,-91.42776866,-164.3851641,-568.1674596,-142.631414
16876,-91.42776866,-164.3851641,-568.1674596,-142.631414
16877,-91.42776866,-164.3851641,-568.1674596,-142.631414
16878,-91.42776866,-164.3851641,-568.1674596,-142.631414
16879,-91.42776866,-164.3851641,-568.1674596,-142.631414
16880,-91.42776866,-164.3851641,-568.1674596,-142.631414
16881,-91.42776866,-164.3851641,-568.1674596,-142.631414
16882,-91.42776866,-164.3851641,-568.1674596,-142.631414
16883,-91.42776866,-164.3851641,-568.1674596,-142.631414
16884,-91.42776866,-164.3851641,-568.1674596,-142.631414
16885,-91.42776866,-164.3851641,-568.1674596,-142.631414
16886,-91.42776866,-164.3851641,-568.1674596,-142.631414
16887,-91.42776866,-304.2996607,-568.1674596,-142.631414
16888,-91.42776866,-171.3849269,-425.0195992,-142.631414
16889,-91.42776866,-164.3849865,-409.0236072,-142.631414
16890,-91.42776866,-164.3855787,-409.0236427,-142.631414
16891,-91.42776866,-164.3855731,-409.023643,-142.631414
16892,-130.9136722,-164.385573,-409.023643,-142.631414
16893,-106.9141742,-164.385573,-412.0901141,-142.631414
16894,-106.9141786,-164.385573,-302.0638833,-142.631414
16895,-106.9141787,-164.385573,-300.0647372,-142.631414
16896,-106.9141787,-164.385573,-300.0647433,-142.631414
16897,-106.9141787,-164.385573,-300.0647434,-142.631414
16898,-106.9141787,-164.385573,-300.0647434,-142.631414
16899,-106.9141787,-164.385573,-300.0647434,-142.631414
16900,-106.9141787,-164.385573,-300.0647434,-142.631414
16901,-106.9141787,-164.385573,-300.0647434,-142.631414
16902,-106.9141787,-164.385573,-300.0647434,-142.631414
16903,-106.9141787,-164.385573,-300.0647434,-142.631414
16904,-113.7028462,-164.385573,-317.6488434,-142.631414
16905,-113.9135346,-164.385573,-306.7944185,-142.631414
16906,-106.9141624,-164.385573,-301.7928347,-142.631414
16907,-108.9134753,-164.385573,-301.7928231,-142.631414
16908,-106.9134751,-164.385573,-301.792823,-142.631414
16909,-106.913477,-164.385573,-301.792823,-142.631414
16910,-106.9134771,-164.385573,-301.792823,-142.631414
16911,-106.9134771,-164.385573,-301.792823,-142.631414
16912,-106.9134771,-164.385573,-301.792823,-142.631414
16913,-106.9134771,-164.385573,-301.792823,-142.631414
16914,-106.9134771,-164.385573,-301.792823,-142.631414
16915,-106.9134771,-164.385573,-301.792823,-142.631414
16916,-106.9134771,-164.385573,-301.792823,-142.631414
16917,-106.9134771,-164.385573,-301.792823,-142.631414
16918,-106.9134771,-164.385573,-301.792823,-142.631414
16919,-106.9134771,-164.385573,-301.792823,-142.631414
16920,-106.9134771,-164.385573,-301.792823,-142.631414
16921,-106.9134771,-164.385573,-161.3660683,-142.631414
16922,-106.9134771,-164.385573,-158.3655938,-142.631414
16923,-106.9134771,-164.385573,-158.3656001,-142.631414
16924,-106.9134771,-164.385573,-158.3656003,-142.631414
16925,-106.9134771,-164.385573,-158.3656003,-142.631414
16926,-106.9134771,-164.385573,-158.3656003,-142.631414
16927,-106.9134771,-164.385573,-158.3656003,-142.631414
16928,-106.9134771,-164.385573,-158.3656003,-142.631414
16929,-106.9134771,-202.9375597,-158.3656003,-142.631414
16930,-106.9134771,-176.9365551,-158.3656003,-142.631414
16931,-106.9134771,-176.9367089,-158.3656003,-142.631414
16932,-106.9134771,-176.9361337,-158.3656003,-142.631414
16933,-106.9134771,-179.0966403,-158.3656003,-142.631414
16934,-106.9134771,-177.0899991,-158.3656003,-142.631414
16935,-106.9134771,-177.0899475,-158.3656003,-142.631414
16936,-106.9134771,-177.0899472,-158.3656003,-142.631414
16937,-106.9134771,-177.0899472,-290.9814355,-142.631414
16938,-106.9134771,-177.0899472,-286.9644508,-142.631414
16939,-106.9134771,-177.0899472,-286.9645573,-142.631414
16940,-106.9134771,-177.0899472,-286.9645589,-142.631414
16941,-106.9134771,-177.0899472,-286.9645589,-142.631414
16942,-106.9134771,-177.0899472,-286.9645589,-142.631414
16943,-106.9134771,-177.0899472,-286.9645589,-142.631414
16944,-106.9134771,-177.0899472,-286.9645589,-142.631414
16945,-106.9134771,-177.0899472,-286.9645589,-142.631414
16946,-106.9134771,-177.0899472,-286.9645589,-142.631414
16947,-106.9134771,-177.0899472,-286.9645589,-142.631414
16948,-106.8469288,-323.2782668,-286.9645589,-142.631414
16949,-106.8502481,-303.2795804,-286.9645589,-142.631414
16950,-106.8502773,-303.2795889,-286.9645589,-142.631414
16951,-106.8502774,-303.2795889,-286.9645589,-142.631414
16952,-106.8502774,-303.2795889,-286.9645589,-142.631414
16953,-106.8502774,-303.2795889,-286.9645589,-142.631414
16954,-106.8502774,-303.2795889,-286.9645589,-168.4442103
16955,-106.8502774,-303.2795889,-286.9645589,-142.44399
16956,-106.8502774,-303.2795889,-286.9645589,-142.4439762
16957,-106.8502774,-303.2795889,-286.9645589,-142.443976
16958,-106.8502774,-303.2795889,-286.9645589,-142.443976
16959,-106.8502774,-303.2795889,-286.9645589,-142.443976
16960,-106.8502774,-303.2795889,-286.9645589,-142.443976
16961,-106.8502774,-303.2795889,-286.9645589,-142.443976
16962,-106.8502774,-303.2795889,-286.9645589,-142.443976
16963,-106.8502774,-303.2795889,-286.9645589,-142.443976
16964,-106.8502774,-151.1452208,-286.9645589,-142.443976
16965,-106.8502774,-112.9284813,-286.9645589,-142.443976
16966,-106.8502774,-107.9280283,-286.9645589,-142.443976
16967,-106.8502774,-107.9280165,-286.9645589,-142.443976
16968,-106.8502774,-107.9280164,-286.9645589,-142.443976
16969,-106.8502774,-107.9280164,-286.9645589,-142.443976
16970,-106.8502774,-107.9280164,-286.9645589,-142.443976
16971,-106.8502774,-107.9280164,-286.9645589,-142.443976
16972,-106.8502774,-107.9280164,-286.9645589,-142.443976
16973,-106.8502774,-111.1325319,-286.9645589,-142.443976
16974,-106.8502774,-108.1314925,-286.9645589,-142.443976
16975,-106.8502774,-108.1314839,-286.9645589,-142.443976
16976,-106.8502774,-108.1314839,-286.9645589,-142.443976
16977,-108.9856367,-108.1314839,-286.9645589,-142.443976
16978,-106.9788372,-108.1314839,-286.9645589,-142.443976
16979,-106.9787771,-142.5955642,-286.9645589,-142.443976
16980,-106.9787767,-150.0599835,-286.9645589,-142.443976
16981,-106.9787767,-124.0607694,-286.9645589,-142.443976
16982,-106.9787767,-124.0607765,-286.9645589,-142.443976
16983,-106.9787767,-124.0607766,-286.9645589,-142.443976
16984,-106.9787767,-124.0607766,-286.9645589,-142.443976
16985,-106.9787767,-124.0607766,-286.9645589,-142.443976
16986,-106.9787767,-124.0607766,-286.9645589,-142.443976
16987,-106.9787767,-124.0607766,-286.9645589,-142.443976
16988,-106.9787767,-124.0607766,-286.9645589,-142.443976
16989,-106.9787767,-124.0607766,-286.9645589,-142.443976
16990,-106.9787767,-124.0607766,-286.9645589,-142.443976
16991,-106.9787767,-124.0607766,-286.9645589,-142.443976
16992,-106.9787767,-124.0607766,-286.9645589,-142.443976
16993,-106.9787767,-124.0607766,-286.9645589,-142.443976
16994,-106.9787767,-124.0607766,-286.9645589,-142.443976
16995,-106.9787767,-124.0607766,-286.9645589,-142.443976
16996,-106.9787767,-290.4420626,-286.9645589,-142.443976
16997,-106.9787767,-281.4418905,-286.9645589,-142.443976
16998,-106.9787767,-281.4418864,-286.9645589,-142.443976
16999,-106.9787767,-281.4418863,-286.9645589,-142.443976
17000,-106.9787767,-281.4418863,-286.9645589,-142.443976
17001,-106.9787767,-281.4418863,-286.9645589,-142.443976
17002,-120.3846181,-119.1543367,-270.9097556,-141.0443045
17003,-116.3866526,-97.10976241,-236.616113,-132.0463187
17004,-116.3866636,-120.4758791,-234.6149566,-132.0463268
17005,-116.3866636,-105.4755759,-234.6149482,-132.0463268
17006,-116.3866636,-1185.549632,-234.6149481,-132.0463268
17007,-116.3866636,-126.478589,-234.6149481,-132.0463268
17008,-116.3866636,-105.4755874,-234.6149481,-132.0463268
17009,-116.3866636,-105.4755735,-234.6149481,-132.0463268
17010,-116.3866636,-105.4755734,-234.6149481,-132.0463268
17011,-116.3866636,-138.4493983,-234.6149481,-132.0463268
17012,-116.3866636,-125.4492462,-234.6149481,-132.0463268
17013,-116.3866636,-125.4492372,-237.5446954,-132.0463268
17014,-116.3866636,-125.4492371,-234.5451544,-132.0463268
17015,-116.3866636,-125.4492371,-234.5451575,-132.0463268
17016,-116.3869942,-120.4747407,-742.9339985,-132.0463268
17017,-116.3862584,-105.4748231,-240.5472602,-132.0463268
17018,-116.3862589,-105.4748352,-234.5451741,-132.0463268
17019,-116.3862589,-105.4748354,-234.5451577,-132.0463268
17020,-116.3862589,-105.4748354,-234.5451575,-132.0463268
17021,-116.3862589,-110.1653993,-234.5451575,-145.2384999
17022,-116.3862589,-105.1667311,-234.5451575,-132.237814
17023,-116.3862589,-105.1667402,-234.5451575,-132.23781
17024,-116.3862589,-105.1667402,-263.481966,-132.2378099
17025,-116.3862589,-105.1667402,-254.481665,-132.2378099
17026,-116.3862589,-105.1667402,-254.4816619,-132.2378099
17027,-116.3862589,-105.1667402,-254.4816619,-132.2378099
17028,-116.3862589,-105.1667402,-254.4816619,-132.2378099
17029,-116.3862589,-105.1667402,-254.4816619,-132.2378099
17030,-116.3862589,-105.1667402,-254.4816619,-132.2378099
17031,-116.3862589,-105.1667402,-254.4816619,-132.2378099
17032,-124.5044704,-105.1667402,-254.4816619,-132.2378099
17033,-116.5040628,-269.2764509,-254.4816619,-132.2378099
17034,-116.5040604,-112.1682974,-254.4816619,-132.2378099
17035,-116.5040604,-105.1667461,-254.4816619,-132.2378099
17036,-116.5040604,-105.1667402,-254.4816619,-132.2378099
17037,-116.5040604,-105.1667402,-275.5664748,-132.2378099
17038,-116.5040604,-105.1667402,-261.2462057,-132.2378099
17039,-116.5040604,-105.1667402,-263.4595497,-132.2378099
17040,-116.5040604,-105.1667402,-254.4580806,-132.2378099
17041,-116.5040604,-105.1667402,-254.4580705,-132.2378099
17042,-147.8747524,-105.1667402,-254.4580704,-132.2378099
17043,-132.9154859,-105.1667402,-254.4580704,-132.2378099
17044,-132.9150634,-249.4106667,-254.4580704,-132.2378099
17045,-132.9150608,-232.4120341,-254.4580704,-132.2378099
17046,-132.9150607,-232.412006,-254.4580704,-132.2378099
17047,-132.9150607,-232.4120054,-254.4580704,-132.2378099
17048,-132.9150607,-232.4120054,-254.4580704,-132.2378099
17049,-132.9150607,-232.4120054,-254.4580704,-132.2378099
17050,-132.9150607,-232.4120054,-254.4580704,-132.2378099
17051,-132.9150607,-232.4120054,-180.9875401,-132.2378099
17052,-132.9150607,-232.4120054,-256.2545932,-132.2378099
17053,-132.9150607,-232.4120054,-253.2552714,-132.2378099
17054,-132.9150607,-232.4120054,-253.2552759,-132.2378099
