Steps,g_0.98,g_0.99,g_0.995,g_0.999
12593,-428.0047709,-410.0500944,-325.7835772,-777.5429382
12594,-411.0044249,-410.0500944,-325.7835772,-777.5429382
12595,-411.0044194,-410.0500944,-325.7835772,-777.5429382
12596,-411.0044193,-411.9886792,-325.7835772,-777.5429382
12597,-411.0044193,-409.9886432,-325.7835772,-777.5429382
12598,-411.0044193,-409.9886431,-325.7835772,-777.5429382
12599,-411.0044193,-409.9886431,-325.7835772,-777.5429382
12600,-411.0044193,-409.9886431,-325.7835772,-777.5429382
12601,-411.0044193,-409.9886431,-301.0760593,-777.5429382
12602,-411.0044193,-409.9886431,-184.0160266,-777.5429382
12603,-411.0044193,-409.9886431,-173.0130064,-777.5429382
12604,-411.0044193,-409.9886431,-173.0129855,-777.5429382
12605,-411.0044193,-409.9886431,-173.0129854,-777.5429382
12606,-393.9670708,-409.9886431,-173.0129854,-777.5429382
12607,-415.0050594,-409.9886431,-173.0129854,-777.5429382
12608,-411.004424,-409.9886431,-173.0129854,-777.5429382
12609,-411.0044194,-409.9886431,-173.0129854,-777.5429382
12610,-411.0044193,-409.9886431,-173.0129854,-777.5429382
12611,-411.0044193,-409.9886431,-173.0129854,-777.5429382
12612,-411.0044193,-409.9886431,-173.0129854,-777.5429382
12613,-407.751048,-409.9886431,-173.0129854,-791.7257302
12614,-394.7516759,-409.9886431,-173.0129854,-427.3551903
12615,-394.7516817,-409.9886431,-173.0129854,-457.83943
12616,-394.7516818,-409.9886431,-173.0129854,-448.8398666
12617,-394.7516818,-409.9886431,-173.0129854,-448.8398685
12618,-394.7516818,-409.9886431,-173.0129854,-448.8398685
12619,-394.7516818,-409.9886431,-173.0129854,-448.8398685
12620,-394.7516818,-409.9886431,-173.0129854,-448.8398685
12621,-394.7516818,-409.9886431,-173.0129854,-448.8398685
12622,-394.7516818,-409.9886431,-173.0129854,-448.8398685
12623,-394.7516818,-409.9886431,-173.0129854,-448.8398685
12624,-421.2933658,-409.9886431,-173.0129854,-448.8398685
12625,-397.2216398,-409.9886431,-173.0129854,-448.8398685
12626,-397.2281987,-409.9886431,-173.0129854,-448.8398685
12627,-397.2282628,-419.6648976,-173.0129854,-448.8398685
12628,-397.2282634,-419.9895125,-173.0129854,-448.8398685
12629,-397.2282634,-405.0145228,-183.0172391,-448.8398685
12630,-397.2282634,-390.0137368,-173.0171821,-448.8398685
12631,-397.2282634,-390.0137317,-173.0171738,-448.8398685
12632,-397.2282634,-390.0137317,-173.0171737,-448.8398685
12633,-397.2282634,-395.8773664,-173.0171737,-448.8398685
12634,-397.2282634,-389.8780035,-173.0171737,-448.8398685
12635,-397.2282634,-427.791063,-173.0171737,-448.8398685
12636,-397.2282634,-407.8787629,-173.0171737,-448.8398685
12637,-397.2282634,-389.8780096,-328.7819273,-448.8398685
12638,-397.2282634,-389.8780047,-317.7827109,-448.8398685
12639,-397.2282634,-389.8780047,-317.7827162,-448.8398685
12640,-397.2282634,-389.8780047,-317.7827162,-448.8398685
12641,-397.2282634,-389.8780047,-317.7827162,-448.8398685
12642,-397.2282634,-389.8780047,-317.7827162,-448.8398685
12643,-397.2282634,-389.8780047,-317.7827162,-448.8398685
12644,-397.2282634,-389.8780047,-317.7827162,-448.8398685
12645,-397.2282634,-389.8780047,-317.7827162,-448.8398685
12646,-397.2282634,-389.8780047,-317.7827162,-448.8398685
12647,-397.2282634,-389.8780047,-317.7583097,-448.8398685
12648,-397.2282634,-389.8780047,-317.7595981,-448.8398685
12649,-267.0098809,-426.8113025,-317.7596096,-448.8398685
12650,-256.2931466,-409.8118585,-317.7596097,-448.8398685
12651,-252.291235,-409.811862,-317.7596097,-448.8398685
12652,-252.2912156,-409.811862,-317.7596097,-448.8398685
12653,-283.5761908,-409.811862,-314.4155555,-448.8398685
12654,-252.5766139,-411.8731763,-301.415525,-448.8398685
12655,-252.5766377,-411.9762879,-301.4155253,-448.8398685
12656,-252.5766381,-403.9764672,-301.4155253,-448.8398685
12657,-252.5766381,-403.9764682,-301.4155253,-448.8398685
12658,-252.5766381,-403.9764682,-301.4155253,-448.8398685
12659,-252.5766381,-392.9790838,-301.4155253,-448.8398685
12660,-252.5766381,-390.9786053,-301.4155253,-448.8398685
12661,-252.5766381,-390.9785994,-301.4155253,-451.7550426
12662,-252.5766381,-390.9785993,-301.4155253,-448.7550575
12663,-252.5766381,-390.9785993,-301.4155253,-448.7550578
12664,-252.5766381,-390.9785993,-301.4155253,-448.7550578
12665,-252.5766381,-390.9785993,-301.4155253,-448.7550578
12666,-252.5766381,-390.9785993,-301.4155253,-448.7550578
12667,-252.5766381,-390.9785993,-301.4155253,-448.7550578
12668,-252.5766381,-390.9785993,-301.4155253,-448.7550578
12669,-252.5766381,-390.9785993,-301.4155253,-453.7531265
12670,-252.5766381,-390.9785993,-301.4155253,-448.7530959
12671,-252.5766381,-390.9785993,-301.4155253,-448.7530957
12672,-252.5766381,-390.9785993,-301.4155253,-448.7530957
12673,-252.5766381,-390.9785993,-301.4155253,-448.7530957
12674,-252.5766381,-390.9785993,-301.4155253,-448.7530957
12675,-252.5766381,-390.9785993,-301.4155253,-448.7530957
12676,-252.5766381,-223.669559,-301.4155253,-448.7530957
12677,-252.5766381,-410.159789,-301.4155253,-448.7530957
12678,-252.5766381,-284.0012486,-301.4155253,-448.7530957
12679,-252.5766381,-284.0017744,-301.4155253,-448.7530957
12680,-252.5766381,-284.0017792,-301.4155253,-448.7530957
12681,-412.7590538,-284.0017792,-301.4859998,-448.7530957
12682,-329.7112768,-284.0017792,-301.4832648,-448.7530957
12683,-329.7175084,-284.0017792,-301.4832488,-448.7530957
12684,-329.7175602,-284.0017792,-301.4832487,-448.7530957
12685,-329.7175606,-284.0017792,-301.4832487,-448.7530957
12686,-329.7175606,-284.0017792,-301.4832487,-448.7530957
12687,-329.7175606,-284.0017792,-301.4832487,-448.7530957
12688,-329.7175606,-284.0017792,-301.4832487,-448.7530957
12689,-329.7175606,-284.0017792,-301.4832487,-448.7530957
12690,-329.7175606,-284.0017792,-301.4832487,-448.7530957
12691,-329.7175606,-284.0017792,-301.4832487,-448.7530957
12692,-329.7175606,-284.0017792,-301.4832487,-448.7530957
12693,-329.7175606,-284.0017792,-301.4832487,-448.7530957
12694,-329.7175606,-284.0017792,-297.3223303,-448.7530957
12695,-329.7175606,-284.0017792,-294.3222318,-448.7530957
12696,-329.7175606,-284.0017792,-294.3222321,-448.7530957
12697,-329.7175606,-284.0017792,-294.3222321,-448.7530957
12698,-329.7175606,-284.0017792,-294.3222321,-448.7530957
12699,-329.7175606,-284.0017792,-294.3222321,-448.7530957
12700,-329.7175606,-284.0017792,-294.3222321,-448.7530957
12701,-329.7175606,-284.0017792,-294.3222321,-280.2203958
12702,-329.7175606,-284.0017792,-294.3222321,-264.2177482
12703,-329.7175606,-284.0017792,-294.3222321,-264.2177316
12704,-329.7175606,-409.4649196,-294.3222321,-264.2177315
12705,-329.7175606,-298.0014441,-166.8397159,-264.2177315
12706,-329.7175606,-284.001774,-156.8393191,-264.2177315
12707,-329.7175606,-284.0017792,-156.8393091,-264.2177315
12708,-329.7175606,-284.0017792,-156.839309,-264.2177315
12709,-329.7175606,-284.0017792,-156.839309,-264.2177315
12710,-329.7175606,-284.0017792,-156.839309,-264.2177315
12711,-329.7175606,-284.0017792,-156.839309,-264.2177315
12712,-329.7175606,-284.0017792,-156.839309,-264.2177315
12713,-329.7175606,-284.0017792,-156.839309,-264.2177315
12714,-329.7175606,-284.0017792,-156.839309,-264.2177315
12715,-329.7175606,-284.0017792,-156.839309,-264.2177315
12716,-329.7175606,-284.0017792,-156.839309,-264.2177315
12717,-329.7175606,-284.0017792,-156.839309,-264.2177315
12718,-329.7175606,-284.0017792,-156.839309,-264.2177315
12719,-329.7175606,-284.0017792,-156.839309,-264.2177315
12720,-329.7175606,-284.0017792,-156.839309,-264.2177315
12721,-331.748955,-284.0017792,-156.839309,-412.8420721
12722,-329.7472239,-284.0017792,-156.839309,-390.8414892
12723,-329.7472105,-284.0017792,-156.839309,-390.8414829
12724,-329.7472104,-284.0017792,-156.839309,-390.8414828
12725,-329.7472104,-308.14622,-156.839309,-390.8414828
12726,-329.7472104,-284.1471896,-156.839309,-397.2289874
12727,-364.289356,-284.1471995,-156.839309,-395.8421696
12728,-342.2892288,-284.1471995,-156.839309,-390.8414894
12729,-342.2892277,-284.1471995,-156.839309,-390.8414829
12730,-342.2892277,-284.1471995,-156.839309,-390.8414828
12731,-342.2892277,-284.1471995,-156.839309,-390.8414828
12732,-342.2892277,-284.1471995,-156.839309,-390.8414828
12733,-260.3804911,-284.1471995,-156.839309,-390.8414828
12734,-245.378307,-284.1471995,-156.839309,-544.6825496
12735,-245.3782562,-284.1471995,-156.839309,-533.6826759
12736,-245.3782554,-284.1471995,-156.839309,-533.682676
12737,-245.3782554,-284.1471995,-156.839309,-530.3524079
12738,-245.3782554,-284.1471995,-156.839309,-517.3532837
12739,-245.3782554,-284.1471995,-156.839309,-517.3532848
12740,-245.3782554,-284.1471995,-156.839309,-517.3532848
12741,-245.3782554,-284.1471995,-158.8396899,-521.3548573
12742,-245.3782554,-284.1471995,-293.3588313,-517.3547051
12743,-245.3782554,-284.1471995,-289.3562868,-517.3544402
12744,-245.3782554,-284.1471995,-289.3562735,-517.3544409
12745,-245.3782554,-284.1471995,-289.3562734,-384.1582001
12746,-245.3782554,-284.1471995,-289.3562734,-371.1576003
12747,-245.3782554,-284.1471995,-289.3562734,-371.1575964
12748,-245.3782554,-284.1471995,-289.3562734,-371.1575964
12749,-245.3782554,-284.1471995,-293.2358625,-371.1575964
12750,-245.3782554,-284.1471995,-289.2362022,-371.1575964
12751,-245.3782554,-291.2727351,-289.2362039,-234.1419108
12752,-245.3782554,-291.1467644,-289.236204,-310.7655949
12753,-239.3014477,-288.07833,-289.236204,-236.7223301
12754,-225.3012138,-284.0785726,-289.2362039,-225.7179971
12755,-225.3011978,-284.0785739,-289.236204,-225.7179576
12756,-225.3011976,-284.0785739,-289.236204,-225.7179572
12757,-211.2457601,-284.0785739,-289.236204,-225.7179572
12758,-230.0774649,-284.0785739,-289.2362039,-225.7179572
12759,-221.0779767,-284.0785739,-289.2362039,-225.7179572
12760,-221.077982,-284.0785739,-314.1784594,-225.7179572
12761,-221.077982,-284.0785739,-309.1796798,-258.9657372
12762,-221.077982,-284.0785739,-309.1796854,-232.9651681
12763,-221.077982,-284.0785739,-309.1796854,-232.9651485
12764,-221.077982,-292.524519,-309.1796854,-232.9651482
12765,-221.077982,-304.4030837,-309.1796854,-232.9651482
12766,-221.077982,-299.4031611,-309.1796854,-232.9651482
12767,-221.077982,-299.4031616,-309.1796854,-232.9651482
12768,-221.077982,-299.4031616,-309.1796854,-235.2237937
12769,-221.077982,-299.4031616,-309.1796854,-233.2246069
12770,-221.077982,-299.4031616,-309.1796854,-233.2246089
12771,-221.077982,-299.4031616,-309.1796854,-233.2246088
12772,-221.077982,-299.4031616,-309.1796854,-233.2246088
12773,-222.9226763,-299.4031616,-309.1796854,-233.2246088
12774,-220.9317665,-299.4031616,-309.1796854,-233.2246088
12775,-220.9318616,-299.4031616,-309.1796854,-233.2246088
12776,-220.9318626,-299.4031616,-309.1796854,-255.0804656
12777,-220.9318626,-413.4801317,-309.1796854,-249.0809387
12778,-220.9318626,-408.4801509,-309.1796854,-249.0809433
12779,-220.9318626,-408.4801511,-314.0262769,-249.0809433
12780,-220.9318626,-408.4801511,-309.0261647,-249.0809433
12781,-220.9318626,-408.4801511,-309.0261639,-236.9890674
12782,-220.9318626,-408.4801511,-309.0261639,-232.9908507
12783,-220.9318626,-408.4801511,-334.2062343,-232.990867
12784,-220.9318626,-408.4801511,-309.2055024,-232.9908672
12785,-110.752757,-408.4801511,-309.2054984,-232.9908672
12786,-108.7537897,-416.9417511,-309.2054983,-232.9908672
12787,-108.7538125,-408.9386824,-309.2054983,-232.9908672
12788,-108.753813,-408.938655,-309.2054983,-232.9908672
12789,-108.753813,-408.9386547,-309.2054983,-232.9908672
12790,-108.753813,-408.9386547,-309.2054983,-232.9908672
12791,-108.753813,-408.9386547,-309.2054983,-232.9908672
12792,-108.753813,-408.9386547,-309.2054983,-232.9908672
12793,-108.753813,-558.8733653,-309.2054983,-251.4341922
12794,-108.753813,-547.8735003,-309.2054983,-252.4945237
12795,-108.753813,-547.8735005,-309.2054983,-249.4926242
12796,-108.753813,-547.8735005,-309.2054983,-249.4926068
12797,-117.75041,-417.5376769,-307.6811879,-153.9331265
12798,-108.7504997,-406.5382379,-325.3029219,-151.4270138
12799,-108.7505106,-406.5382411,-322.3030937,-130.4270928
12800,-108.7505108,-411.5897064,-322.3030796,-130.4270938
12801,-108.7505108,-407.5897862,-322.3030794,-132.8552356
12802,-108.7505108,-407.589787,-322.3030794,-148.4270147
12803,-108.7505108,-407.589787,-322.3030794,-130.4270929
12804,-108.7505108,-409.6763004,-322.3030794,-130.4270938
12805,-108.7505108,-407.6740905,-322.3030794,-130.4270938
12806,-108.7505108,-407.6740778,-322.3030794,-130.4270938
12807,-108.7505108,-407.6740777,-322.3030794,-130.4270938
12808,-108.7505108,-407.6740777,-322.3030794,-130.4270938
12809,-108.7505108,-407.6740777,-322.3030794,-130.4270938
12810,-108.7505108,-407.6740777,-322.3030794,-130.4270938
12811,-108.7505108,-407.6740777,-322.3030794,-130.4270938
12812,-108.7505108,-407.6740777,-322.3030794,-130.4270938
12813,-108.7505108,-407.6740777,-322.3030794,-130.4270938
12814,-108.7505108,-407.6740777,-322.3030794,-130.4270938
12815,-108.7505108,-407.6740777,-322.3030794,-130.4270938
12816,-108.7505108,-407.6740777,-322.3030794,-130.4270938
12817,-108.7505108,-407.6740777,-322.3030794,-130.4270938
12818,-108.7505108,-407.6740777,-322.3030794,-130.4270938
12819,-108.7505108,-407.6740777,-322.3030794,-130.4270938
12820,-108.7505108,-407.6740777,-322.3030794,-130.4270938
12821,-108.7505108,-269.0687325,-322.3030794,-130.4270938
12822,-108.7505108,-148.8068154,-322.3030794,-130.4270938
12823,-108.7505108,-150.3833666,-322.3030794,-130.4270938
12824,-108.7505108,-128.3842592,-322.3030794,-130.4270938
12825,-108.7505108,-128.384266,-322.3030794,-130.4270938
12826,-108.7505108,-128.384266,-322.3030794,-130.4270938
12827,-108.7505108,-128.384266,-322.3030794,-130.4270938
12828,-108.7505108,-128.384266,-322.3030794,-130.4270938
12829,-108.7505108,-128.384266,-326.4683327,-130.4270938
12830,-99.88682733,-128.384266,-322.4678418,-130.4270938
12831,-92.88649029,-128.384266,-322.4678389,-130.4270938
12832,-92.88648725,-128.384266,-322.4678389,-130.4270938
12833,-92.88648723,-128.384266,-322.4678389,-130.4010765
12834,-92.88648723,-128.384266,-322.4678389,-130.4009008
12835,-92.88648723,-128.384266,-322.4678389,-130.4008994
12836,-92.88648723,-128.384266,-497.9658501,-130.4008994
12837,-92.88648723,-128.384266,-484.9935893,-130.4008994
12838,-92.88648723,-128.384266,-484.9935738,-130.4008994
12839,-92.88648723,-128.384266,-484.9935737,-130.4008994
12840,-92.88648723,-128.384266,-484.9935737,-130.4008994
12841,-92.88648723,-128.384266,-484.9935737,-130.4008994
12842,-92.88648723,-128.384266,-484.9935737,-130.4008994
12843,-92.88648723,-128.384266,-484.9935737,-130.4008994
12844,-92.88648723,-128.384266,-484.9935737,-130.4008994
12845,-92.88648723,-128.384266,-484.9935737,-153.963452
12846,-92.88648723,-128.384266,-484.9935737,-130.963354
12847,-92.88648723,-128.384266,-484.9935737,-130.9633528
12848,-92.88648723,-128.384266,-484.9935737,-130.9633528
12849,-92.88648723,-128.4023542,-484.9935737,-130.9633528
12850,-125.4506036,-128.4023081,-510.4613744,-130.9633528
12851,-108.4510964,-128.4023075,-483.4616979,-130.9633528
12852,-108.4510999,-128.4023075,-483.4617012,-130.9633528
12853,-108.4510999,-128.4023075,-483.4617012,-130.9633528
12854,-108.4510999,-128.4023075,-483.4617012,-130.9633528
12855,-108.4510999,-128.4023075,-483.4617012,-130.9633528
12856,-108.4510999,-128.4023075,-483.4617012,-130.9633528
12857,-154.2451575,-128.4023075,-483.4617012,-130.9633528
12858,-128.2449982,-128.4023075,-483.4617012,-130.9633528
12859,-128.2449854,-128.4023075,-483.4617012,-130.9633528
12860,-128.2449852,-128.4023075,-483.4617012,-130.9633528
12861,-128.2449852,-128.4023075,-483.4617012,-152.1132712
12862,-128.2449852,-128.4023075,-483.4617012,-249.5334921
12863,-128.2449852,-128.4023075,-483.4617012,-246.533399
12864,-128.2449852,-128.4023075,-483.4617012,-246.5333946
12865,-128.2449852,-128.4023075,-483.4617012,-246.5333945
12866,-128.2449852,-128.4023075,-483.4617012,-246.5333945
12867,-128.2449852,-128.4023075,-483.4617012,-246.5333945
12868,-128.2449852,-128.4023075,-483.4617012,-246.5333945
12869,-128.2449852,-128.4023075,-483.4617012,-246.5333945
12870,-128.2449852,-128.4023075,-483.4617012,-246.5333945
12871,-128.2449852,-134.0343592,-483.4617012,-246.5333945
12872,-128.2449852,-131.0906632,-483.4617012,-246.5333945
12873,-128.2449852,-134.4589865,-483.4617012,-246.5333945
12874,-128.2449852,-128.4572556,-483.4617012,-246.5333945
12875,-128.2449852,-128.457244,-483.4617012,-246.5333945
12876,-128.2449852,-128.457244,-483.4617012,-246.5333945
12877,-128.2449852,-128.457244,-328.1168369,-246.5333945
12878,-128.2449852,-128.457244,-315.1178226,-246.5333945
12879,-128.2449852,-128.457244,-315.1178275,-246.5333945
12880,-128.2449852,-128.457244,-315.1178275,-975.5139433
12881,-128.2449852,-131.5311231,-326.3817576,-965.5140459
12882,-128.2449852,-128.5314094,-318.1172619,-965.5140458
12883,-128.2449852,-128.5314151,-315.1178249,-965.5140458
12884,-128.2449852,-128.5314152,-315.1178275,-965.5140458
12885,-139.9569734,-128.5314152,-315.1178275,-965.5140458
12886,-125.1683308,-128.5314152,-315.1178275,-965.5140458
12887,-144.9586287,-128.5314152,-315.1178275,-965.5140458
12888,-125.1683328,-128.5314152,-315.1178275,-965.5140458
12889,-144.9586287,-128.5314152,-315.1178275,-965.5140458
12890,-133.3377133,-128.5314152,-315.1178275,-965.5140458
12891,-257.7136731,-128.5314152,-315.1178275,-965.5140458
12892,-255.7013743,-128.5314152,-315.1178275,-965.5140458
12893,-255.7013083,-128.5314152,-315.1178275,-967.4729605
12894,-255.701308,-128.5314152,-315.1178275,-965.4729883
12895,-255.701308,-128.5314152,-315.1178275,-965.4729883
12896,-255.701308,-128.5314152,-315.1178275,-965.4729883
12897,-255.701308,-128.5314152,-315.1178275,-965.4729883
12898,-255.701308,-128.5314152,-315.1178275,-965.4729883
12899,-255.701308,-282.0360822,-315.1178275,-965.4729883
12900,-264.2120003,-264.0377107,-315.1178275,-965.4729883
12901,-240.211058,-264.0376877,-315.1178275,-877.0859296
12902,-240.2110497,-264.0376872,-315.1178275,-845.836006
12903,-240.2110497,-264.0376872,-315.1178275,-840.8365236
12904,-240.2110497,-264.0376872,-315.1178275,-840.8365269
12905,-240.2110497,-264.0376872,-479.2620402,-840.8365269
12906,-240.2110497,-264.0376872,-454.8526018,-840.8365269
12907,-240.2110497,-264.0376872,-463.1739011,-840.8365269
12908,-240.2110497,-264.0376872,-622.5564227,-840.8365269
12909,-322.2188777,-264.0376872,-613.5545416,-840.8365269
12910,-303.3058367,-150.2277285,-613.5545392,-887.6676021
12911,-299.3055241,-124.2284042,-613.5545392,-868.6696737
12912,-299.3055241,-124.2284209,-613.5545392,-868.6696864
12913,-299.3055241,-124.2284212,-613.5545392,-868.6696864
12914,-299.3055241,-124.2284212,-463.8321892,-868.6696864
12915,-299.3055241,-130.4530687,-626.557943,-868.6696864
12916,-299.3055241,-124.4535617,-613.5545436,-868.6696864
12917,-299.3055241,-124.4535727,-613.5545392,-868.6696864
12918,-299.3055241,-124.4535728,-613.5545392,-868.6696864
12919,-299.3055241,-124.4535728,-613.5545392,-868.6696864
12920,-299.3055241,-124.4535728,-613.5545392,-868.6696864
12921,-263.31223,-124.4535728,-613.5545392,-868.6696864
12922,-134.7161849,-124.4535728,-613.5545392,-868.6696864
12923,-123.7168082,-124.4535728,-613.5545392,-868.6696864
12924,-123.7168239,-131.1985952,-613.5545392,-868.6696864
12925,-123.7168241,-124.1980034,-613.5545392,-868.6696864
12926,-123.7168241,-124.1979908,-613.5545392,-868.6696864
12927,-123.7168241,-124.1979907,-613.5545392,-868.6696864
12928,-123.7168241,-124.1979907,-613.5545392,-868.6696864
12929,-123.7168241,-124.1979907,-613.5545392,-868.6696864
12930,-123.7168241,-124.1979907,-613.5545392,-868.6696864
12931,-123.7168241,-124.1979907,-613.5545392,-868.6696864
12932,-123.7168241,-165.7088847,-613.5545392,-868.6696864
12933,-123.7168241,-140.7079429,-613.5545392,-905.3137248
12934,-123.7168241,-140.7079357,-613.5545392,-884.5345783
12935,-123.7168241,-140.7079356,-613.5545392,-892.3132035
12936,-123.7168241,-140.7079356,-613.5545392,-888.3135607
12937,-123.7168241,-140.7079356,-613.5545392,-888.3135629
12938,-116.8897789,-140.7079356,-613.5545392,-888.3135629
12939,-106.8428362,-140.7079356,-613.5545392,-888.3135629
12940,-103.8453815,-140.7079356,-613.5545392,-888.3135629
12941,-103.8453998,-171.0224289,-613.5545392,-888.3135629
12942,-103.8453999,-140.0230451,-613.5545392,-888.3135629
12943,-103.8453999,-140.02305,-613.5545392,-888.3135629
12944,-103.8453999,-140.0230501,-613.5545392,-888.3135629
12945,-103.8453999,-140.0230501,-613.5545392,-888.3135629
12946,-103.8453999,-140.0230501,-613.5545392,-888.3135629
12947,-103.8453999,-140.0230501,-613.5545392,-888.3135629
12948,-103.8453999,-140.0230501,-613.5545392,-888.3135629
12949,-103.8453999,-140.0230501,-613.5545392,-888.3135629
12950,-103.8453999,-140.0230501,-613.5545392,-888.3135629
12951,-103.8453999,-140.0230501,-613.5545392,-888.3135629
12952,-103.8453999,-140.0230501,-613.5545392,-888.3135629
12953,-138.9070367,-140.0230501,-613.5545392,-888.3135629
12954,-131.8479271,-140.0230501,-751.1670975,-888.3135629
12955,-127.907417,-140.0230501,-762.8509211,-888.3135629
12956,-131.8479285,-140.0230501,-753.0528227,-888.3135629
12957,-127.907417,-140.0230501,-750.052222,-888.3135629
12958,-123.9071438,-140.0230501,-750.0522186,-888.3135629
12959,-123.9071417,-140.0230501,-750.0522186,-888.3135629
12960,-123.9071417,-140.0230501,-750.0522186,-888.3135629
12961,-154.2852585,-140.0230501,-750.0522186,-888.3135629
12962,-134.7227355,-140.0230501,-750.0522186,-888.3135629
12963,-127.725062,-140.0230501,-750.0522186,-888.3135629
12964,-127.7250804,-140.0230501,-750.0522186,-888.3135629
12965,-127.7250804,-140.0230501,-750.0522186,-895.1045269
12966,-127.7250804,-140.0230501,-750.0522186,-884.1045056
12967,-127.7250804,-140.0230501,-750.0522186,-884.1045056
12968,-127.7250804,-140.0230501,-750.0522186,-884.1045056
12969,-131.6365136,-140.0230501,-750.0522186,-884.1045056
12970,-127.63607,-140.0230501,-750.0522186,-884.1045056
12971,-127.6360602,-140.0230501,-760.5721592,-884.1045056
12972,-127.6360601,-140.0230501,-747.909431,-884.1045056
12973,-127.6360601,-140.0230501,-733.9097229,-884.1045056
12974,-127.6360601,-140.0230501,-733.9097245,-884.1045056
12975,-127.6360601,-140.0230501,-733.9097245,-884.1045056
12976,-127.6360601,-140.0230501,-733.9097245,-884.1045056
12977,-127.6360601,-140.0230501,-733.9097245,-884.1045056
12978,-127.6360601,-140.0230501,-733.9097245,-884.1045056
12979,-127.6360601,-140.0230501,-733.9097245,-884.1045056
12980,-127.6360601,-140.0230501,-733.9097245,-884.1045056
12981,-127.6360601,-140.0230501,-733.9097245,-884.1045056
12982,-127.6360601,-140.0230501,-733.9097245,-884.1045056
12983,-127.6360601,-140.0230501,-733.9097245,-884.1045056
12984,-127.6360601,-140.0230501,-733.9097245,-884.1045056
12985,-127.6360601,-140.0230501,-733.9097245,-884.1045056
12986,-127.6360601,-140.0230501,-733.9097245,-884.1045056
12987,-127.6360601,-140.0230501,-733.9097245,-884.1045056
12988,-127.6360601,-140.0230501,-733.9097245,-884.1045056
12989,-127.6360601,-140.0230501,-733.9097245,-1005.582566
12990,-127.6360601,-140.0230501,-733.9097245,-995.5825656
12991,-127.6360601,-140.0230501,-733.9097245,-995.5825656
12992,-127.6360601,-140.0230501,-733.9097245,-1034.19254
12993,-127.6360601,-140.0230501,-733.9097245,-1022.366639
12994,-127.6360601,-140.0230501,-733.9097245,-1020.260477
12995,-127.6360601,-140.0230501,-733.9097245,-1015.260486
12996,-127.6360601,-140.0230501,-733.9097245,-1015.260486
12997,-127.6173328,-140.0230501,-733.9097245,-1015.260486
12998,-127.617383,-140.0230501,-733.9097245,-1015.260486
12999,-127.6173838,-140.0230501,-921.1460952,-1015.260486
13000,-127.6173838,-140.0230501,-923.9221171,-1015.260486
13001,-127.6173838,-140.0230501,-770.4414938,-1015.260486
13002,-264.6825371,-378.6607646,-103.0033466,-141.0443045
13003,-271.6787972,-1203.887176,-103.2429226,-132.0463187
13004,-259.6792632,-391.6633438,-93.24135091,-132.0463268
13005,-259.679267,-368.5882288,-93.24133633,-132.0463268
13006,-259.679267,-368.5918338,-93.24133618,-132.0463268
13007,-259.679267,-368.5918654,-93.24133618,-132.0463268
13008,-259.679267,-368.5918656,-93.24133618,-132.0463268
13009,-259.679267,-368.5918656,-93.24133618,-132.0463268
13010,-259.679267,-368.5918656,-93.24133618,-132.0463268
13011,-259.679267,-368.5918656,-93.24133618,-132.0463268
13012,-259.679267,-360.5227001,-93.24133618,-132.0463268
13013,-259.679267,-368.5955263,-93.24133618,-132.0463268
13014,-259.679267,-368.5918976,-93.24133618,-132.0463268
13015,-259.679267,-270.0144577,-93.24133618,-132.0463268
13016,-259.679267,-256.0150597,-93.24133618,-132.4332787
13017,-393.9606804,-256.0150765,-93.24133618,-148.0455534
13018,-389.9610137,-256.0150767,-93.24133618,-132.0463233
13019,-389.9610156,-256.0150767,-93.24133618,-132.0463268
13020,-389.9610156,-256.0150767,-93.24133618,-132.0463268
13021,-389.9610156,-256.0150767,-93.24133618,-132.0463268
13022,-389.9610156,-256.0150767,-93.24133618,-132.0463268
13023,-389.9610156,-256.0150767,-93.24133618,-132.0463268
13024,-389.9610156,-256.0150767,-93.24133618,-132.0463268
13025,-389.9610156,-256.0150767,-93.24133618,-132.0463268
13026,-389.9610156,-256.0150767,-93.24133618,-132.0463268
13027,-389.9610156,-256.0150767,-93.24133618,-132.0463268
13028,-389.9610156,-256.0150767,-93.24133618,-132.0463268
13029,-389.9610156,-256.0150767,-93.24133618,-132.0463268
13030,-389.9610156,-256.0150767,-93.24133618,-132.0463268
13031,-389.9610156,-256.0150767,-93.24133618,-132.0463268
13032,-389.9610156,-256.0150767,-93.24133618,-132.0463268
13033,-389.9610156,-256.0150767,-93.24133618,-129.3621434
13034,-389.9610156,-256.0150767,-93.24133618,-145.0459101
13035,-389.9610156,-256.0150767,-93.24133618,-129.3621417
13036,-389.9610156,-256.0150767,-130.6976266,-975.4385846
13037,-389.9610156,-256.0150767,-115.2413832,-962.1021565
13038,-389.9610156,-288.1981189,-93.24133706,-949.102453
13039,-389.9610156,-276.1980952,-93.24133619,-949.1024542
13040,-389.9610156,-276.1980964,-93.24133618,-949.1024543
13041,-389.9610156,-276.1980964,-93.24133618,-959.5297227
13042,-389.9610156,-276.1980964,-93.24133618,-945.5306554
13043,-389.9610156,-276.1980964,-93.24133618,-945.5306608
13044,-389.9610156,-276.1980964,-93.24133618,-945.5306608
13045,-389.9610156,-276.1980964,-93.24133618,-945.5306608
13046,-389.9610156,-276.1980964,-93.24133618,-945.5306608
13047,-389.9610156,-276.1980964,-93.24133618,-945.5306608
