TImeStep,g_0.98,g_0.99,g_0.995,g_0.999
33347,-109.729453,-106.0571662,-258.1071972,-144.3415574
33348,-109.7294531,-106.0571662,-258.1071973,-161.6746415
33349,-109.7294531,-106.0571662,-258.1071973,-146.3405609
33350,-109.7294531,-106.0571662,-258.1071973,-144.3415515
33351,-109.7294531,-106.0571662,-258.1071973,-881.4547424
33352,-109.7294531,-106.0571662,-258.1071973,-154.9915
33353,-109.7294531,-106.0571662,-258.1071973,-144.3347767
33354,-109.7294531,-106.0571662,-258.1071973,-144.3415177
33355,-109.7294531,-106.0571662,-258.1071973,-144.3415574
33356,-109.7294531,-106.0571662,-258.1071973,-144.3415576
33357,-109.7294531,-106.0571662,-258.1071973,-143.6034987
33358,-109.7294531,-106.0571662,-258.1071973,-128.6026202
33359,-109.7294531,-106.0571662,-258.1071973,-857.681304
33360,-109.7294531,-106.0571662,-258.1071973,-139.5992415
33361,-256.70029,-106.0571662,-258.1071973,-135.4993564
33362,-278.0817527,-106.0571662,-258.1071973,-128.4998685
33363,-270.1016581,-106.0571662,-258.1071973,-128.4998733
33364,-270.1007632,-106.0571662,-258.1071973,-248.4426763
33365,-270.1007549,-106.3895071,-258.1071973,-136.1354467
33366,-270.1007549,-106.3954391,-258.1071973,-128.1327594
33367,-270.1007549,-106.3954709,-258.1071973,-128.1327367
33368,-270.1007549,-106.3954711,-258.1071973,-128.1327366
33369,-270.1007549,-106.3954711,-258.1071973,-128.1327366
33370,-270.1007549,-106.3954711,-258.1071973,-128.1327366
33371,-270.1007549,-106.3954711,-258.1071973,-128.1327366
33372,-270.1007549,-106.3954711,-258.1071973,-128.1327366
33373,-270.1007549,-109.0476899,-258.1071973,-128.1327366
33374,-286.676083,-90.04863289,-258.1071973,-297.0161066
33375,-287.1009387,-90.0486406,-258.1071973,-151.5044946
33376,-270.1007566,-90.04864065,-899.9418356,-128.4999137
33377,-270.1007549,-90.04864065,-311.0179119,-128.4998735
33378,-270.1007549,-90.04864065,-286.0671592,-128.4998733
33379,-270.1007549,-90.04864065,-278.0666672,-128.4998733
33380,-270.1007549,-90.04864065,-278.0666632,-128.4998733
33381,-270.1007549,-90.04864065,-278.0666632,-128.4998733
33382,-270.1007549,-90.04864065,-278.0666632,-128.4998733
33383,-270.1007549,-90.04864065,-278.0666632,-128.4998733
33384,-270.1007549,-90.04864065,-278.0666632,-128.4998733
33385,-270.1007549,-90.04864065,-278.0666632,-128.4998733
33386,-270.1007549,-90.04864065,-278.0666632,-128.4998733
33387,-270.1007549,-90.04864065,-278.0666632,-128.4998733
33388,-270.1007549,-90.04864065,-278.0666632,-128.4998733
33389,-270.1007549,-90.04864065,-330.5620039,-128.4998733
33390,-270.1007549,-90.04864065,-142.1371135,-128.4998733
33391,-270.1007549,-90.04864065,-132.134644,-128.4998733
33392,-270.1007549,-90.04864065,-132.1346251,-128.4998733
33393,-125.9391359,-90.04864065,-132.1346251,-128.4998733
33394,-112.9386097,-90.04864065,-132.1346251,-128.4998733
33395,-108.938634,-90.04864065,-132.1346251,-128.4998733
33396,-108.9386389,-90.04864065,-132.1346251,-128.4998733
33397,-108.938639,-90.04864065,-132.1346251,-128.4998733
33398,-108.938639,-90.04864065,-132.1346251,-128.4998733
33399,-108.938639,-90.04864065,-132.1346251,-128.4998733
33400,-108.938639,-90.04864065,-132.1346251,-133.5736046
33401,-108.938639,-90.04864065,-132.1346251,-166.0803715
33402,-108.938639,-90.04864065,-132.1346251,-144.0807057
33403,-108.938639,-90.04864065,-132.1346251,-144.080709
33404,-131.8218252,-90.04864065,-132.1346251,-144.080709
33405,-124.8222057,-90.04864065,-132.1346251,-144.080709
33406,-124.8222093,-90.04864065,-132.1346251,-144.080709
33407,-124.8222093,-90.04864065,-132.1346251,-144.080709
33408,-124.8222093,-90.04864065,-132.1346251,-144.080709
33409,-124.8222093,-90.04864065,-132.1346251,-144.080709
33410,-124.8222093,-90.04864065,-132.1346251,-144.080709
33411,-124.8222093,-90.04864065,-132.1346251,-614.9390669
33412,-128.1872661,-90.04864065,-132.1346251,-762.3293846
33413,-113.1866805,-90.04864065,-132.1346251,-150.4072026
33414,-113.1866757,-90.04864065,-257.6619534,-148.6256815
33415,-113.1866757,-90.04864065,-251.5494542,-143.6252497
33416,-113.1866757,-90.04864065,-139.9399481,-143.6252383
33417,-113.1866757,-90.04864065,-140.5217171,-143.6252381
33418,-113.1866757,-90.04864065,-128.0977632,-143.6252381
33419,-113.1866757,-90.04864065,-101.0968916,-143.6252381
33420,-113.1866757,-90.04864065,-101.0968839,-143.6252381
33421,-113.1866757,-90.04864065,-101.0968839,-153.8833557
33422,-113.1866757,-90.04864065,-101.0968839,-143.884505
33423,-113.1866757,-90.04864065,-101.0968839,-143.8845328
33424,-113.1866757,-90.04864065,-101.0968839,-143.8845331
33425,-113.1866757,-90.04864065,-128.0745939,-143.8845331
33426,-113.1866757,-90.04864065,-121.0534646,-143.8845331
33427,-113.1866757,-90.04864065,-125.9786366,-143.8845331
33428,-113.1866757,-90.04864065,-120.9790019,-143.8845331
33429,-113.1866757,-90.04864065,-120.979005,-143.92121
33430,-113.1866757,-90.04864065,-120.979005,-143.9212381
33431,-113.1866757,-90.04864065,-120.979005,-143.9212582
33432,-113.1866757,-90.04864065,-120.979005,-143.9212585
33433,-113.1866757,-90.04864065,-120.979005,-143.9212585
33434,-113.1866757,-90.04864065,-120.979005,-143.9212585
33435,-113.1866757,-90.04864065,-120.979005,-143.9212585
33436,-113.1866757,-90.04864065,-120.979005,-143.9212585
33437,-113.1866757,-111.3108402,-120.979005,-143.9212585
33438,-113.1866757,-143.7230248,-120.979005,-143.9212585
33439,-113.1866757,-124.8585938,-120.979005,-143.9212585
33440,-113.1866757,-108.7526711,-120.979005,-143.9212585
33441,-101.2621717,-106.7538172,-126.0538466,-143.9212585
33442,-97.25977831,-106.753842,-125.9786372,-143.9212585
33443,-97.25975779,-106.7538425,-126.0538463,-143.9212585
33444,-97.2597576,-106.7538425,-125.9786372,-143.9212585
33445,-97.2597576,-106.7538425,-121.2599401,-149.4821311
33446,-97.2597576,-106.7538425,-122.3333044,-143.5254005
33447,-97.2597576,-106.7538425,-117.3329104,-143.5253859
33448,-97.2597576,-106.7538425,-117.3329068,-143.525404
33449,-136.1302611,-106.7538425,-117.3329068,-143.5254043
33450,-117.1301318,-106.7538425,-117.3329068,-143.5254043
33451,-117.13012,-106.7538425,-117.3329068,-143.5254043
33452,-117.1301198,-106.7538425,-117.3329068,-143.5254043
33453,-117.1301198,-106.7538425,-117.3329068,-143.5254043
33454,-117.1301198,-106.7538425,-117.3329068,-143.5254043
33455,-117.1301198,-106.7538425,-117.3329068,-143.5254043
33456,-117.1301198,-106.7538425,-117.3329068,-143.5254043
33457,-117.1301198,-106.7538425,-117.3329068,-143.5254043
33458,-117.1301198,-106.7538425,-248.1126232,-143.5254043
33459,-117.1301198,-106.7538425,-236.1117122,-143.5254043
33460,-117.1301198,-106.7538425,-236.1117634,-143.5254043
33461,-117.1301198,-106.7538425,-236.1117644,-143.5254043
33462,-117.1301198,-106.7538425,-236.1117644,-143.5254043
33463,-117.1301198,-106.7538425,-236.1117644,-143.5254043
33464,-121.7446752,-106.7538425,-236.1117644,-143.5254043
33465,-119.9625416,-106.7538425,-236.1117644,-147.6269915
33466,-113.9619918,-106.7538425,-236.1117644,-143.6276886
33467,-113.9619759,-106.7538425,-236.1117644,-143.6276946
33468,-113.9619756,-106.7538425,-236.1117644,-143.6276946
33469,-122.08307,-106.7538425,-236.1117644,-143.6276946
33470,-114.0824058,-106.7538425,-236.1117644,-143.6276946
33471,-114.0823993,-106.7538425,-236.1117644,-143.6276946
33472,-114.0823993,-106.7538425,-236.1117644,-143.6276946
33473,-114.0823993,-106.7538425,-236.1117644,-143.6276946
33474,-117.0101647,-106.7538425,-236.1117644,-143.6276946
33475,-114.0105939,-106.7538425,-236.1117644,-169.2463025
33476,-114.0105981,-106.7538425,-236.1117644,-168.6276827
33477,-113.9681683,-106.7538425,-236.1117644,-143.6276941
33478,-113.9687716,-106.7538425,-236.1117644,-143.6276946
33479,-113.9687874,-106.7538425,-236.1117644,-143.6276946
33480,-113.9687878,-106.7538425,-236.1117644,-143.6276946
33481,-113.9687878,-106.7538425,-236.1117644,-143.6276946
33482,-197.3871957,-106.7538425,-879.6461032,-143.6276946
33483,-186.388996,-106.7538425,-248.1075574,-143.6276946
33484,-186.3890235,-106.7538425,-236.1117302,-143.6276946
33485,-188.4657664,-106.7538425,-236.1117641,-143.6276946
33486,-186.4635174,-278.8066948,-236.1117644,-143.6276946
33487,-186.46348,-120.2867978,-236.1117644,-143.6276946
33488,-186.4634794,-106.2855996,-236.1117644,-143.6276946
33489,-186.4634794,-106.28559,-236.1117644,-279.6771768
33490,-186.4634794,-106.28559,-236.1117644,-255.6116278
33491,-357.024346,-106.28559,-236.1117644,-251.754082
33492,-222.235861,-264.5980245,-236.1117644,-246.7555269
33493,-312.6560415,-122.2847999,-236.1117644,-246.755541
33494,-196.464488,-112.1226926,-239.33543,-246.7555411
33495,-186.4634966,-106.1221207,-133.3334494,-246.7555411
33496,-186.4634796,-106.1221086,-117.3329206,-246.7555411
33497,-635.4827024,-106.1221085,-117.3329071,-246.7555411
33498,-420.6937562,-106.1221085,-117.3329068,-246.7555411
33499,-297.7531153,-106.1221085,-117.3329068,-246.7555411
33500,-267.3767089,-106.1221085,-117.3329068,-246.7555411
33501,-126.8786123,-106.1221085,-117.3329068,-687.7914263
33502,-111.8773877,-106.1221085,-117.3329068,-256.9585778
33503,-111.8773598,-106.1221085,-117.3329068,-141.2781036
33504,-111.8773595,-106.1221085,-117.3329068,-128.5523201
33505,-111.8773595,-106.1221085,-117.3329068,-130.7100484
33506,-111.8773595,-106.1221085,-117.3329068,-124.7111862
33507,-111.8773595,-106.1221085,-117.3329068,-124.7111963
33508,-279.0558391,-106.1221085,-150.0516763,-124.7111963
33509,-273.1151248,-106.1221085,-134.3340703,-128.518806
33510,-267.16158,-106.1221085,-117.3329173,-124.5190864
33511,-250.16045,-106.1221085,-117.3329069,-124.5190946
33512,-250.160441,-106.1221085,-117.3329068,-124.5190948
33513,-250.1604409,-111.4599939,-117.3329068,-124.5190948
33514,-250.1604409,-106.4584067,-117.3329068,-124.5190948
33515,-250.1604409,-106.4583955,-117.3329068,-124.5190948
33516,-250.1604409,-106.4583955,-117.3329068,-124.5190948
33517,-250.1604409,-106.4583955,-159.7575846,-124.5190948
33518,-253.1005109,-106.4583955,-132.7582078,-124.5190948
33519,-253.1608688,-106.4583955,-132.7582137,-124.5190948
33520,-250.1604438,-106.4583955,-132.7582137,-124.5190948
33521,-250.1604409,-106.4583955,-137.445548,-124.4900771
33522,-250.1604409,-106.4583955,-132.5621683,-124.4898248
33523,-250.1604409,-106.4583955,-136.372641,-124.4898226
33524,-250.1604409,-106.4583955,-130.3105763,-124.4898226
33525,-250.1604409,-106.4583955,-130.3736112,-133.2553085
33526,-250.1604409,-106.4583955,-130.3105717,-124.2536372
33527,-250.1604409,-106.4583955,-155.5795272,-124.2536222
33528,-250.1604409,-106.4583955,-146.6351144,-124.2536221
33529,-250.1604409,-106.4583955,-146.6981859,-124.2536221
33530,-250.1604409,-106.4583955,-146.6357972,-124.2536221
33531,-250.1604409,-106.4583955,-146.6981918,-124.2536221
33532,-250.1604409,-106.4583955,-146.6357972,-124.2536221
33533,-250.1604409,-106.4583955,-146.6981918,-124.2536221
33534,-250.1604409,-106.4583955,-146.6357972,-124.2536221
33535,-250.1604409,-106.4583955,-146.6981918,-124.2536221
33536,-250.1604409,-106.4583955,-146.6357972,-124.2536221
33537,-250.1604409,-101.1964053,-146.6981918,-124.2536221
33538,-250.1604409,-90.1966884,-146.6357972,-124.2536221
33539,-250.1604409,-90.19669077,-146.6981918,-124.2536221
33540,-250.1604409,-90.19669078,-146.6357972,-124.2536221
33541,-280.8062112,-90.19669078,-146.6981918,-124.2536221
33542,-265.8071124,-90.19669078,-146.6357972,-124.2536221
33543,-265.8071118,-90.19669078,-146.6981918,-124.2536221
33544,-265.8071118,-90.19669078,-146.6357972,-124.2536221
33545,-265.8071118,-90.19669078,-146.6981918,-124.2536221
33546,-265.8071118,-90.19669078,-146.6357972,-124.2536221
33547,-265.8071118,-90.19669078,-146.6981918,-124.2536221
33548,-265.8071118,-90.19669078,-146.6357972,-122.5772491
33549,-265.8071118,-90.19669078,-146.6981918,-108.5769857
33550,-265.8071118,-90.19669078,-146.6357972,-108.5769831
33551,-394.1099565,-90.19669078,-146.6981918,-108.576983
33552,-390.1123072,-90.19669078,-146.6357972,-108.576983
33553,-390.1123266,-90.19669078,-146.5808856,-234.6467269
33554,-390.1123268,-90.19669078,-148.6978727,-113.1771129
33555,-390.1123268,-90.19669078,-146.6358016,-113.1015055
33556,-390.1123268,-90.19669078,-146.6981918,-108.1018424
33557,-390.1123268,-90.19669078,-146.6357972,-108.1018454
33558,-390.1123268,-96.10721419,-146.6981918,-108.1018454
33559,-390.1123268,-96.19712331,-147.6352709,-108.1018454
33560,-390.1123268,-90.19669421,-146.5726586,-108.1018454
33561,-390.1123268,-90.1966908,-144.5724988,-108.1018454
33562,-390.1123268,-90.19669078,-144.5724576,-108.1018454
33563,-390.1123268,-90.19669078,-144.572457,-108.1018454
33564,-390.1123268,-107.2731408,-144.572457,-108.1018454
33565,-390.1123268,-258.7730972,-144.572457,-114.8614101
33566,-390.1123268,-1202.878881,-144.572457,-114.4064387
33567,-390.1123268,-278.5818785,-144.572457,-92.4064171
33568,-390.1123268,-118.103637,-144.572457,-92.40641718
33569,-390.1123268,-275.71473,-144.572457,-92.40641711
33570,-390.1123268,-140.775078,-144.572457,-92.40641711
33571,-390.1123268,-246.4846649,-144.572457,-92.40641711
33572,-390.1123268,-242.4830534,-144.572457,-92.40641711
33573,-390.1123268,-242.4830434,-249.0241735,-92.40641711
33574,-390.1123268,-242.4830433,-241.0237825,-92.40641711
33575,-390.1123268,-242.4830433,-241.0237656,-92.40641711
33576,-390.1123268,-242.4830433,-241.0237653,-92.40641711
33577,-390.1123268,-242.4830433,-241.0237653,-92.40641711
33578,-390.1123268,-242.4830433,-241.0237653,-92.40641711
33579,-390.1123268,-242.4830433,-241.0237653,-92.40641711
33580,-390.1123268,-242.4830433,-241.0237653,-92.40641711
33581,-396.0243843,-242.4830433,-239.0726776,-92.40641711
33582,-390.0245299,-250.6042232,-228.1812074,-92.40641711
33583,-390.0245304,-246.6045857,-217.1812416,-92.40641711
33584,-390.0245304,-246.6045876,-217.1812488,-92.40641711
33585,-390.0245304,-118.060504,-217.1812489,-92.40641711
33586,-390.0245304,-258.6033495,-217.1812489,-92.40641711
33587,-390.0245304,-118.0605039,-217.1812489,-92.40641711
33588,-390.0245304,-258.6033495,-217.1812489,-92.40641711
33589,-312.3899996,-118.0605039,-217.1812489,-126.9383912
33590,-232.8159609,-258.6033495,-217.1812489,-107.9385135
33591,-241.5259437,-118.0605039,-217.1812489,-107.9385145
33592,-227.5264831,-258.6033495,-217.1812489,-107.9385145
33593,-227.5264884,-118.0605039,-217.1812489,-107.9385145
33594,-227.5264884,-258.6033495,-217.1812489,-107.9385145
33595,-227.5264884,-118.0605039,-217.1812489,-107.9385145
33596,-227.5264884,-258.6033495,-217.1812489,-107.9385145
33597,-227.5264884,-118.0605039,-1063.372492,-107.9385145
33598,-227.5264884,-130.2829398,-261.9771471,-107.9385145
33599,-227.5264884,-122.2832378,-217.1744158,-107.9385145
33600,-227.5264884,-122.28324,-203.126378,-107.9385145
33601,-227.5264884,-122.28324,-201.1263449,-107.9385145
33602,-227.5264884,-122.28324,-201.1263442,-107.9385145
33603,-227.5264884,-122.28324,-201.1263442,-107.9385145
33604,-227.5264884,-122.28324,-201.1263442,-107.9385145
33605,-227.5264884,-124.2835606,-201.1263442,-107.9385145
33606,-227.5264884,-124.9344299,-201.1263442,-107.9385145
33607,-227.5264884,-105.9353436,-201.1263442,-107.9385145
33608,-227.5264884,-105.9353508,-201.1263442,-107.9385145
33609,-227.5264884,-105.9353508,-201.1263442,-107.9385145
33610,-227.5264884,-105.9353508,-201.1263442,-107.9385145
33611,-227.5264884,-105.9353508,-201.1263442,-107.9385145
33612,-227.5264884,-105.9353508,-201.1263442,-107.9385145
33613,-225.8119868,-105.9353508,-201.1263442,-107.9385145
33614,-211.7953724,-105.9353508,-201.1263442,-107.9385145
33615,-211.7962955,-105.9353508,-201.1263442,-107.9385145
33616,-211.7963043,-105.9353508,-201.1263442,-107.9385145
33617,-211.8122556,-105.9353508,-201.1263442,-107.9385145
33618,-211.8113187,-105.9353508,-201.1263442,-107.9385145
33619,-211.8113098,-105.9353508,-201.1263442,-252.5906137
33620,-211.8113097,-105.9353508,-201.1263442,-232.5734665
33621,-218.8929254,-147.1118184,-189.2487302,-114.9379722
33622,-215.9096311,-453.7725107,-202.7772426,-107.9412542
33623,-215.9086932,-133.7807175,-177.7761684,-107.9412722
33624,-215.9086843,-148.1990757,-177.7761571,-107.9412722
33625,-215.9086842,-466.2361926,-177.776157,-107.9412722
33626,-215.9086842,-133.2019188,-177.776157,-110.0436188
33627,-215.9086842,-466.2361925,-177.776157,-108.0423486
33628,-215.9086842,-133.2019188,-280.0606339,-108.042322
33629,-217.2189459,-466.2361925,-186.4987631,-108.0423215
33630,-204.218772,-133.2019188,-165.4958168,-108.0423214
33631,-204.2187701,-466.2361925,-165.4957858,-108.0423214
33632,-204.2187701,-133.2019188,-165.4957855,-108.0423214
33633,-204.2187701,-132.8309038,-165.4957855,-108.0423214
33634,-204.2187701,-132.3374754,-165.4957855,-108.0423214
33635,-204.2187701,-125.3352753,-165.4957855,-108.0423214
33636,-204.2187701,-125.3352596,-165.4957855,-108.0423214
33637,-204.2187701,-125.3352596,-165.4957855,-114.5852349
33638,-204.2187701,-125.3352596,-165.4957855,-95.51124066
33639,-204.2187701,-125.3352596,-165.4957855,-92.51168871
33640,-204.2187701,-125.3352596,-165.4957855,-103.0498253
33641,-204.2187701,-125.3352596,-165.4957855,-95.95544689
33642,-204.2187701,-125.3352596,-165.4957855,-91.95602626
33643,-204.2187701,-125.3352596,-165.4957855,-91.95603142
33644,-204.2187701,-125.3352596,-165.4957855,-91.95603148
33645,-204.2187701,-125.3352596,-165.4957855,-91.95603148
33646,-204.2187701,-125.3352596,-165.4957855,-91.95603148
33647,-204.2187701,-125.3352596,-165.4957855,-91.95603148
33648,-204.2187701,-125.3352596,-165.4957855,-91.95603148
33649,-204.2187701,-125.3352596,-165.4957855,-93.15243609
33650,-204.2187701,-125.3352596,-165.4957855,-114.3138447
33651,-204.2187701,-125.3352596,-165.4957855,-107.3131032
33652,-204.2187701,-125.3352596,-165.4957855,-107.3130972
33653,-204.2187701,-125.3352596,-165.4957855,-107.3130971
33654,-204.2187701,-125.3352596,-165.4957855,-107.3130971
33655,-204.2187701,-125.3352596,-165.4957855,-132.6773097
33656,-204.2187701,-125.3352596,-165.4957855,-110.1395025
33657,-204.2187701,-125.3352596,-165.4957855,-114.3137734
33658,-204.2187701,-125.3352596,-165.4957855,-107.3131028
33659,-204.2187701,-125.3352596,-165.4957855,-107.3130972
33660,-204.2187701,-125.3352596,-165.4957855,-107.3130971
33661,-204.2187701,-125.3352596,-165.4957855,-1130.852591
33662,-204.2187701,-125.3352596,-165.4957855,-117.3152826
33663,-204.2187701,-125.3352596,-235.0381136,-107.3131017
33664,-204.2187701,-125.3352596,-220.0824574,-107.313097
33665,-312.5622806,-125.3352596,-220.082696,-107.3130971
33666,-223.1620908,-125.3352596,-220.0827226,-107.3130971
33667,-212.1603644,-125.3352596,-220.082723,-107.3130971
33668,-212.1603248,-125.3352596,-220.082723,-107.3130971
33669,-212.1603242,-125.3352596,-220.082723,-107.3130971
33670,-212.1603242,-125.3352596,-220.082723,-107.3130971
33671,-212.1603242,-125.3352596,-220.082723,-107.3130971
33672,-212.1603242,-125.3352596,-1022.97705,-107.3130971
33673,-212.1603242,-125.3352596,-373.9398789,-107.3130971
33674,-212.1603242,-125.3352596,-363.9375492,-107.3130971
33675,-212.1603242,-125.3352596,-363.9375369,-107.3130971
33676,-212.1603242,-125.3352596,-363.9375368,-107.3130971
33677,-212.1603242,-125.3352596,-363.9375368,-128.7800927
33678,-212.1603242,-125.3352596,-363.9375368,-106.1402421
33679,-212.1603242,-125.3352596,-363.9375368,-121.7798136
33680,-212.1603242,-125.3352596,-363.9375368,-106.1402403
33681,-96.81866038,-125.3352596,-363.9375368,-121.7798136
33682,-101.8229562,-125.3352596,-363.9375368,-109.7032374
33683,-91.82281297,-125.3352596,-363.9375368,-106.7027067
33684,-91.82280127,-125.3352596,-363.9375368,-106.7027022
33685,-91.82262883,-125.3352596,-363.9375368,-106.7027021
33686,-91.82322058,-125.3352596,-363.9375368,-106.7027021
33687,-91.8232133,-125.3352596,-363.9375368,-106.7027021
33688,-91.82321315,-125.3352596,-363.9375368,-106.7027021
33689,-91.82321314,-125.3352596,-363.9375368,-106.7027021
33690,-91.82321314,-125.3352596,-363.9375368,-106.7027021
33691,-91.82321314,-125.3352596,-363.9375368,-106.7027021
33692,-91.82321314,-125.3352596,-363.9375368,-106.7027021
33693,-91.82321314,-125.3352596,-363.9375368,-106.7027021
33694,-91.82321314,-125.3352596,-363.9375368,-106.7027021
33695,-91.82321314,-134.6308907,-363.9375368,-106.7027021
33696,-91.82321314,-125.9528067,-363.9375368,-106.7027021
33697,-91.82321314,-125.9586678,-363.9375368,-106.7027021
33698,-91.82321314,-125.958699,-363.9375368,-106.7027021
33699,-91.82321314,-125.9586992,-363.9375368,-106.7027021
33700,-91.82321314,-125.9586992,-363.9375368,-106.7027021
33701,-91.82321314,-134.672214,-363.9375368,-109.1396862
33702,-91.82321314,-127.512176,-363.9375368,-100.5157597
33703,-91.82321314,-125.5187897,-363.9375368,-91.51503677
33704,-260.018512,-125.5188445,-363.9375368,-91.51501825
33705,-106.8270215,-125.5188448,-363.9375368,-91.51501792
33706,-91.82324369,-125.5188448,-363.9375368,-91.51501792
33707,-91.82321325,-125.5188448,-363.9375368,-91.51501792
33708,-91.82321314,-125.5188448,-363.9375368,-91.51501792
33709,-128.3051162,-125.5188448,-363.9375368,-97.95036669
33710,-107.3048306,-125.5188448,-363.9375368,-94.73141724
33711,-107.3048286,-125.5188448,-363.9375368,-92.73248833
33712,-107.3048286,-125.5188448,-363.9375368,-92.73249509
33713,-107.3048286,-125.5188448,-363.9375368,-92.73249512
33714,-107.3048286,-125.5188448,-363.9375368,-92.73249512
33715,-107.3048286,-125.5188448,-363.9375368,-92.73249512
33716,-107.3048286,-134.6504222,-363.9375368,-92.73249512
33717,-107.3048286,-125.6498065,-239.8120632,-92.73249512
33718,-107.3048286,-125.6498015,-255.8104034,-92.73249512
33719,-107.3048286,-125.6498015,-248.8100644,-92.73249512
33720,-107.3048286,-125.6498015,-248.8100583,-92.73249512
33721,-107.3048286,-125.6498015,-248.8100583,-92.73249512
33722,-107.3048286,-125.6498015,-292.3361291,-92.73249512
33723,-113.8478146,-125.6498015,-148.9141525,-92.73249512
33724,-129.3050122,-125.6498015,-139.9132519,-92.73249512
33725,-107.3048298,-125.6498015,-139.9132309,-92.73249512
33726,-107.3048286,-125.6498015,-139.9132306,-92.73249512
33727,-107.3048286,-125.6498015,-139.9132306,-92.73249512
33728,-107.3048286,-125.6498015,-139.9132306,-92.73249512
33729,-115.5158408,-125.6498015,-139.9132306,-92.73249512
33730,-115.3063508,-125.6498015,-139.9132306,-92.73249512
33731,-115.5158538,-125.6498015,-139.9132306,-92.73249512
33732,-115.3063509,-125.6498015,-139.9132306,-92.73249512
33733,-115.5158538,-129.3698255,-139.9132306,-92.73249512
33734,-245.9788609,-300.0849048,-139.9132306,-92.73249512
33735,-265.5405981,-166.8120984,-139.9132306,-92.73249512
33736,-248.6142776,-158.8154496,-139.9132306,-92.73249512
33737,-245.6146755,-158.8154726,-139.9132306,-92.73249512
33738,-245.6146854,-158.8154728,-139.9132306,-92.73249512
33739,-245.6146856,-158.8154728,-139.9132306,-92.73249512
33740,-245.6146856,-158.8154728,-139.9132306,-92.73249512
33741,-245.6146856,-158.8154728,-139.9132306,-92.73249512
33742,-245.6146856,-158.8154728,-139.9132306,-92.73249512
33743,-245.6146856,-158.8154728,-1104.693907,-92.73249512
33744,-245.6146856,-158.8154728,-1097.884674,-92.73249512
33745,-245.6146856,-158.8154728,-153.670585,-92.73249512
33746,-245.6146856,-158.8154728,-147.4991031,-92.73249512
33747,-245.6146856,-158.8154728,-143.4993847,-92.73249512
33748,-245.6146856,-158.8154728,-143.499392,-92.73249512
33749,-245.6146856,-158.8154728,-143.4993922,-92.73249512
33750,-245.6146856,-158.8154728,-143.4993922,-92.73249512
33751,-245.6146856,-158.8154728,-143.4993922,-92.73249512
33752,-245.6146856,-158.8154728,-143.4993922,-92.73249512
33753,-249.7293483,-158.8154728,-143.4993922,-92.73249512
33754,-245.730515,-158.8154728,-143.4993922,-92.73249512
33755,-245.7305262,-158.8154728,-143.4993922,-92.73249512
33756,-245.7305263,-158.7967082,-143.4993922,-92.73249512
33757,-245.7586783,-158.7967704,-143.4993922,-92.73249512
33758,-245.7587716,-158.7967709,-143.4993922,-92.73249512
33759,-245.7587956,-158.796771,-143.4993922,-92.73249512
33760,-245.758796,-158.796771,-143.4993922,-92.73249512
33761,-245.758796,-158.796771,-143.4993922,-92.73249512
33762,-245.758796,-158.796771,-143.4993922,-92.73249512
33763,-245.758796,-158.796771,-143.4993922,-92.73249512
33764,-245.758796,-158.796771,-143.4993922,-92.73249512
33765,-245.758796,-158.796771,-143.4993922,-92.73249512
33766,-245.758796,-158.796771,-143.4993922,-92.73249512
33767,-270.2313995,-179.5519223,-143.4993922,-92.73249512
33768,-139.772226,-150.5513933,-143.4993922,-92.73249512
33769,-123.8024967,-150.5513824,-143.4993922,-92.73249512
33770,-123.802519,-151.9652849,-143.4993922,-227.9795379
33771,-123.802538,-134.9645294,-143.4993922,-108.4815699
33772,-123.8025383,-134.9645235,-143.4993922,-127.0121727
33773,-123.8025383,-134.9645234,-145.5800977,-108.011031
33774,-123.8025383,-134.9645234,-145.4982532,-108.0110208
33775,-123.8025383,-134.9645234,-143.4993681,-108.0110208
33776,-123.8025383,-134.9645234,-143.4993916,-108.0110208
33777,-116.638261,-134.9645234,-143.4993922,-118.1590913
33778,-107.6387519,-134.9645234,-143.4993922,-108.1835395
33779,-107.6387562,-134.9645234,-173.2290918,-108.1837221
33780,-107.6387562,-134.9645234,-141.376762,-108.1837238
33781,-115.4288316,-134.9645234,-123.3767319,-108.1837238
33782,-107.4273303,-134.9645234,-123.3767413,-108.1837238
33783,-107.4273174,-134.9645234,-123.3767414,-108.1837238
33784,-107.4273174,-134.9645234,-123.3767414,-108.1837238
33785,-107.4273174,-134.9645234,-123.3767414,-108.1837238
33786,-107.4273174,-134.9645234,-123.3767414,-108.1837238
33787,-107.4273174,-134.9645234,-123.3767414,-108.1837238
33788,-107.4273174,-134.9645234,-123.3767414,-108.1837238
33789,-107.4273174,-134.9645234,-123.3767414,-147.6449935
33790,-107.4273174,-134.9645234,-123.3767414,-123.6453591
33791,-107.4273174,-134.9645234,-123.3767414,-123.6453627
33792,-107.4273174,-134.9645234,-123.3767414,-123.6453627
33793,-123.7528011,-130.1580904,-123.3767414,-132.1842668
33794,-119.7516458,-125.1715911,-123.3767414,-110.2590736
33795,-119.7516379,-125.1707508,-123.3767414,-108.2579672
33796,-119.7516379,-125.1707448,-327.5697116,-108.2579409
33797,-119.7516379,-125.1707447,-116.1395879,-108.2579403
33798,-119.7516379,-125.1707447,-108.1432379,-108.2579403
33799,-119.7516379,-125.1707447,-108.1432593,-108.2579403
33800,-119.7516379,-125.1707447,-108.1432594,-108.2579403
