TImeStep,g_0.98,g_0.99,g_0.995,g_0.999
11166,-124.0313371,-89.12593132,-90.27090171,-122.0545561
11167,-124.0313371,-89.12593132,-90.2709017,-122.0545627
11168,-124.0313371,-89.12593132,-90.2709017,-122.0545627
11169,-124.0313371,-89.12593132,-90.2709017,-122.0545627
11170,-124.0313371,-89.12593132,-90.2709017,-122.0545627
11171,-124.0313371,-89.12593132,-90.2709017,-122.0545627
11172,-124.0313371,-89.12593132,-90.2709017,-122.0545627
11173,-124.0313371,-89.12593132,-90.2709017,-122.0545627
11174,-124.0313371,-89.12593132,-90.2709017,-122.0545627
11175,-124.0313371,-89.12593132,-90.2709017,-122.0545627
11176,-124.0313371,-89.12593132,-90.2709017,-122.0545627
11177,-124.0313371,-89.12593132,-90.2709017,-122.0545627
11178,-124.0313371,-89.12593132,-90.2709017,-122.0545627
11179,-124.0313371,-89.12593132,-90.2709017,-122.0545627
11180,-124.0723338,-89.12593132,-90.2709017,-122.0545627
11181,-124.0717221,-89.12593132,-90.2709017,-270.5664363
11182,-124.0717085,-89.12593132,-90.2709017,-271.7602232
11183,-124.0717082,-89.12593132,-90.2709017,-266.7594908
11184,-124.0717082,-89.12593132,-90.2709017,-266.7594838
11185,-124.0717082,-89.12593132,-90.2709017,-266.7594837
11186,-124.0717082,-89.12593132,-90.2709017,-266.7594837
11187,-124.0717082,-89.12593132,-90.2709017,-266.7594837
11188,-124.0717082,-89.12593132,-124.3763213,-266.7594837
11189,-124.0717082,-89.12593132,-104.2709247,-129.1543329
11190,-127.922088,-89.12593132,-90.27090942,-122.1538589
11191,-291.2087915,-89.12593132,-90.27090182,-122.1538473
11192,-137.9258038,-89.12593132,-90.2709017,-122.1538471
11193,-291.2087917,-89.12593132,-90.2709017,-122.1538471
11194,-137.9258038,-89.12593132,-90.2709017,-122.1538471
11195,-291.2087917,-89.12593132,-90.2709017,-259.939421
11196,-137.9258038,-89.12593132,-90.2709017,-244.9396809
11197,-291.2087917,-89.12593132,-90.2709017,-244.9396909
11198,-137.9258038,-89.12593132,-90.2709017,-244.9396911
11199,-291.2087917,-89.12593132,-90.2709017,-244.9396911
11200,-137.9258038,-89.12593132,-90.2709017,-244.9396911
11201,-286.4139799,-89.12593132,-90.2709017,-244.9396911
11202,-724.5387907,-89.12593132,-90.2709017,-244.9396911
11203,-283.2431946,-91.25709817,-90.2709017,-244.9396911
11204,-265.039593,-91.11965423,-90.2709017,-244.9396911
11205,-257.0401243,-89.12588032,-90.2709017,-244.9396911
11206,-257.0401282,-89.12593103,-90.2709017,-244.9396911
11207,-257.0401282,-89.12593132,-90.2709017,-244.9396911
11208,-257.0401282,-89.12593132,-90.2709017,-244.9396911
11209,-257.0401282,-89.12593132,-90.2709017,-244.9396911
11210,-257.0401282,-89.12593132,-90.2709017,-244.9396911
11211,-257.0401282,-89.12593132,-90.2709017,-244.9396911
11212,-257.0401282,-89.12593132,-90.2709017,-244.9396911
11213,-266.8156078,-89.12593132,-90.2709017,-244.9396911
11214,-119.9124012,-89.12593132,-90.2709017,-244.9396911
11215,-119.6257573,-89.12593132,-90.2709017,-244.9396911
11216,-278.7430889,-89.12593132,-90.2709017,-242.2504454
11217,-124.6288397,-89.12593132,-90.24023491,-256.5290582
11218,-278.7430891,-89.12593132,-90.24072514,-245.5284978
11219,-124.6288397,-89.12593132,-90.2407358,-245.5284924
11220,-278.7430891,-89.12593132,-90.24073604,-245.5284923
11221,-124.6288397,-89.12593132,-93.02047995,-245.5284923
11222,-278.7430891,-89.12593132,-90.02139651,-245.5284923
11223,-124.6288397,-89.12593132,-90.02140348,-245.5284923
11224,-278.7430891,-89.12593132,-90.0214035,-245.5284923
11225,-124.6288397,-89.12593132,-90.0214035,-245.5284923
11226,-278.7430891,-89.12593132,-90.0214035,-245.5284923
11227,-124.6288397,-89.12593132,-90.0214035,-245.5284923
11228,-278.7430891,-89.12593132,-90.0214035,-245.5284923
11229,-124.6288397,-89.12593132,-90.0214035,-245.5284923
11230,-113.7448348,-89.12593132,-90.0214035,-245.5284923
11231,-110.7445879,-89.12593132,-90.0214035,-245.5284923
11232,-110.7445817,-89.12593132,-90.0214035,-245.5284923
11233,-110.7445816,-89.12593132,-90.0214035,-245.5284923
11234,-110.7445816,-89.12593132,-90.0214035,-245.5284923
11235,-110.7445816,-89.12593132,-90.0214035,-268.4435812
11236,-110.7445816,-89.12593132,-90.0214035,-247.4429954
11237,-110.7445816,-89.12593132,-90.0214035,-247.4429758
11238,-110.7445816,-89.12593132,-90.0214035,-247.4429755
11239,-110.7445816,-89.12593132,-90.0214035,-247.4429755
11240,-110.7445816,-89.12593132,-90.0214035,-247.4429755
11241,-110.7445816,-91.06066934,-90.0214035,-247.4429755
11242,-110.7445816,-89.06169821,-90.0214035,-247.4429755
11243,-110.7445816,-89.06171657,-90.0214035,-247.4429755
11244,-110.7445816,-89.06171695,-90.0214035,-247.4429755
11245,-110.7445816,-89.06171695,-96.23677821,-247.4429755
11246,-110.7445816,-89.06171695,-90.23635964,-247.4429755
11247,-110.7445816,-89.06171695,-90.23634889,-247.4429755
11248,-110.7445816,-89.06171695,-90.23634871,-247.4429755
11249,-110.7445816,-89.06171695,-90.23634871,-247.4429755
11250,-110.7445816,-89.06171695,-90.23634871,-247.4429755
11251,-110.7445816,-89.06171695,-90.23634871,-247.4429755
11252,-110.7445816,-89.06171695,-90.23634871,-247.4429755
11253,-279.928233,-89.06171695,-90.23634871,-247.4429755
11254,-126.7486354,-93.06323223,-90.23634871,-247.4429755
11255,-110.744613,-89.06320693,-90.23634871,-247.4429755
11256,-110.7445817,-89.06320347,-90.23634871,-247.4429755
11257,-110.7445816,-89.06320342,-90.23634871,-247.4429755
11258,-110.7445816,-89.06320342,-90.23634871,-247.4429755
11259,-110.7445816,-89.06320342,-90.23634871,-247.4429755
11260,-110.7445816,-89.06320342,-90.23634871,-247.4429755
11261,-110.7445816,-93.06168753,-90.23634871,-250.5339832
11262,-110.7445816,-89.06171335,-90.23634871,-247.5345627
11263,-110.7445816,-89.0617169,-90.23634871,-247.5345681
11264,-110.7445816,-89.06171695,-90.23634871,-247.5345682
11265,-110.7445816,-89.06171695,-90.23634871,-247.5345682
11266,-110.7445816,-89.06171695,-90.23634871,-247.5345682
11267,-110.7445816,-89.06171695,-90.23634871,-247.5345682
11268,-110.7445816,-89.06171695,-90.23634871,-247.5345682
11269,-110.7445816,-89.06171695,-90.23634871,-126.9386408
11270,-110.7445816,-89.06171695,-90.23634871,-122.9396924
11271,-110.7445816,-89.06171695,-90.23634871,-122.9397114
11272,-110.7445816,-89.06171695,-90.23634871,-122.9397119
11273,-110.7445816,-89.06171695,-94.17755256,-121.5452303
11274,-110.7445816,-89.06171695,-1202.446022,-106.5455067
11275,-110.7445816,-89.06171695,-1198.785501,-106.545509
11276,-110.7445816,-89.06171695,-123.3895014,-106.545509
11277,-110.7445816,-89.06171695,-106.3864038,-106.545509
11278,-110.7445816,-89.06171695,-106.3863948,-106.545509
11279,-110.7445816,-89.06171695,-106.3863948,-106.545509
11280,-110.7445816,-89.06171695,-106.3863948,-106.545509
11281,-110.7445816,-93.15634158,-106.3863948,-106.545509
11282,-110.7445816,-89.15574041,-106.3863948,-106.545509
11283,-110.7445816,-89.15573585,-106.3863948,-106.545509
11284,-110.7445816,-89.15573581,-257.6377567,-106.545509
11285,-110.7445816,-89.15573581,-251.6385351,-106.545509
11286,-110.7445816,-89.15573581,-251.6385454,-106.545509
11287,-110.7445816,-89.15573581,-251.6385455,-106.545509
11288,-110.7445816,-89.15573581,-251.6385455,-106.545509
11289,-110.7445816,-89.15573581,-251.6385455,-136.2027871
11290,-110.7445816,-89.15573581,-251.6385455,-124.1008911
11291,-133.5607519,-89.15573581,-251.6385455,-122.031312
11292,-126.5595323,-89.15573581,-251.6385455,-122.0345847
11293,-126.5595222,-89.15573581,-251.6385455,-122.0346119
11294,-126.5595222,-89.15573581,-251.6385455,-122.034612
11295,-126.5595222,-89.15573581,-251.6385455,-122.034612
11296,-291.2699035,-89.15573581,-251.6385455,-122.034612
11297,-284.2688666,-89.15573581,-251.6385455,-122.034612
11298,-284.2688555,-89.15573581,-251.6385455,-120.3764083
11299,-284.2688553,-89.15573581,-251.6385455,-136.0349465
11300,-284.2688553,-89.15573581,-251.6385455,-122.0346146
11301,-284.2688553,-89.15573581,-260.4351897,-157.8885207
11302,-284.2688553,-89.15573581,-251.4364672,-141.8884781
11303,-284.2688553,-89.15573581,-251.4364752,-141.8884725
11304,-284.2688553,-89.15573581,-251.4364753,-141.8884724
11305,-284.2688553,-89.15573581,-286.8974518,-141.8884724
11306,-284.2688553,-89.15573581,-270.4363558,-141.8884724
11307,-284.2688553,-89.15573581,-251.4364744,-141.8884724
11308,-284.2688553,-89.15573581,-251.4364752,-141.8884724
11309,-284.2688553,-89.15573581,-251.4364753,-141.9386305
11310,-284.2688553,-89.15573581,-251.4364753,-141.9379924
11311,-284.2688553,-89.15573581,-251.4364753,-141.9379802
11312,-284.2688553,-89.15573581,-251.4364753,-141.93798
11313,-284.2688553,-89.15573581,-251.4364753,-141.93798
11314,-284.2688553,-89.15573581,-251.4364753,-141.93798
11315,-284.2688553,-89.15573581,-251.4364753,-141.93798
11316,-284.2688553,-89.15573581,-251.4364753,-141.93798
11317,-284.2688553,-89.15573581,-251.4364753,-141.93798
11318,-284.2688553,-89.15573581,-251.4364753,-141.93798
11319,-284.2688553,-89.15573581,-251.4364753,-141.93798
11320,-284.2688553,-89.15573581,-251.4364753,-151.5371036
11321,-284.2688553,-89.15573581,-251.4364753,-151.9388019
11322,-284.2688553,-89.15573581,-251.4364753,-141.9379987
11323,-284.2688553,-89.15573581,-251.4364753,-141.9379803
11324,-284.2688553,-89.15573581,-251.4364753,-141.93798
11325,-288.4296662,-89.15573581,-251.4364753,-141.93798
11326,-284.4299214,-89.15573581,-251.4364753,-141.93798
11327,-284.429926,-89.15573581,-251.4364753,-141.93798
11328,-284.4299261,-89.15573581,-249.2142197,-141.93798
11329,-284.4299261,-91.98250736,-235.2149445,-141.93798
11330,-284.4299261,-88.98333678,-235.2149486,-1151.455588
11331,-284.4299261,-88.98334285,-235.2149486,-1034.627049
11332,-284.4299261,-88.98334288,-235.2149486,-1026.627487
11333,-284.4299261,-88.98334288,-235.2149486,-1026.627488
11334,-284.4299261,-88.98334288,-235.2149486,-1026.627488
11335,-284.4299261,-88.98334287,-235.2149486,-1026.627488
11336,-284.4299261,-88.98334287,-235.2149486,-1026.627488
11337,-284.4299261,-88.98334287,-235.2149486,-1026.627488
11338,-284.4299261,-88.98334287,-235.2149486,-1026.627488
11339,-284.4299261,-88.98334287,-235.2149486,-1026.627488
11340,-284.4299261,-88.98334287,-235.2149486,-1026.627488
11341,-284.4299261,-88.98334287,-258.0392078,-1026.627488
11342,-284.4299261,-88.98334287,-251.038503,-1026.627488
11343,-284.4299261,-88.98334287,-251.0384992,-1026.627488
11344,-284.4299261,-88.98334287,-251.0384992,-1026.627488
11345,-284.4299261,-88.98334287,-251.0384992,-1027.852006
11346,-284.4299261,-88.98334287,-251.0384992,-1023.852063
11347,-284.4299261,-88.98334287,-251.0384992,-1023.852063
11348,-284.4299261,-88.98334287,-251.0384992,-1023.852063
11349,-284.4299261,-88.98334287,-251.0384992,-1023.852063
11350,-284.4299261,-88.98334287,-251.0384992,-1023.852063
11351,-284.4299261,-88.98334287,-251.0384992,-1023.852063
11352,-284.4299261,-88.98334287,-251.0384992,-1023.852063
11353,-284.4299261,-109.5041535,-251.0384992,-1023.852063
11354,-284.4299261,-97.50323252,-251.0384992,-1023.852063
11355,-284.4299261,-97.50321227,-251.0384992,-1023.852063
11356,-284.4047479,-97.50321195,-251.0384992,-1023.852063
11357,-284.4047136,-97.50321195,-251.0384992,-1023.852063
11358,-284.4047134,-97.50321195,-251.0384992,-1023.852063
11359,-284.4047134,-97.50321195,-251.0384992,-1023.852063
11360,-284.4047134,-97.50321195,-251.0384992,-1023.852063
11361,-284.4047134,-97.50321195,-251.0384992,-1023.852063
11362,-284.4047134,-97.50321195,-251.0384992,-1023.852063
11363,-284.4047134,-97.50321195,-251.0384992,-1023.852063
11364,-284.4047134,-97.50321195,-251.0384992,-1023.852063
11365,-285.8128006,-100.9826711,-251.0384992,-1023.852063
11366,-268.8120766,-88.98332715,-251.0384992,-1023.852063
11367,-268.8120778,-88.98334261,-251.0384992,-1023.852063
11368,-268.8120778,-88.98334287,-251.0384992,-1023.852063
11369,-268.8120778,-88.98334287,-251.0384992,-1023.852063
11370,-268.8120778,-88.98334288,-251.0384992,-1023.852063
11371,-268.8120778,-249.5873743,-251.0384992,-1029.849496
11372,-268.8120778,-235.5902399,-251.0384992,-1029.852047
11373,-268.8120778,-235.5902739,-280.0143709,-1023.852063
11374,-268.8120778,-235.5902741,-271.013963,-1023.852063
11375,-268.8120778,-235.5902741,-271.0139589,-1023.852063
11376,-268.8120778,-235.5902741,-271.0139588,-1023.852063
11377,-268.8120778,-235.5902741,-271.0139588,-1023.852063
11378,-268.8120778,-235.5902741,-271.0139588,-1023.852063
11379,-1047.860351,-235.5902741,-271.0139588,-1023.852063
11380,-283.8123404,-235.5902741,-271.0139588,-1023.852063
11381,-290.9576487,-235.5902741,-271.0139588,-1023.852063
11382,-280.9574949,-235.5902741,-271.0139588,-1023.852063
11383,-280.9574941,-235.5902741,-271.0139588,-1023.852063
11384,-280.9574941,-235.5902741,-271.0139588,-274.2478558
11385,-280.9574941,-235.5902741,-271.0139588,-263.5812968
11386,-280.9574941,-235.5902741,-271.0139588,-249.5806305
11387,-280.9574941,-235.5902741,-271.0139588,-249.5806258
11388,-280.9574941,-235.5902741,-271.0139588,-249.5806258
11389,-280.9574941,-235.5902741,-306.3865305,-249.5806258
11390,-280.9574941,-235.5902741,-456.7147539,-249.5806258
11391,-280.9574941,-235.5902741,-307.6369392,-251.6202225
11392,-280.9574941,-235.5902741,-459.7148504,-249.62008
11393,-280.9574941,-106.8432701,-439.7145158,-249.6200773
11394,-280.9574941,-88.84265092,-439.7145132,-249.6200773
11395,-280.9574941,-88.8426343,-439.7145132,-249.6200773
11396,-280.9574941,-88.84263411,-439.7145132,-249.6200773
11397,-850.8958183,-88.84263411,-439.7145132,-249.6200773
11398,-291.9577324,-88.84263411,-439.7145132,-249.6200773
11399,-280.9574887,-88.84263411,-439.7145132,-253.9084748
11400,-280.957494,-88.84263411,-439.7145132,-249.9075136
11401,-274.0500291,-88.84263411,-439.7145132,-249.9075088
11402,-261.0494216,-88.84263411,-439.7145132,-249.9075087
11403,-261.049417,-88.84263411,-439.7145132,-249.9075087
11404,-261.0494169,-88.84263411,-439.7145132,-249.9075087
11405,-261.0494169,-88.84263411,-439.7145132,-249.9075087
11406,-261.0494169,-88.84263411,-439.7145132,-249.9075087
11407,-261.0494169,-88.84263411,-439.7145132,-249.9075087
11408,-261.0494169,-88.84263411,-439.7145132,-249.9075087
11409,-261.0494169,-88.84263411,-439.7145132,-249.9075087
11410,-261.0494169,-88.84263411,-439.7145132,-249.9075087
11411,-261.0494169,-88.84263411,-439.7145132,-249.9075087
11412,-261.0494169,-88.84263411,-439.7145132,-249.9075087
11413,-281.7193331,-88.84263411,-439.7145132,-249.9075087
11414,-123.3822037,-88.84263411,-460.4557644,-249.9075087
11415,-127.5794556,-88.84263411,-436.4561985,-249.9075087
11416,-119.2829853,-88.84263411,-580.45946,-249.9075087
11417,-123.5799843,-88.84263411,-567.4596068,-249.9075087
11418,-119.2829852,-88.84263411,-425.9016832,-249.9075087
11419,-123.5799843,-88.84263411,-413.9025703,-249.9075087
11420,-119.2829852,-88.84263411,-413.9025761,-249.9075087
11421,-123.5799843,-98.43492639,-413.9025761,-246.970653
11422,-264.7907089,-89.43208495,-413.9025761,-229.9713709
11423,-253.7894284,-89.43206404,-413.9025761,-229.9713811
11424,-253.7894117,-89.43206398,-413.9025761,-229.9713811
11425,-253.7894116,-89.43206398,-413.9025761,-229.9713811
11426,-253.7894116,-89.43206398,-413.9025761,-229.9713811
11427,-253.7894116,-89.43206398,-413.9025761,-229.9713811
11428,-236.1442952,-89.43206398,-413.9025761,-229.9713811
11429,-234.1456516,-89.43206398,-413.9025761,-229.9713811
11430,-234.1456619,-89.43206398,-413.9025761,-229.9713811
11431,-234.145662,-89.43206398,-413.9025761,-229.9713811
11432,-234.145662,-89.43206398,-413.9025761,-229.9713811
11433,-234.145662,-89.43206398,-416.3209641,-229.9713811
11434,-234.145662,-89.43206398,-387.3501887,-229.9713811
11435,-234.145662,-89.43206398,-378.3496572,-229.9713811
11436,-234.145662,-89.43206398,-378.3496535,-229.9713811
11437,-234.145662,-89.43206398,-262.1486556,-229.9713811
11438,-234.145662,-89.43206398,-255.1488129,-229.9713811
11439,-234.145662,-89.43206398,-255.148816,-252.0402872
11440,-234.145662,-89.43206398,-255.148816,-246.0403937
11441,-234.145662,-89.43206398,-255.148816,-246.0403951
11442,-234.145662,-89.43206398,-255.148816,-239.973173
11443,-234.145662,-89.43206398,-255.148816,-229.9728683
11444,-234.145662,-89.43206398,-255.8103287,-229.9728639
11445,-234.145662,-89.43206398,-238.8105043,-229.9728639
11446,-234.145662,-89.43206398,-238.8105052,-229.9728639
11447,-234.145662,-116.5195261,-238.8105052,-229.9728639
11448,-234.145662,-109.5195373,-238.8105052,-229.9728639
11449,-234.145662,-109.5195391,-238.8105052,-229.9728639
11450,-234.145662,-109.5195391,-238.8105052,-229.9728639
11451,-234.145662,-109.5195391,-238.8105052,-229.9728639
11452,-234.145662,-109.5195391,-238.8105052,-229.9728639
11453,-234.145662,-109.5195391,-238.8105052,-229.9728639
11454,-234.145662,-109.5195391,-238.8105052,-229.9728639
11455,-234.145662,-109.5195391,-238.8105052,-229.9728639
11456,-234.145662,-109.5195391,-238.8105052,-229.9728639
11457,-234.145662,-109.5195391,-238.8105052,-229.9728639
11458,-234.145662,-109.5195391,-238.8105052,-229.9728639
11459,-234.145662,-109.5195391,-238.8105052,-229.9728639
11460,-234.145662,-109.5195391,-238.8105052,-229.9728639
11461,-234.145662,-109.5195391,-238.8105052,-229.9728639
11462,-234.145662,-109.5195391,-238.8105052,-229.9728639
11463,-234.145662,-109.5195391,-238.8105052,-229.9728639
11464,-234.145662,-109.5195391,-238.9283226,-229.9728639
11465,-234.145662,-111.482226,-234.9285725,-229.9728639
11466,-234.145662,-109.4823203,-234.9285768,-232.0452978
11467,-234.145662,-109.4823218,-234.9285769,-581.3172612
11468,-234.145662,-109.4823218,-234.9285769,-578.3134078
11469,-234.145662,-109.4823218,-234.9285769,-578.3133987
11470,-234.145662,-109.4823218,-234.9285769,-578.3133986
11471,-234.145662,-109.4823218,-234.9285769,-578.3133986
11472,-234.145662,-109.4823218,-234.9285769,-578.3133986
11473,-234.145662,-109.4823218,-234.9285769,-578.3133986
11474,-234.145662,-109.4823218,-234.9285769,-578.3133986
11475,-234.145662,-109.4823218,-234.9285769,-578.3133986
11476,-234.145662,-109.4823218,-234.9285769,-779.9810344
11477,-234.145662,-109.4823218,-234.9285769,-115.693583
11478,-234.145662,-109.4823218,-234.9285769,-111.5534316
11479,-234.145662,-109.4823218,-234.9285769,-107.5530485
11480,-234.145662,-109.4823218,-234.9285769,-107.5530386
11481,-266.8389452,-109.4823218,-234.9285769,-107.5530385
11482,-249.8397537,-109.4823218,-116.2359358,-107.5530385
11483,-250.1313269,-109.4823218,-157.5569237,-107.5530385
11484,-234.1303981,-109.4823218,-148.5584021,-107.5530385
11485,-234.1303916,-109.4823218,-148.5584118,-107.5530385
11486,-234.1303916,-109.4823218,-148.5584118,-107.5530385
11487,-234.1303916,-109.4823218,-148.5584118,-107.5530385
11488,-234.1303916,-109.4823218,-148.5584118,-107.5530385
11489,-234.1303916,-109.4823218,-148.5584118,-107.5530385
11490,-234.1303916,-109.4823218,-148.5584118,-107.5530385
11491,-234.1303916,-109.4823218,-148.5584118,-107.5530385
11492,-234.1303916,-109.4823218,-148.5584118,-107.5530385
11493,-234.1303916,-109.4823218,-148.5584118,-107.5530385
11494,-234.1303916,-109.4823218,-148.5584118,-107.5530385
11495,-234.1303916,-109.4823218,-148.5584118,-107.5530385
11496,-234.1303916,-109.4823218,-148.5584118,-107.5530385
11497,-234.1303916,-115.0688781,-148.5584118,-107.5530385
11498,-234.1303916,-94.01991599,-148.5584118,-107.5530385
11499,-234.1303916,-89.01991464,-148.5584118,-107.5530385
11500,-234.1303916,-89.01991291,-148.5584118,-107.5530385
11501,-234.1303916,-252.2468704,-148.5584118,-107.5530385
11502,-234.1303916,-103.288615,-326.7121894,-107.5530385
11503,-234.1303916,-89.28605847,-309.7129597,-107.5530385
11504,-234.1303916,-89.28603926,-309.7129637,-107.5530385
11505,-234.1303916,-89.28603919,-309.7129637,-107.5530385
11506,-234.1303916,-89.28603919,-309.7129637,-107.5530385
11507,-234.1303916,-89.28603919,-309.7129637,-107.5530385
11508,-234.1303916,-89.28603919,-309.7129637,-107.5530385
11509,-234.1303916,-89.28603919,-309.7129637,-116.5495903
11510,-234.1303916,-89.28603919,-309.7129637,-107.5496028
11511,-234.1303916,-89.28603919,-309.7129637,-147.4226957
11512,-234.1303916,-89.28603919,-309.7129637,-227.05536
11513,-236.9443289,-89.28603919,-309.7129637,-208.1684472
11514,-270.7530184,-89.28603919,-309.7129637,-204.1688289
11515,-253.752747,-89.28603919,-309.7129637,-204.1688307
11516,-253.7527439,-89.28603919,-309.7129637,-204.1688307
11517,-253.7527439,-89.28603919,-309.7129637,-204.1688307
11518,-253.7527439,-89.28603919,-309.7129637,-204.1688307
11519,-253.7527439,-89.28603919,-158.7734778,-204.1688307
11520,-253.7527439,-89.28603919,-148.7736961,-204.1688307
11521,-253.7527439,-89.28603919,-148.773693,-204.1688307
11522,-253.7527439,-89.28603919,-148.7736929,-204.1688307
11523,-253.7527439,-89.28603919,-148.7736929,-204.1688307
11524,-253.7527439,-89.28603919,-148.7736929,-204.1688307
11525,-253.7527439,-89.28603919,-148.7736929,-204.1688307
11526,-253.7527439,-89.28603919,-148.7736929,-204.1688307
11527,-253.7527439,-89.28603919,-148.7736929,-204.1688307
11528,-253.7527439,-89.28603919,-148.7736929,-204.1688307
11529,-253.7527439,-89.28603919,-242.7259899,-204.1688307
11530,-253.7527439,-89.28603919,-237.5845971,-204.1688307
11531,-253.7527439,-89.28603919,-233.585112,-204.1688307
11532,-253.7527439,-89.28603919,-233.5851167,-204.1688307
11533,-253.7527439,-89.28603919,-233.5851168,-204.1688307
11534,-253.7527439,-89.28603919,-233.5851168,-207.1073043
11535,-253.7527439,-89.28603919,-233.5851168,-204.1070197
11536,-253.7527439,-89.28603919,-233.5851168,-204.1070195
11537,-258.0002835,-89.28603919,-233.5851168,-204.1070195
11538,-253.9996294,-89.28603919,-233.5851168,-123.9590934
11539,-253.9996228,-89.28603919,-233.5851168,-204.1084222
11540,-253.9996228,-89.28603919,-233.5851168,-204.1070266
11541,-253.9996228,-89.28603919,-233.5851168,-204.1070195
11542,-253.9996228,-89.28603919,-233.5851168,-204.1070195
11543,-253.9996228,-89.28603919,-233.5851168,-204.1070195
11544,-253.9996228,-89.28603919,-233.5851168,-204.1070195
11545,-393.7527561,-91.4387845,-233.5851168,-204.1070195
11546,-380.7297042,-89.43211971,-233.5851168,-204.1070195
11547,-378.7602978,-89.43206429,-233.5851168,-204.1070195
11548,-376.7582825,-89.43206398,-233.5851168,-204.1070195
11549,-376.7582637,-89.43206398,-233.5851168,-204.1070195
11550,-376.7582635,-89.43206398,-233.5851168,-204.1070195
11551,-376.7582635,-89.43206398,-233.5851168,-204.1070195
11552,-376.7582635,-89.43206398,-233.5851168,-204.1070195
11553,-376.7582635,-89.43206398,-233.5851168,-204.1070195
11554,-376.7582635,-89.43206398,-233.5851168,-204.1070195
11555,-376.7582635,-89.43206398,-233.5851168,-204.1070195
11556,-376.7582635,-89.43206398,-233.5851168,-204.1070195
11557,-376.7582635,-116.5195261,-233.5851168,-235.8127942
11558,-376.7582635,-127.5742737,-233.5851168,-223.8125629
11559,-376.7582635,-125.5743986,-233.5851168,-223.8125612
11560,-376.7582635,-125.5743996,-233.5851168,-223.8125611
11561,-376.7582635,-125.5743996,-268.7445178,-223.8125611
11562,-376.7582635,-125.5743996,-280.9396554,-223.8125611
11563,-376.7582635,-125.5743996,-269.9391731,-223.8125611
11564,-376.7582635,-125.5743996,-269.9391705,-223.8125611
11565,-382.6670473,-125.5743996,-269.9391705,-137.9053387
11566,-382.7588291,-125.5743996,-269.9391705,-126.9088126
11567,-382.6670479,-125.5743996,-269.9391705,-126.9088407
11568,-382.7588291,-125.5743996,-269.9391705,-126.9088408
11569,-382.6670479,-111.5196623,-269.9391705,-126.9088408
11570,-382.7588291,-109.5195401,-1202.230344,-126.9088408
11571,-382.6670479,-109.5195391,-204.2438541,-126.9088408
11572,-382.7588291,-109.5195391,-182.2427713,-126.9088408
11573,-382.6670479,-109.5195391,-182.2427796,-126.9088408
11574,-382.7588291,-273.9382701,-182.2427797,-126.9088408
11575,-382.6670479,-266.9369935,-182.2427797,-126.9088408
11576,-382.7588291,-266.93698,-182.2427797,-152.5227349
11577,-246.3717595,-266.9369798,-182.2427797,-121.2773291
11578,-234.372545,-266.9369798,-182.2427797,-138.9293574
11579,-234.3725658,-266.9369798,-182.2427797,-126.9266931
11580,-234.3725661,-266.9369798,-182.2427797,-126.9266711
11581,-234.3725661,-266.9369798,-182.2427797,-126.9266709
11582,-234.3725661,-266.9369798,-182.2427797,-126.9266709
11583,-234.3725661,-266.9369798,-182.2427797,-126.9266709
11584,-234.3725661,-266.9369798,-182.2427797,-126.9266709
11585,-234.3725661,-266.9369798,-176.3816921,-126.9266709
11586,-234.3725661,-266.9369798,-174.3754199,-126.9266709
11587,-234.3725661,-266.9369798,-174.3753729,-126.9266709
11588,-234.3725661,-266.9369798,-174.3753726,-126.9266709
11589,-234.3725661,-266.9369798,-174.3753726,-126.9266709
11590,-234.3725661,-266.9369798,-174.3753726,-126.9266709
11591,-234.3725661,-266.9369798,-174.3753726,-126.9266709
11592,-234.3725661,-266.9369798,-174.3753726,-126.9266709
11593,-234.3725661,-266.9369798,-174.3753726,-126.9266709
11594,-234.3725661,-266.9369798,-174.3753726,-126.9266709
11595,-234.3725661,-266.9369798,-174.3753726,-126.9266709
11596,-234.3725661,-266.9369798,-174.3753726,-126.9266709
11597,-234.3725661,-266.9369798,-174.3753726,-126.9266709
11598,-234.3725661,-266.9369798,-174.3753726,-126.9266709
11599,-234.3725661,-266.9369798,-174.3753726,-126.9266709
11600,-234.3725661,-266.9369798,-174.3753726,-126.9266709
11601,-234.3725661,-266.9369798,-174.3753726,-126.9266709
11602,-234.3725661,-266.9369798,-174.3753726,-126.9266709
11603,-234.3725661,-266.9369798,-174.3753726,-126.9266709
11604,-234.3725661,-266.9369798,-174.3753726,-126.9266709
11605,-234.3725661,-266.9369798,-174.3753726,-128.8805775
11606,-234.3725661,-266.9369798,-174.3753726,-126.8808498
11607,-234.3725661,-266.9369798,-174.3753726,-126.880852
11608,-234.3725661,-266.9369798,-174.3753726,-126.880852
11609,-234.3725661,-266.9369798,-174.3466281,-126.880852
11610,-234.3725661,-266.9369798,-174.3474495,-126.880852
11611,-234.3725661,-460.4860851,-174.3474616,-126.880852
11612,-234.3725661,-275.9382648,-174.3474618,-126.880852
11613,-234.3725661,-266.9369877,-174.3474618,-126.880852
11614,-234.3725661,-266.9369798,-174.3474618,-126.880852
11615,-234.3725661,-266.9369798,-174.3474618,-126.880852
11616,-234.3725661,-266.9369798,-174.3474618,-126.880852
11617,-234.3725661,-266.9369798,-174.3474618,-126.880852
11618,-234.3725661,-266.9369798,-174.3474618,-126.880852
11619,-234.3725661,-266.9369798,-174.3474618,-126.880852
